阿帕网	apawang
处理器技术	chuliqijishu
处理青版	chuliqingban
处理事件	chulishijian
处理速度	chulisudu
处理洋红版	chuliyanghongban
触摸屏	chumoping
初启程序	chuqichengxu
初启序列	chuqixulie
初始标识	chushibiaozhi|chushibiaoshi
初始程序装入	chushichengxuzhuangru
初始尺寸	chushichicun
初始代码块	chushidaimakuai
初始化	chushihua
初始计数	chushijishu
出事件	chushijian
初始模型	chushimoxing
初始透明度	chushitoumingdu
初始微码装入	chushiweimazhuangru
初始序列	chushixulie
初始装入	chushizhuangru
初始状态	chushizhuangtai
出现网	chuxianwang
出现序列	chuxianxulie
初值	chuzhi
串并	chuanbing
串并转换器	chuanbingzhuanhuanqi
传播差错	chuanbochacuo
传播误差	chuanbowucha
传承字	chuanchengzi
传导冷却	chuandaolengque
传递闭包	chuandibibao
传递函数	chuandihanshu
传递函数依赖	chuandihanshuyilai
传递简约	chuandijianyue
传递相关性	chuandixiangguanxing
传递性	chuandixing
传感器	chuanganqi
串归约机	chuanguiyueji
串行打印机	chuanhangdayinji|chuanxingdayinji
串行加法器	chuanhangjiafaqi|chuanxingjiafaqi
串行排序	chuanhangpaixu|chuanxingpaixu
串化器	chuanhuaqi
串级控制	chuanjikongzhi
穿孔贼木马	chuankongzeimuma
串联端接	chuanlianduanjie
串联端接线	chuanlianduanjiexian
串联匹配	chuanlianpipei
串联阻尼	chuanlianzuni
串联阻尼电阻	chuanlianzunidianzu
串匹配	chuanpipei
串扰	chuanrao
串扰幅度	chuanraofudu
传热	chuanre
传声器	chuanshengqi
传输	chuanshu
传输错误	chuanshucuowu
传输控制协议	chuanshukongzhixieyi
传输媒体	chuanshumeiti
传输损耗	chuanshusunhao
传输通路延迟	chuanshutongluyanchi
传输线	chuanshuxian
传输延迟	chuanshuyanchi
传送	chuansong
传统语法	chuantongyufa
穿线二叉树	chuanxianerchashu
串行传输	chuanxingchuanshu
串行调度	chuanxingdiaodu
串行端口	chuanxingduankou
串行计算机	chuanxingjisuanji
串行加法	chuanxingjiafa
串行任务	chuanxingrenwu
串行鼠标	chuanxingshubiao
穿越序列	chuanyuexulie
传值	chuanzhi
传值参数	chuanzhicanshu
创建对象	chuangjianduixiang
创建目录	chuangjianmulu
创建日期	chuangjianriqi
创建图片对象	chuangjiantupianduixiang
创建圆角窗口	chuangjianyuanjiaochuangkou
创建原语	chuangjianyuanyu
窗口标题	chuangkoubiaoti
窗口程序集	chuangkouchengxuji
窗口大小	chuangkoudaxiao
窗口构件	chuangkougoujian
窗口管理器	chuangkouguanliqi
窗口函数	chuangkouhanshu
窗口句柄	chuangkoujubing
窗口透明载入	chuangkoutoumingzairu
窗口状态控制	chuangkouzhuangtaikongzhi
窗口组件	chuangkouzujian
窗体	chuangti
创作语言	chuangzuoyuyan
锤头	chuitou
垂直处理	chuizhichuli
垂直磁记录	chuizhicijilu
垂直翻转	chuizhifanzhuan
垂直分片	chuizhifenpian
垂直居中	chuizhijuzhong
垂直刻度	chuizhikedu
纯真版	chunzhenban
纯正可归约性	chunzhengkeguiyuexing
绰号	chuohao
磁变阻头	cibianzutou
磁表面记录	cibiaomianjilu
磁存储器	cicunchuqi
磁带	cidai
磁带标号	cidaibiaohao
磁带传送机构	cidaichuansongjigou
磁带格式	cidaigeshi
磁带归档	cidaiguidang
磁带后援系统	cidaihouyuanxitong
磁带奇偶检验	cidaijioujianyan|cidaiqioujianyan
磁带控制器	cidaikongzhiqi
磁带库	cidaiku
磁带驱动器	cidaiqudongqi
磁带驱动系统	cidaiqudongxitong
磁带头标	cidaitoubiao
磁带尾标	cidaiweibiao
磁道	cidao
磁道格式	cidaogeshi
磁道宽度	cidaokuandu
磁道中心距	cidaozhongxinju
次递归性	cidiguixing
辞典条目	cidiantiaomu
词典学	cidianxue
磁碟机蠕虫	cidiejiruchong
次动作函数	cidongzuohanshu
词法	cifa
词法分析	cifafenxi
词法分析器	cifafenxiqi
词范畴	cifanchou
词干	cigan
磁鼓	cigu
磁光存储器	ciguangcunchuqi
磁光碟	ciguangdie
词汇分析	cihuifenxi
词汇概念结构	cihuigainianjiegou
词汇功能语法	cihuigongnengyufa
词汇库词典	cihuikucidian
词汇歧义	cihuiqiyi
词汇学	cihuixue
词汇语法	cihuiyufa
词汇语义学	cihuiyuyixue
词汇语意学	cihuiyuyixue
磁记录介质	cijilujiezhi
词句法	cijufa
磁卡	cika
词类	cilei
词类标记	cileibiaoji
词类标注	cileibiaozhu
词流通频度	ciliutongpindu
词码表	cimabiao
次密钥	cimiyao
磁盘	cipan
磁盘操作系统	cipancaozuoxitong
磁盘高速缓存	cipangaosuhuancun
磁盘划伤	cipanhuashang
磁盘记录块	cipanjilukuai
磁盘接口	cipanjiekou
磁盘精灵蠕虫	cipanjinglingruchong
磁盘镜像	cipanjingxiang
磁盘控制器	cipankongzhiqi
磁盘驱动器	cipanqudongqi
磁盘冗余阵列	cipanrongyuzhenlie
磁盘适配器	cipanshipeiqi
磁盘双工	cipanshuanggong
磁盘阵列	cipanzhenlie
磁泡	cipao
词频	cipin
词频分布	cipinfenbu
词频调整	cipintiaozheng
词切分	ciqiefen
词使用频度	cishiyongpindu
词素	cisu
词素处理	cisuchuli
磁条	citiao
磁条阅读机	citiaoyueduji
磁头	citou
磁头定位机构	citoudingweijigou
磁头读写槽	citouduxiecao
磁头缝隙	citoufengxi
磁头加载机构	citoujiazaijigou
磁头加载区	citoujiazaiqu
磁头起落区	citouqiluoqu
磁头卸载区	citouxiezaiqu
磁心	cixin
词性	cixing
词性标注	cixingbiaozhu
词语码	ciyuma
词语切分	ciyuqiefen
词语完整性	ciyuwanzhengxing
词语文本	ciyuwenben
词语信息	ciyuxinxi
词元	ciyuan
词源学	ciyuanxue
次站	cizhan
词组短语	cizuduanyu
词组结构树	cizujiegoushu
从备份恢复	congbeifenhuifu
从文件读	congwenjiandu
从站	congzhan
粗糙彩笔	cucaocaibi
粗糙集	cucaoji
粗定位	cudingwei
粗粒度	culidu
篡改信道信息	cuangaixindaoxinxi
脆弱点	cuiruodian
存储保护	cunchubaohu
存储带宽	cunchudaikuan
存储单元	cunchudanyuan
存储覆盖	cunchufugai
存储覆盖区	cunchufugaiqu
存储干扰	cunchuganrao
存储管理	cunchuguanli
存储管理部件	cunchuguanlibujian
存储管理策略	cunchuguanlicelue
存储管理服务	cunchuguanlifuwu
存储过程	cunchuguocheng
存储矩阵	cunchujuzhen
存储空间	cunchukongjian
存储媒体	cunchumeiti
存储密度	cunchumidu
存储模块	cunchumokuai
存储配置	cunchupeizhi
存储器	cunchuqi
存储器层次	cunchuqicengci
存储器冲突	cunchuqichongtu
存储器存储体	cunchuqicunchuti
存储器带宽	cunchuqidaikuan
存储器分配	cunchuqifenpei
存储器停顿	cunchuqitingdun
存储器压缩	cunchuqiyasuo
存储器一致性	cunchuqiyizhixing
存储器总线	cunchuqizongxian
存储容量	cunchurongliang
存储碎片	cunchusuipian
存储体	cunchuti
存储体冲突	cunchutichongtu
存储文件	cunchuwenjian
存储系统	cunchuxitong
存储芯片	cunchuxinpian
存储选区	cunchuxuanqu
存储预设	cunchuyushe
存储元件	cunchuyuanjian
存储再配置	cunchuzaipeizhi
存储栈	cunchuzhan
存储阵列	cunchuzhenlie
存储周期	cunchuzhouqi
存储转发	cunchuzhuanfa
存储转发网	cunchuzhuanfawang
存档网点	cundangwangdian
存到文件	cundaowenjian
存到字节集	cundaozijieji
存根	cungen
存取	cunqu
存取臂	cunqubi
存取表	cunqubiao
存取冲突	cunquchongtu
存取队列	cunquduilie
存取范畴	cunqufanchou
存取方法	cunqufangfa
存取管理程序	cunquguanlichengxu
存取级别	cunqujibie
存取机构	cunqujigou
存取拒绝	cunqujujue
存取矩阵	cunqujuzhen
存取控制	cunqukongzhi
存取控制机制	cunqukongzhijizhi
存取类型	cunquleixing
存取权	cunququan
存取时间	cunqushijian
存取速度	cunqusudu
存取特权	cunqutequan
存取透明性	cunqutoumingxing
存取违例	cunquweili
存取许可	cunquxuke
存在量词	cunzailiangci
错接	cuojie
错乱密码	cuoluanmima
错误	cuowu
错误捕获例程	cuowubuhuolicheng
错误代码	cuowudaima
错误分析	cuowufenxi
错误封锁	cuowufengsuo
错误恢复过程	cuowuhuifuguocheng
错误检验码	cuowujianyanma
错误控制	cuowukongzhi
错误控制码	cuowukongzhima
错误跨度	cuowukuadu
错误扩散	cuowukuosan
错误类别	cuowuleibie
错误模式	cuowumoshi
错误模型	cuowumoxing
错误撒播	cuowusabo
错误数据	cuowushuju
错误条件	cuowutiaojian
错误预测	cuowuyuce
错误预测模型	cuowuyucemoxing
错误诊断	cuowuzhenduan
错误状态字	cuowuzhuangtaizi
打包安全	dabaoanquan
大话西游木马	dahuaxiyoumuma
打开空白页	dakaikongbaiye
打开主页	dakaizhuye
大屏幕显示器	dapingmuxianshiqi
大容量存储器	darongliangcunchuqi
搭线窃听	daxianqieting
大小写迟钝	daxiaoxiechidun
大小写敏感	daxiaoxiemingan
大型计算机	daxingjisuanji
打印服务器	dayinfuwuqi
打印机	dayinji
打印机机芯	dayinjijixin
打印机托架	dayinjituojia
打印头	dayintou
大音位	dayinwei
打印选项	dayinxuanxiang
打印质量	dayinzhiliang
大于搜索	dayusousuo
大语种	dayuzhong
大蜘蛛	dazhizhu
待编码数据	daibianmashuju
带标号复用	daibiaohaofuyong
带标号信道	daibiaohaoxindao
带符号	daifuhao
代价函数	daijiahanshu
带减少	daijianshao
带宽	daikuan
带宽速率	daikuansulv
代理服务	dailifuwu
代理服务器	dailifuwuqi
代理脚本	dailijiaoben
代理木马	dailimuma
代理蠕虫	dailiruchong
代理释放器	dailishifangqi
代理证明机构	dailizhengmingjigou
代码变换	daimabianhuan
代码表	daimabiao
代码覆盖率	daimafugailv
代码扩充	daimakuochong
代码审查	daimashencha
代码审计	daimashenji
代码生成	daimashengcheng
代码生成程序	daimashengchengchengxu
代码生成器	daimashengchengqi
代码移动	daimayidong
代码隐藏类	daimayincanglei
代码隐藏页	daimayincangye
代码优化	daimayouhua
代码转换器	daimazhuanhuanqi
代码走查	daimazoucha
待命中断	daimingzhongduan
待命状态	daimingzhuangtai
带扭斜	dainiuxie
代入	dairu
代入复合	dairufuhe
代数规约	daishuguiyue
代数简化	daishujianhua
代数逻辑	daishuluoji
代数数据类型	daishushujuleixing
代数语言	daishuyuyan
代数语义	daishuyuyi
带头	daitou
带压缩	daiyasuo
带状电缆	daizhuangdianlan
带状线	daizhuangxian
带字母表	daizimubiao
单板计算机	danbanjisuanji
单边网络	danbianwangluo
单播	danbo
单步操作	danbucaozuo
单步法	danbufa
淡出	danchu
单处理器	danchuliqi
单纯词	danchunci
单纯形	danchunxing
单地址计算机	dandizhijisuanji
单点故障	dandianguzhang
单点控制	dandiankongzhi
单调曲率螺线	dandiaoqulvluoxian
单调推理	dandiaotuili
单端端接	danduanduanjie
单端方式	danduanfangshi
单对象	danduixiang
单个错误	dangecuowu
单个地址	dangedizhi
单工传输	dangongchuanshu
单故障	danguzhang
单核	danhe
单回路控制	danhuilukongzhi
单回路调节	danhuilutiaojie|danhuiludiaojie
单击	danji
单机版	danjiban
单级设备	danjishebei
单计算机系统	danjisuanjixitong
单进程	danjincheng
单例模式	danlimoshi
单列直插封装	danliezhichafengzhuang
单目视觉	danmushijue
单片存储器	danpiancunchuqi
单片机	danpianji
单片计算机	danpianjisuanji
单片系统	danpianxitong
单任务	danrenwu
淡入	danru
单入口点	danrukoudian
单色显示	dansexianshi
单事件翻转	danshijianfanzhuan
单事件锁定	danshijiansuoding
单事件效应	danshijianxiaoying
单数据流	danshujuliu
单数据速率	danshujusulv
单条语句	dantiaoyuju
单位	danwei
单稳触发电路	danwenchufadianlu
单系统映像	danxitongyingxiang
单线程	danxiancheng
单向传播时间	danxiangchuanboshijian
单向传输	danxiangchuanshu
单向工作	danxianggongzuo
单向故障	danxiangguzhang
单向函数	danxianghanshu
单向密码	danxiangmima
单向通信	danxiangtongxin
单向栈自动机	danxiangzhanzidongji
单校双检	danxiaoshuangjian
单行注释	danxingzhushi
单选按钮	danxuananniu
单眼立体	danyanliti
单钥密码系统	danyaomimaxitong
单页纸	danyezhi
单义	danyi
单一编址空间	danyibianzhikongjian
单一生成式	danyishengchengshi
单用户计算机	danyonghujisuanji
单元	danyuan
单元编码	danyuanbianma
单元测试	danyuanceshi
单元格到文件	danyuangedaowenjian
单指令	danzhiling
单字节校正	danzijiejiaozheng|danzijiexiaozheng
单总线	danzongxian
当前版本	dangqianbanben
当前活动栈	dangqianhuodongzhan
当前进程句柄	dangqianjinchengjubing
当前路径	dangqianlujing
当前默认目录	dangqianmorenmulu
当前目录	dangqianmulu
当前日期	dangqianriqi
当前页	dangqianye
当前帐户	dangqianzhanghu
到半角	daobanjiao
到长整数	daochangzhengshu
导出表	daochubiao
导出规则	daochuguize
导出文件	daochuwenjian
倒带	daodai
到短整数	daoduanzhengshu
倒焊	daohan
导航	daohang
道间串扰	daojianchuanrao
道密度	daomidu
倒排索引	daopaisuoyin
到全角	daoquanjiao
导入规约	daoruguiyue
导入收藏	daorushoucang
到首记录	daoshoujilu
导数估计	daoshuguji
到尾记录	daoweijilu
到小写	daoxiaoxie
到循环尾	daoxunhuanwei
倒找文本	daozhaowenben
倒找字节集	daozhaozijieji
到字节	daozijie
到字节集	daozijieji
等长编码	dengchangbianma
等待	dengdai
等待避免	dengdaibimian
等待队列	dengdaiduilie
等待时间	dengdaishijian
等待隐藏	dengdaiyincang
等待状态	dengdaizhuangtai
等价标识	dengjiabiaozhi|dengjiabiaoshi
等价标识变量	dengjiabiaozhibianliang|dengjiabiaoshibianliang
等价关系	dengjiaguanxi
等价问题	dengjiawenti
等价运算	dengjiayunsuan
等宽缩放	dengkuansuofang
等离子	denglizi
等联结	denglianjie
登录	denglu
登录脚本	denglujiaoben
登录模式	denglumoshi
等式逻辑	dengshiluoji
等式系统	dengshixitong
等值连接	dengzhilianjie
等值线图	dengzhixiantu
等轴测投影	dengzhoucetouying
底板	diban
底层语言	dicengyuyan
低成本自动化	dichengbenzidonghua
第二代计算机	dierdaijisuanji
第二代语言	dierdaiyuyan
第二范式	dierfanshi
地方注册机构	difangzhucejigou
低功耗	digonghao
递归查询	diguichaxun
递归定理	diguidingli
递归方法	diguifangfa
递归估计	diguiguji
递归函数	diguihanshu
递归计算	diguijisuan
递归块编码	diguikuaibianma
递归例程	diguilicheng
递归算法	diguisuanfa
递归向量	diguixiangliang
递归向量指令	diguixiangliangzhiling
递归语言	diguiyuyan
递归转移网络	diguizhuanyiwangluo
低级格式化	dijigeshihua
低级互斥	dijihuchi
低级语言	dijiyuyan
递阶控制	dijiekongzhi
笛卡儿积	dikaerji
笛卡尔积	dikaerji
地理信息系统	dilixinxixitong
第三代计算机	disandaijisuanji
第三代语言	disandaiyuyan
第三范式	disanfanshi
第三方	disanfang
地上线	dishangxian
第四代计算机	disidaijisuanji
第四代语言	disidaiyuyan
第四范式	disifanshi
低通滤波器	ditonglvboqi
递推关系	dituiguanxi
地网	diwang
底纹效果	diwenxiaoguo
第五代计算机	diwudaijisuanji
第五代语言	diwudaiyuyan
第五范式	diwufanshi
第一代计算机	diyidaijisuanji
第一代语言	diyidaiyuyan
第一范式	diyifanshi
地震层析成像	dizhencengxichengxiang
地址	dizhi
地址变换	dizhibianhuan
地址代换	dizhidaihuan
地址格式	dizhigeshi
地址管理	dizhiguanli
地址寄存器	dizhijicunqi
地址解析	dizhijiexi
地址解析协议	dizhijiexixieyi
地址空间	dizhikongjian
地址栏	dizhilan
地址栏搜索	dizhilansousuo
地址掩码	dizhiyanma
地址译码器	dizhiyimaqi
地址映射	dizhiyingshe
地址预约	dizhiyuyue
地址字段	dizhiziduan
地址总线	dizhizongxian
电报码	dianbaoma
电磁式打印头	diancishidayintou
点到点	diandaodian
电镀薄膜磁盘	diandubaomocipan|diandubomocipan
电镀膜盘	diandumopan
点对点连接	dianduidianlianjie
点对点通信	dianduidiantongxin
点对点协议	dianduidianxieyi
点对多点通信	dianduiduodiantongxin
点光源	dianguangyuan
点集	dianji
电机模组	dianjimozu
点击设备	dianjishebei
点可见性	diankejianxing
电口	diankou
电口转光口	diankouzhuanguangkou
电流型逻辑	dianliuxingluoji
电流源	dianliuyuan
电路保护器	dianlubaohuqi
电路传送模式	dianluchuansongmoshi
电路交换	dianlujiaohuan
电路交换网	dianlujiaohuanwang
电路内测试	dianluneiceshi
电气工程师	dianqigongchengshi
电气性能	dianqixingneng
电容式触摸屏	dianrongshichumoping
电视会议	dianshihuiyi
电视墙	dianshiqiang
电压电流曲线	dianyadianliuquxian
电压阶跃	dianyajieyue
电液伺服电机	dianyesifudianji|dianyecifudianji
电源分配系统	dianyuanfenpeixitong
电源跟踪	dianyuangenzong
电源屏幕	dianyuanpingmu
电源总线	dianyuanzongxian
点运算	dianyunsuan
点阵打印机	dianzhendayinji
点阵精度	dianzhenjingdu
电子表格	dianzibiaoge
电子出版	dianzichuban
电子出版系统	dianzichubanxitong
电子耳	dianzier
电子付款	dianzifukuan
电子服务	dianzifuwu
电子管	dianziguan
电子函件	dianzihanjian
电子函件地址	dianzihanjiandizhi
电子会议系统	dianzihuiyixitong
电子计算机	dianzijisuanji
电子监视	dianzijianshi
电子金融	dianzijinrong
电子媒体	dianzimeiti
电子器件	dianziqijian
电子签名	dianziqianming
电子情报	dianziqingbao
电子商务	dianzishangwu
电子设备	dianzishebei
电子设计规则	dianzishejiguize
电子渗入	dianzishenru
电子市场	dianzishichang
电子数据交换	dianzishujujiaohuan
电子图书馆	dianzitushuguan
电子文本	dianziwenben
电子消息处理	dianzixiaoxichuli
电子银行业务	dianziyinhangyewu|dianziyinxingyewu
电子邮件	dianziyoujian
电子邮件别名	dianziyoujianbieming
电子邮件地址	dianziyoujiandizhi
电子杂志	dianzizazhi
电阻负载	dianzufuzai
电阻排	dianzupai
电阻损耗	dianzusunhao
调度	diaodu
调度表	diaodubiao
调度策略	diaoducelue
调度程序	diaoduchengxu
调度队列	diaoduduilie
调度方式	diaodufangshi
调度规则	diaoduguize
调度模块	diaodumokuai
调度算法	diaodusuanfa
调度问题	diaoduwenti
调度信息池	diaoduxinxichi
调度资源	diaoduziyuan
