阿姆斯里克	amusilike
妨害公务罪	fanghaigongwuzui
妨害婚姻家庭	fanghaihunyinjiating
妨害婚姻家庭罪	fanghaihunyinjiatingzui
妨害社会管理秩序罪	fanghaishehuiguanlizhixuzui
妨害邮电通讯罪	fanghaiyoudiantongxunzui
放火罪	fanghuozui
方流芳	fangliufang
仿冒	fangmao
放弃承包权	fangqichengbaoquan
放弃重复侵害行为	fangqichongfuqinhaixingwei
放弃继承权	fangqijichengquan
放任	fangren
防卫不适时	fangweibushishi
防卫过当	fangweiguodang
防卫挑拨	fangweitiaobo
防卫限度	fangweixiandu
防卫意图	fangweiyitu
房屋拆迁	fangwuchaiqian
房屋拆迁安置协议	fangwuchaiqiananzhixieyi
房屋产权	fangwuchanquan
房屋产权登记	fangwuchanquandengji
房屋产权继承	fangwuchanquanjicheng
房屋产权证的注销	fangwuchanquanzhengdezhuxiao
房屋出卖人	fangwuchumairen
房屋代管	fangwudaiguan
房屋代建	fangwudaijian
房屋抵押贷款	fangwudiyadaikuan
房屋共同使用权	fangwugongtongshiyongquan
房屋共有	fangwugongyou
房屋共有产权	fangwugongyouchanquan
房屋过户	fangwuguohu
房屋交割协议书	fangwujiaogexieyishu
房屋联建	fangwulianjian
房屋买卖	fangwumaimai
房屋权属	fangwuquanshu
房屋售购和回租	fangwushougouhehuizu
房屋所有权	fangwusuoyouquan
房屋调配租赁使用权	fangwutiaopeizulinshiyongquan
房屋有限产权	fangwuyouxianchanquan
房屋预售	fangwuyushou
房屋赠与	fangwuzengyu
房屋赠予	fangwuzengyu
房屋征收	fangwuzhengshou
房屋租赁	fangwuzulin
防止义务	fangzhiyiwu
诽谤罪	feibangzui
非必要共同诉讼	feibiyaogongtongsusong
非常诉讼	feichangsusong
废除	feichu
非法剥夺宗教信仰自由罪	feifaboduozongjiaoxinyangziyouzui
非法捕捞水产品罪	feifabulaoshuichanpinzui
非法逮捕	feifadaibu
非法管制罪	feifaguanzhizui
非法借贷	feifajiedai
非法经营	feifajingying
非法居间	feifajujian
非法拘禁罪	feifajujinzui
非法拘留	feifajuliu
非法买卖枪支弹药罪	feifamaimaiqiangzhidanyaozui
非法侵入住宅罪	feifaqinruzhuzhaizui
非法侵占	feifaqinzhan
非法狩猎罪	feifashouliezui
非法搜查罪	feifasouchazui
非法所得	feifasuode
非法同居	feifatongju
非法运输枪支弹药罪	feifayunshuqiangzhidanyaozui
非法占地	feifazhandi
非法占有	feifazhanyou
非法制造枪支弹药罪	feifazhizaoqiangzhidanyaozui
非隔隙犯	feigexifan
非关税壁垒	feiguanshuibilei
非关税措施	feiguanshuicuoshi
非婚生子女	feihunshengzinv
废弃物	feiqiwu
非亲告罪	feiqingaozui
非身份犯	feishenfenfan
非诉程序	feisuchengxu
非物质性结果	feiwuzhixingjieguo
费孝通	feixiaotong
废止	feizhi
非职务发明	feizhiwufaming
非职务行为侵权	feizhiwuxingweiqinquan
非专利技术	feizhuanlijishu
非专利技术转让合同	feizhuanlijishuzhuanranghetong
分仓交易	fencangjiaoyi
分工负责互相配合互相制约	fengongfuzehuxiangpeihehuxiangzhiyue
分公司	fengongsi
分镜头剧本	fenjingtoujuben
分类客体	fenleiketi
分期付款买卖	fenqifukuanmaimai
分水岭	fenshuiling
分摊	fentan
分析法学	fenxifaxue
分析法学派	fenxifaxuepai
封闭公司	fengbigongsi
封存	fengcun
封建社会	fengjianshehui
风险承担	fengxianchengdan
风险代理	fengxiandaili
风险抵押金	fengxiandiyajin
风险负担	fengxianfudan
风险揭示声明书	fengxianjieshishengmingshu
风险责任	fengxianzeren
风险转移	fengxianzhuanyi
冯象	fengxiang
复保险	fubaoxian
复代理	fudaili
附带民事诉讼	fudaiminshisusong
附带民事诉讼的当事人	fudaiminshisusongdedangshiren
附带民事诉讼的原告人和被告人	fudaiminshisusongdeyuangaorenhebeigaoren
负担行为	fudanxingwei
附合	fuhe
附加盗窃险特殊条款	fujiadaoqiexianteshutiaokuan
附加险	fujiaxian
附加刑	fujiaxing
副检察长	fujianchazhang
复进口	fujinkou
付款请求权	fukuanqingqiuquan
付款人	fukuanren
付款赎单	fukuanshudan
付款委托	fukuanweituo
弗兰克	fulanke
富勒	fule
弗里德曼	fulideman
父母子女关系	fumuzinvguanxi
妇女权益保障	funvquanyibaozhang
妇女权益保障法	funvquanyibaozhangfa
夫妻财产关系	fuqicaichanguanxi
夫妻财产制	fuqicaichanzhi
夫妻代理权	fuqidailiquan
夫妻感情破裂	fuqiganqingpolie
夫妻共同财产	fuqigongtongcaichan
夫妻共同财产处分	fuqigongtongcaichanchufen
夫妻共同财产分割	fuqigongtongcaichanfenge
夫妻共同债务认定	fuqigongtongzhaiwurending
夫妻关系	fuqiguanxi
夫妻人身关系	fuqirenshenguanxi
附期限的法律行为	fuqixiandefalvxingwei
夫妻住所	fuqizhusuo
附属的法律行为	fushudefalvxingwei
附属义务	fushuyiwu
附随义务	fusuiyiwu
附条件背书	futiaojianbeishu
附条件的民事法律行为	futiaojiandeminshifalvxingwei
服务贸易	fuwumaoyi
服务商标	fuwushangbiao
服务瑕疵	fuwuxiaci
抚恤费	fuxufei
扶养	fuyang
抚养费	fuyangfei
抚养费的承担	fuyangfeidechengdan
抚养关系变更	fuyangguanxibiangeng
扶养继承协议	fuyangjichengxieyi
抚养能力	fuyangnengli
复议	fuyi
傅郁林	fuyulin
复杂的犯罪构成	fuzadefanzuigoucheng
复杂共犯	fuzagongfan
复杂客体	fuzaketi
复制	fuzhi
复制发行	fuzhifaxing
复制权	fuzhiquan
改编	gaibian
改编播放	gaibianbofang
改编作品	gaibianzuopin
改革	gaige
概括规定	gaikuoguiding
概念法学	gainianfaxue
概然性教唆	gairanxingjiaosuo
港口费	gangkoufei
港口合同	gangkouhetong
港口作业	gangkouzuoye
稿酬	gaochou
高度危险	gaoduweixian
高富平	gaofuping
高利贷	gaolidai
告诉	gaosu
告诉才处理	gaosucaichuli
告诉乃论	gaosunailun
高息揽存	gaoxilancun
告之	gaozhi
告知	gaozhi
隔地犯	gedifan
格老秀斯	gelaoxiusi
隔离犯	gelifan
个人财产	gerencaichan
个人独资企业法	gerenduziqiyefa
个人合伙	gerenhehuo
个人经营	gerenjingying
个人所得税法	gerensuodeshuifa
个人再创作	gerenzaichuangzuo
个人主页	gerenzhuye
隔时犯	geshifan
格式合同	geshihetong
个体工商户	getigongshanghu
隔隙犯	gexifan
搁置物	gezhiwu
根本法	genbenfa
根本违约	genbenweiyue
跟单信用证统一惯例	gendanxinyongzhengtongyiguanli
更换鉴定人	genghuanjiandingren
公安部	gonganbu
公安机关侦查的刑事案件	gonganjiguanzhenchadexingshianjian
公安局	gonganju
公娼	gongchang
工程质量	gongchengzhiliang
供电合同	gongdianhetong
公法	gongfa
公法人	gongfaren
共犯的竞合	gongfandejinghe
共犯的形式	gongfandexingshi
共犯者	gongfanzhe
公房转租	gongfangzhuanzu
公共财产	gonggongcaichan
公共利益	gonggongliyi
公共危险	gonggongweixian
公共政策	gonggongzhengce
公共秩序	gonggongzhixu
公共秩序保留	gonggongzhixubaoliu
工会财产所有权	gonghuicaichansuoyouquan
公积金	gongjijin
工具不能犯	gongjubunengfan
公力救济	gonglijiuji
功利主义法学	gonglizhuyifaxue
功利主义法学派	gonglizhuyifaxuepai
公民	gongmin
公民权利的剥夺和财产的没收	gongminquanlideboduohecaichandemoshou
公平	gongping
公平交易权	gongpingjiaoyiquan
公平竞争	gongpingjingzheng
公平责任	gongpingzeren
公权力	gongquanli
公然性	gongranxing
工伤	gongshang
工伤抚恤	gongshangfuxu
工商营业执照	gongshangyingyezhizhao
公示催告程序	gongshicuigaochengxu
公示公信原则	gongshigongxinyuanze
公示所有权人和实际所有权人	gongshisuoyouquanrenheshijisuoyouquanren
供水合同	gongshuihetong
公司	gongsi
公司办事处的法律地位	gongsibanshichudefalvdiwei
公司重整	gongsichongzheng
公司代表	gongsidaibiao
公司登记	gongsidengji
公司登记管理条例	gongsidengjiguanlitiaoli
公司法	gongsifa
公司分立	gongsifenli
公司负责人	gongsifuzeren
公司公告	gongsigonggao
公司关联交易法律关系	gongsiguanlianjiaoyifalvguanxi
公司合并	gongsihebing
公司监督	gongsijiandu
公司解散	gongsijiesan
公司经理人	gongsijingliren
公司名称	gongsimingcheng
公司能力	gongsinengli
公司清算	gongsiqingsuan
公司设立责任	gongsishelizeren
公司型基金	gongsixingjijin
公司债	gongsizhai
公司债募集责任	gongsizhaimujizeren
公司债券	gongsizhaiquan
公司章程	gongsizhangcheng
公司住所	gongsizhusuo
公诉	gongsu
公诉案件	gongsuanjian
公诉处	gongsuchu
公诉词	gongsuci
公诉机关	gongsujiguan
公诉科	gongsuke
公诉人	gongsuren
公诉制度	gongsuzhidu
共同辩护	gongtongbianhu
共同财产	gongtongcaichan
共同承运人	gongtongchengyunren
共同创作人	gongtongchuangzuoren
共同代理	gongtongdaili
共同担保	gongtongdanbao
共同抵押	gongtongdiya
共同发明人	gongtongfamingren
共同犯罪	gongtongfanzui
共同共有	gongtonggongyou
共同故意	gongtongguyi
共同过错责任	gongtongguocuozeren
共同海损	gongtonghaisun
共同海损分摊	gongtonghaisunfentan
共同海损理算	gongtonghaisunlisuan
共同继承	gongtongjicheng
共同加害行为	gongtongjiahaixingwei
共同教唆犯	gongtongjiaosuofan
共同居住权	gongtongjuzhuquan
共同居住人	gongtongjuzhuren
共同客体	gongtongketi
共同赔偿	gongtongpeichang
共同侵权	gongtongqinquan
共同危险行为	gongtongweixianxingwei
共同行为	gongtongxingwei
共同遗嘱	gongtongyizhu
共同责任	gongtongzeren
共同债务	gongtongzhaiwu
共同占有	gongtongzhanyou
共同专利权人	gongtongzhuanliquanren
公文证件印章	gongwenzhengjianyinzhang
公序良俗	gongxuliangsu
公序良俗原则	gongxuliangsuyuanze
工业产权	gongyechanquan
公益法人	gongyifaren
公益金	gongyijin
公益信托	gongyixintuo
供应合同	gongyinghetong
公用企业	gongyongqiye
公用物	gongyongwu
公有	gongyou
共有	gongyou
共有财产分割	gongyoucaichanfenge
公有房屋承租使用权	gongyoufangwuchengzushiyongquan
公有技术	gongyoujishu
公有住宅租赁合同	gongyouzhuzhaizulinhetong
公债	gongzhai
公证	gongzheng
公正裁判	gongzhengcaipan
公证财物	gongzhengcaiwu
公正审判	gongzhengshenpan
公证遗嘱	gongzhengyizhu
公知技术	gongzhijishu
工作秩序	gongzuozhixu
购买假种子	goumaijiazhongzi
购销合同	gouxiaohetong
古典自然法学派	gudianziranfaxuepai
股东	gudong
股东出资	gudongchuzi
股东大会	gudongdahui
股东代表大会	gudongdaibiaodahui
股东代表会议	gudongdaibiaohuiyi
股东代位诉讼	gudongdaiweisusong
股东会	gudonghui
股东名册	gudongmingce
股东凭证	gudongpingzheng
股东权利	gudongquanli
股份	gufen
股份共有	gufengongyou
股份合作企业	gufenhezuoqiye
股份两合公司	gufenlianghegongsi
股份有限公司	gufenyouxiangongsi
股份招募	gufenzhaomu
股份转让	gufenzhuanrang
估价投保	gujiatoubao
古罗马	guluoma
股票	gupiao
股票盗卖	gupiaodaomai
股票回购	gupiaohuigou
股票认购权	gupiaorengouquan
股票帐户	gupiaozhanghu
股票质押	gupiaozhiya
股票转让	gupiaozhuanrang
股权	guquan
股权变更	guquanbiangeng
股权质押	guquanzhiya
股权转让	guquanzhuanrang
股息	guxi
股息红利	guxihongli
古希腊	guxila
故意	guyi
故意犯	guyifan
故意毁坏财物罪	guyihuihuaicaiwuzui
故意杀人罪	guyisharenzui
故意伤害罪	guyishanghaizui
雇佣保证	guyongbaozheng
雇佣关系	guyongguanxi
雇佣合同	guyonghetong
雇佣劳务合同纠纷	guyonglaowuhetongjiufen
雇主责任	guzhuzeren
雇主责任险	guzhuzerenxian
挂靠	guakao
挂靠经营	guakaojingying
挂失	guashi
拐卖	guaimai
拐卖婚姻的法律效力	guaimaihunyindefalvxiaoli
拐卖人口罪	guaimairenkouzui
拐骗儿童罪	guaipianertongzui
关保英	guanbaoying
惯犯	guanfan
管货义务	guanhuoyiwu
关联企业	guanlianqiye
惯骗	guanpian
惯窃	guanqie
关税	guanshui
关税壁垒	guanshuibilei
惯习犯	guanxifan
管辖	guanxia
管辖争议	guanxiazhengyi
管制	guanzhi
光船租赁合同	guangchuanzulinhetong
广告	guanggao
广告发布者	guanggaofabuzhe
广告欺诈	guanggaoqizha
广告语	guanggaoyu
广告主	guanggaozhu
广义的刑事诉讼法	guangyidexingshisusongfa
规避	guibi
规避法律	guibifalv
鬼船	guichuan
规范法学	guifanfaxue
归责原则	guizeyuanze
规制	guizhi
过迟的防卫	guochidefangwei
过错	guocuo
过错推定	guocuotuiding
过错责任	guocuozeren
过错责任原则	guocuozerenyuanze
国籍	guoji
国际法	guojifa
国籍法	guojifa
国际法院	guojifayuan
国际惯例	guojiguanli
国际海洋法法庭	guojihaiyangfafating
国际海运劳工联盟	guojihaiyunlaogonglianmeng
国际航空法	guojihangkongfa
国际货物保险	guojihuowubaoxian
国际货物多式联运合同	guojihuowuduoshilianyunhetong
国际货物买卖	guojihuowumaimai
国际货物运输	guojihuowuyunshu
国际货物运输保险	guojihuowuyunshubaoxian
国际技术转让	guojijishuzhuanrang
国际金融法	guojijinrongfa
国际经济法	guojijingjifa
国际贸易	guojimaoyi
国际贸易术语解释通则	guojimaoyishuyujieshitongze
国际贸易支付	guojimaoyizhifu
国际民事诉讼	guojiminshisusong
国际清算	guojiqingsuan
国际人权法	guojirenquanfa
国际融资担保	guojirongzidanbao
国际商事仲裁	guojishangshizhongcai
国际收支	guojishouzhi
国际私法	guojisifa
国际条约	guojitiaoyue
国际物权担保	guojiwuquandanbao
国际习惯做法	guojixiguanzuofa
国际信用担保	guojixinyongdanbao
国际许可证协议	guojixukezhengxieyi
国际争端	guojizhengduan
国际支付手段	guojizhifushouduan
国际知识产权法	guojizhishichanquanfa
国家安全部	guojiaanquanbu
国家财产豁免权	guojiacaichanhuomianquan
国家法律	guojiafalv
国家公务员	guojiagongwuyuan
国家工作人员	guojiagongzuorenyuan
国家机构	guojiajigou
国家机密	guojiajimi
国家赔偿	guojiapeichang
国家赔偿程序	guojiapeichangchengxu
国家赔偿法	guojiapeichangfa
国家赔偿计算标准	guojiapeichangjisuanbiaozhun
国家赔偿义务机关	guojiapeichangyiwujiguan
国家赔偿责任限制	guojiapeichangzerenxianzhi
国家司法考试	guojiasifakaoshi
国家统一司法考试	guojiatongyisifakaoshi
国家职权主义	guojiazhiquanzhuyi
国家追偿权	guojiazhuichangquan
国家追诉主义	guojiazhuisuzhuyi
国境边境	guojingbianjing
国库券	guokuquan
国民待遇	guomindaiyu
国民待遇原则	guomindaiyuyuanze
国内法	guoneifa
国内立法	guoneilifa
国内判例	guoneipanli
过剩避险	guoshengbixian
过剩警备	guoshengjingbei
过失	guoshi
过失爆炸罪	guoshibaozhazui
过失犯	guoshifan
过失犯的因果关系	guoshifandeyinguoguanxi
国事犯罪	guoshifanzui
过失决水罪	guoshijueshuizui
过失破坏交通工具罪	guoshipohuaijiaotonggongjuzui
过失破坏交通设备罪	guoshipohuaijiaotongshebeizui
过失破坏通讯设备罪	guoshipohuaitongxunshebeizui
过失破坏易燃易爆设备罪	guoshipohuaiyiranyibaoshebeizui
过失侵权	guoshiqinquan
过失杀人罪	guoshisharenzui
过失引起中毒罪	guoshiyinqizhongduzui
过失重伤罪	guoshizhongshangzui
郭树理	guoshuli
国务院	guowuyuan
国务院组织法	guowuyuanzuzhifa
国营公司	guoyinggongsi
国有独资公司	guoyouduzigongsi
国有化	guoyouhua
国有土地划拨	guoyoutudihuabo
国有土地使用权	guoyoutudishiyongquan
国有资产	guoyouzichan
国有资产产权	guoyouzichanchanquan
过于自信过失	guoyuzixinguoshi
过早的防卫	guozaodefangwei
国债回购	guozhaihuigou
过帐	guozhang
哈贝马斯	habeimasi
哈特	hate
哈耶克	hayeke
海关	haiguan
海难救助	hainanjiuzhu
海上保险合同	haishangbaoxianhetong
海上财产	haishangcaichan
海上财产无主	haishangcaichanwuzhu
海商法	haishangfa
海上货物索赔	haishanghuowusuopei
海上货物运输保险	haishanghuowuyunshubaoxian
海上旅客运输合同	haishanglvkeyunshuhetong
海事赔偿责任限制	haishipeichangzerenxianzhi
海事赔偿责任限制基金	haishipeichangzerenxianzhijijin
海事强制令	haishiqiangzhiling
海事侵权损害赔偿	haishiqinquansunhaipeichang
海事请求保全	haishiqingqiubaoquan
海事请求权	haishiqingqiuquan
海事事故	haishishigu
海事诉讼特别程序法	haishisusongtebiechengxufa
海事行政	haishixingzheng
海事债权登记	haishizhaiquandengji
海事债权确权	haishizhaiquanquequan
海事支付令	haishizhifuling
海事仲裁裁决	haishizhongcaicaijue
海域污染	haiyuwuran
海运单	haiyundan
海运欺诈	haiyunqizha
汉密尔顿	hanmierdun
捍卫国家法律尊严	hanweiguojiafalvzunyan
航次租船合同	hangcizuchuanhetong
航空运输	hangkongyunshu
航线	hangxian
行业管理部门规章的效力	hangyeguanlibumenguizhangdexiaoli
航运惯例	hangyunguanli
合并	hebing
合并审理	hebingshenli
合并审理相关案件	hebingshenlixiangguananjian
合并条款	hebingtiaokuan
合法	hefa
合法财产	hefacaichan
合法的	hefade
合法化	hefahua
合法性	hefaxing
合法行为	hefaxingwei
合法占有	hefazhanyou
何怀宏	hehuaihong
合伙	hehuo
合伙财产	hehuocaichan
合伙解散	hehuojiesan
合伙内部侵权	hehuoneibuqinquan
合伙企业	hehuoqiye
合伙企业法	hehuoqiyefa
合伙协议	hehuoxieyi
合伙型联营	hehuoxinglianying
合伙债务	hehuozhaiwu
何家弘	hejiahong
和解	hejie
和解程序	hejiechengxu
和解合同	hejiehetong
和解协议	hejiexieyi
合力保险	helibaoxian
合理化建议	helihuajianyi
合理使用	helishiyong
合理性原则	helixingyuanze
合立遗嘱	heliyizhu
合理注意义务	helizhuyiyiwu
何勤华	heqinhua
合同	hetong
合同保险金额	hetongbaoxianjine
合同变更	hetongbiangeng
合同变更的主体	hetongbiangengdezhuti
合同成立	hetongchengli
合同成立要件	hetongchengliyaojian
合同的必要条款	hetongdebiyaotiaokuan
合同的成立	hetongdechengli
合同的鉴证	hetongdejianzheng
合同的解除	hetongdejiechu
合同的解释	hetongdejieshi
合同的履行	hetongdelvxing
合同的签订程序	hetongdeqiandingchengxu
合同的相对性	hetongdexiangduixing
合同的效力	hetongdexiaoli
合同的形式	hetongdexingshi
合同的中止	hetongdezhongzhi
合同的终止	hetongdezhongzhi
合同的主要条款	hetongdezhuyaotiaokuan
合同的转让	hetongdezhuanrang
合同法	hetongfa
合同公证	hetonggongzheng
合同解除	hetongjiechu
合同落空	hetongluokong
合同履行	hetonglvxing
合同履行不能	hetonglvxingbuneng
合同履行地	hetonglvxingdi
合同审批	hetongshenpi
