阿纳克	anake
主动免疫	zhudongmianyi
珠儿参	zhuercan
烛光鱼	zhuguangyu
竹节参	zhujiecan|zhujieshen
竹节虫	zhujiechong
朱砂冬	zhushadong
朱砂根	zhushagen
朱砂七	zhushaqi
猪蹄甲	zhutijia
珠子参	zhuzican|zhuzishen
锥虫胂胺	zhuichongshenan
紫背浮萍	zibeifuping
紫草根	zicaogen
紫草茸	zicaorong
紫红笛鲷	zihongdidiao
紫萁贯众	ziqiguanzhong
自身抗原	zishenkangyuan
紫啸鸫	zixiaodong
鲻鱼	ziyu
紫珍珠	zizhenzhu
鯮鱼	zongyu
布鲁氏菌病	bulushijunbing
放线菌病	fangxianjunbing
肺腺瘤病	feixianliubing
附红细胞体病	fuhongxibaotibing
肝片吸虫病	ganpianxichongbing
高致病性禽流感	gaozhibingxingqinliugan
弓形虫病	gongxingchongbing
钩端螺旋体病	gouduanluoxuantibing
棘球蚴病	jiqiuyoubing
口蹄疫	koutiyi
狂犬病	kuangquanbing
类鼻疽	leibiju
利什曼病	lishimanbing
毛滴虫病	maodichongbing
日本血吸虫病	ribenxuexichongbing
丝虫病	sichongbing
炭疽	tanju
旋毛虫病	xuanmaochongbing
野兔热	yeture
猪链球菌病	zhulianqiujunbing
矮脚鸡	aijiaoji
白兔	baitu
波斯猫	bosimao
草驴	caolv
羔羊	gaoyang
耕牛	gengniu
公鸡	gongji
公马	gongma
公绵羊	gongmianyang
公牛	gongniu
公山羊	gongshanyang
哈巴狗	habagou
黄牛	huangniu
火鸡	huoji
家猪	jiazhu
警犬	jingquan
骏马	junma
老马	laoma
老母鸡	laomuji
猎犬	liequan
骡子	luozi
绿头鸭	lvtouya
麻鸭	maya
牦牛	maoniu
绵羊	mianyang
名犬	mingquan
母狗	mugou
母鸡	muji
母牛	muniu
牡牛	muniu
母山羊	mushanyang
母猪	muzhu
奶牛	nainiu
千里马	qianlima
禽流感	qinliugan
乳猪	ruzhu
山鸡	shanji
山羊	shanyang
狮子狗	shizigou
水牛	shuiniu
塘鹅	tange
小鹅	xiaoe
小羔羊	xiaogaoyang
小狗	xiaogou
小鸡	xiaoji
小马	xiaoma
小猫	xiaomao
小山羊	xiaoshanyang
小兔	xiaotu
小鸭	xiaoya
小猪	xiaozhu
新马	xinma
战马	zhanma
珍珠鸡	zhenzhuji
种马	zhongma
阿达木单抗	adamudankang
阿狄森氏病	adisenshibing
阿蒂斯现象	adisixianxiang
吖啶	ading
吖啶橙	adingcheng
吖啶黄	adinghuang
吖啶黄吖啶黄素原顶体	adinghuangadinghuangsuyuandingti
吖啶黄素	adinghuangsu
吖啶类生物碱	adingleishengwujian
吖啶燃料	adingranliao
阿窦	adou
阿尔茨海默病	aercihaimobing
阿芬太尼	afentaini
阿佛菌素来自除虫链霉素	afojunsulaizichuchonglianmeisu
阿弗他溃疡	afutakuiyang
阿根廷碱	agentingjian
阿黑皮原	aheipiyuan
阿洪病	ahongbing
阿克卡环	akekahuan
阿克拉霉素	akelameisu
阿枯米辛碱	akumixinjian
阿拉伯吡喃糖	alabobinantang
阿拉伯呋喃糖	alabofunantang
阿拉伯胶	alabojiao
阿拉伯木聚糖	alabomujutang
阿拉伯树胶	alaboshujiao
阿拉伯酸	alabosuan
阿拉伯糖	alabotang
阿拉伯糖胺醇	alabotanganchun
阿拉伯糖基葡糖苷	alabotangjiputanggan
阿拉伯糖酸	alabotangsuan
阿拉伯酮糖	alabotongtang
阿洛甲基糖	aluojiajitang
阿洛糖	aluotang
阿洛酮糖腺苷	aluotongtangxiangan
阿吗灵	amaling
阿霉素亚德里亚霉素	ameisuyadeliyameisu
阿米巴病	amibabing
阿米巴肺脓肿	amibafeinongzhong
阿密妥	amituo
阿尼齐科夫细胞	aniqikefuxibao
阿脲酸	aniaosuan
阿佩尔综合征	apeierzonghezheng
阿片	apian
啊朴啡	apufei
阿曲库铵	aqukuan
阿绍夫小体	ashaofuxiaoti
啊糖腺苷	atangxiangan
阿托品	atuopin
阿扎那韦	azhanawei
阿卓糖醇	azhuotangchun
埃伯内腺	aiboneixian
埃伯内线	aiboneixian
癌蛋白	aidanbai
爱德华兹心脏瓣膜	aidehuazixinzangbanmo
爱德蒙托龙	aidemengtuolong
爱德生试验	aideshengshiyan
艾杜糖	aidutang
艾杜糖醇	aidutangchun
艾杜糖苷酸酶	aidutanggansuanmei
艾杜糖醛酸盐	aidutangquansuanyan
艾杜糖酸内酯	aidutangsuanneizhi
癌基因	aijiyin
埃可病毒	aikebingdu
埃利森综合征	ailisenzonghezheng
埃利希侧链学说	ailixicelianxueshuo
矮林地	ailindi
艾默夹板	aimojiaban
癌胚抗原	aipeikangyuan
癌前病变	aiqianbingbian
矮牵牛苷	aiqianniugan
矮乔木	aiqiaomu
癌肉瘤	airouliu
矮异特龙	aiyitelong
氨苄青霉素	anbianqingmeisu
氨苄青霉素抗性酰胺酶	anbianqingmeisukangxingxiananmei
氨丙醇	anbingchun
安瓿	anbu
安瓿瓶阿霉素	anbupingameisu
氨茶碱	anchajian
暗带	andai
暗反应	anfanying
按抚法	anfufa
安氟醚	anfumi
鞍膈	ange
安哥拉紫檀素	angelazitansu
安哈酮定	anhatongding
暗褐色	anhese
胺化	anhua
氨化物	anhuawu
胺化作用	anhuazuoyong
氨茴霉素	anhuimeisu
氨茴酸邻氨基	anhuisuanlinanji
氨茴酰邻氨基	anhuixianlinanji
鞍基	anji
氨基	anji
氨基巴比妥	anjibabituo
氨基半乳糖	anjibanrutang
氨基保护剂	anjibaohuji
氨基苯二酰肼	anjibenerxianjing
氨基苯磺酰胺	anjibenhuangxianan
氨基苯基糖苷	anjibenjitanggan
氨基苯甲酸	anjibenjiasuan
氨基丙二酰脲	anjibingerxianniao
氨基丙酸	anjibingsuan
氨基丙烷	anjibingwan
氨基丙烯酸	anjibingxisuan
氨基醇类	anjichunlei
氨基氮氨酰基	anjidananxianji
氨基蝶呤	anjidieling
氨基丁酸	anjidingsuan
氨基二羧酸	anjiersuosuan
氨基甘露糖	anjiganlutang
氨基化	anjihua
氨基环丙烷羧酸	anjihuanbingwansuosuan
氨基茴香醚	anjihuixiangmi
氨基己二酸半醛	anjijiersuanbanquan
氨基己糖苷	anjijitanggan
氨基己糖苷酶	anjijitangganmei
氨基甲酸	anjijiasuan
氨基甲酸酯	anjijiasuanzhi
氨基甲烷	anjijiawan
氨基甲烷缓冲液	anjijiawanhuanchongye
氨基磷酸酶	anjilinsuanmei
氨基六氢吡啶羧酸	anjiliuqingbidingsuosuan
氨基嘧啶丙氨酸	anjimidingbingansuan
氨基咪唑	anjimizuo
氨基咪唑核苷酸	anjimizuohegansuan
氨基偶氮苯	anjioudanben
氨基嘌呤	anjipiaoling
氨基葡糖	anjiputang
氨基葡萄糖	anjiputaotang
氨基青酶烷酸	anjiqingmeiwansuan
氨基青霉烷酸	anjiqingmeiwansuan
氨基三环癸烷	anjisanhuanguiwan
氨基三唑	anjisanzuo
氨基酸臂	anjisuanbi
氨基酸残基	anjisuancanji
氨基酸残基接触面	anjisuancanjijiechumian
氨基酸代谢病	anjisuandaixiebing
氨基酸的活化酯	anjisuandehuohuazhi
氨基酸分析器	anjisuanfenxiqi
氨基酸尿	anjisuanniao
氨基酸偏爱性	anjisuanpianaixing
氨基酸使用	anjisuanshiyong
氨基酸使用频率	anjisuanshiyongpinlv
氨基酸脱羧酶	anjisuantuosuomei
氨基酸序列	anjisuanxulie
氨基酸氧化酶	anjisuanyanghuamei
氨基酸乙酰转移酶	anjisuanyixianzhuanyimei
氨基酸转运	anjisuanzhuanyun
氨基酸转运蛋白	anjisuanzhuanyundanbai
氨基糖苷	anjitanggan
氨基糖苷类抗生素	anjitangganleikangshengsu
氨基糖苷磷酸转移酶	anjitangganlinsuanzhuanyimei
氨基酮	anjitong
氨基头孢菌酸	anjitoubaojunsuan
氨基烷基糖苷	anjiwanjitanggan
氨基戊二酸	anjiwuersuan
氨基戊酰胺	anjiwuxianan
氨基酰	anjixian
氨基乙醇	anjiyichun
氨基乙磺酸	anjiyihuangsuan
氨基乙酸铵	anjiyisuanan
氨基已糖苷	anjiyitanggan
氨基乙酰丙酸	anjiyixianbingsuan
氨基移转酶	anjiyizhuanmei
氨基转移酶	anjizhuanyimei
氨甲蝶呤	anjiadieling
氨甲蝶呤友菌素	anjiadielingyoujunsu
氨甲基吡咯	anjiajibiluo
氨甲基羟异恶唑	anjiajiqiangyiezuo
氨甲酸激酶	anjiasuanjimei
氨甲酰	anjiaxian
氨甲酰丙氨酸	anjiaxianbingansuan
氨甲酰胆碱	anjiaxiandanjian
氨甲酰谷氨酸	anjiaxianguansuan
氨甲酰化	anjiaxianhua
氨甲酰基	anjiaxianji
氨甲酰基咪唑核苷酸	anjiaxianjimizuohegansuan
氨甲酰磷酸	anjiaxianlinsuan
氨甲酰咪唑	anjiaxianmizuo
氨甲酰牛磺酶	anjiaxianniuhuangmei
氨甲酰牛磺酸	anjiaxianniuhuangsuan
氨甲酰天冬氨酸	anjiaxiantiandongansuan
暗间隙	anjianxi
鞍结节脑膜瘤	anjiejienaomoliu
氨解作用	anjiezuoyong
安尼素碱	annisujian
胺前体摄取	anqiantishequ
鞍区阻滞	anquzuzhi
安全面切盘	anquanmianqiepan
安全因数	anquanyinshu
暗色丝孢霉病	ansesibaomeibing
鞍上脑膜瘤	anshangnaomoliu
暗视场显微镜	anshichangxianweijing
暗视觉	anshijue
暗适应	anshiying
桉树脑	anshunao
氨水烧伤	anshuishaoshang
安丝菌素	ansijunsu
氨肽酶	antaimei
氨肽酶氨茶碱	antaimeianchajian
安泰酮	antaitong
安替比林	antibilin
氨烷基亚磷酰胺	anwanjiyalinxianan
氨烷基吲哚	anwanjiyinduo
安慰诱导	anweiyoudao
安息香酸	anxixiangsuan
氨酰	anxian
氨酰氨酰化	anxiananxianhua
氨酰胆碱	anxiandanjian
氨酰基合成酶	anxianjihechengmei
氨酰基位	anxianjiwei
氨酰肼	anxianjing
氨酰磷脂酰甘油	anxianlinzhixianganyou
氨酰腺苷酸	anxianxiangansuan
氨酰酯酶	anxianzhimei
胺氧化酶	anyanghuamei
氨乙基半胱氨酸	anyijibanguangansuan
氨乙基硫醇	anyijiliuchun
氨乙基硫醇巯基	anyijiliuchunqiuji
氨乙基亚磺酸	anyijiyahuangsuan
凹玻片	aobopian
奥伯试验	aoboshiyan
螯刺	aoci
奥迪括约肌成形术	aodikuoyuejichengxingshu
奥迪括约肌切开术	aodikuoyuejiqiekaishu
奥迪括约肌狭窄	aodikuoyuejixiazhai
奥尔布赖特综合征	aoerbulaitezonghezheng
奥尔德里奇综合征	aoerdeliqizonghezheng
奥福二氏粘度计	aofuershinianduji
螯合	aohe
螯合滴定	aohediding
螯合剂	aoheji
螯合物	aohewu
螯合作用	aohezuoyong
凹入	aoru
奥斯皮茨征	aosipicizheng
凹陷瘢痕	aoxianbanhen
螯肢	aozhi
澳洲茄边碱	aozhoujiabianjian|aozhouqiebianjian
澳洲茄碱	aozhoujiajian|aozhouqiejian
澳洲蛙皮肽	aozhouwapitai
螯足	aozu
巴比妥	babituo
巴比妥的商品名	babituodeshangpinming
巴比妥类静脉麻醉药	babituoleijingmaimazuiyao
巴比妥钠	babituona
巴比妥酸盐	babituosuanyan
靶标识别	babiaoshibie
八叠球菌	badieqiujun
巴豆酰	badouxian
巴豆酰辅酶	badouxianfumei
巴尔比亚尼环	baerbiyanihuan
巴尔比亚尼染色体	baerbiyaniranseti
巴尔得	baerde
巴尔通体病	baertongtibing
巴基因	bajiyin
八甲基焦磷酰胺	bajiajijiaolinxianan
巴兰斯征	balansizheng
巴雷特食管	baleiteshiguan
巴龙霉素	balongmeisu
巴洛综合征	baluozonghezheng
拔毛狂	bamaokuang
拔毛试验	bamaoshiyan
巴婆碱	bapojian
靶器官	baqiguan
八氢雌甾酮	baqingcizaitong
巴氏胎儿水肿综合征	bashitaiershuizhongzonghezheng
巴氏小体	bashixiaoti
巴斯德效应	basidexiaoying
巴斯刷牙法	basishuayafa
拔髓针	basuizhen
巴他酸	batasuan
巴特尔征	bateerzheng
靶细胞	baxibao
巴西副球孢子菌	baxifuqiubaozijun
巴西尼疝修补术	baxinishanxiubushu
巴西诺卡菌	baxinuokajun
巴西天疱疮	baxitianpaochuang
拔牙后并发症	bayahoubingfazheng
拔牙钳	bayaqian
拔牙学	bayaxue
靶组织	bazuzhi
靶组织反应	bazuzhifanying
白斑病	baibanbing
百步次碱	baibucijian
白蛋白	baidanbai
白地霉	baidimei
摆动负重相	baidongfuzhongxiang
摆动假说	baidongjiashuo
白发突变	baifatubian
白痱	baifei
白粉菌	baifenjun
百分位数	baifenweishu
白喉毒素	baihoudusu
白喉类毒素	baihouleidusu
白化病人	baihuabingren
白坚木醇	baijianmuchun
白僵菌	baijiangjun
白兰花碱	bailanhuajian
百里香醌	bailixiangkun
百里香素	bailixiangsu
白蛉叮咬	bailingdingyao
白毛舌	baimaoshe
白明胶酶	baimingjiaomei
白念珠菌	bainianzhujun
白千层萜	baiqiancengtie
白屈菜黄碱	baiqucaihuangjian
白屈菜碱	baiqucaijian
白屈菜玉红碱	baiqucaiyuhongjian
白塞综合征	baisaizonghezheng
白色海绵状斑痣	baisehaimianzhuangbanzhi
白色糠疹	baisekangzhen
白色毛结节菌病	baisemaojiejiejunbing
白色皮片	baisepipian
白色皮片排斥	baisepipianpaichi
白色皮片缺血	baisepipianquexue
白色水肿	baiseshuizhong
白色体	baiseti
白色萎缩	baiseweisuo
白色血栓	baisexueshuan
白水母素	baishuimusu
白髓	baisui
白陶土部分凝血酶原时间	baitaotubufenningxuemeiyuanshijian
白细胞隔离	baixibaogeli
白细胞功能相关抗原	baixibaogongnengxiangguankangyuan
白细胞共同抗原	baixibaogongtongkangyuan
白细胞激酶	baixibaojimei
白细胞激肽	baixibaojitai
白细胞减少	baixibaojianshao
白细胞减少症	baixibaojianshaozheng
白细胞介素	baixibaojiesu
白细胞介素受体	baixibaojiesushouti
白细胞聚集体	baixibaojujiti
白细胞抗原	baixibaokangyuan
白细胞抗原配型	baixibaokangyuanpeixing
白细胞抗原相同同胞	baixibaokangyuanxiangtongtongbao
白细胞粘着反应	baixibaonianzhefanying
白细胞尿	baixibaoniao
白细胞凝集素	baixibaoningjisu
白细胞三烯	baixibaosanxi
白细胞杀菌素	baixibaoshajunsu
白细胞调节素	baixibaotiaojiesu
白细胞血管收缩素	baixibaoxueguanshousuosu
白细胞移动抑制因子	baixibaoyidongyizhiyinzi
白细胞抑制因子	baixibaoyizhiyinzi
白细胞增多	baixibaozengduo
白细胞增多症	baixibaozengduozheng
白线疝	baixianshan
白纤维	baixianwei
白癣	baixuan
白血病病毒	baixuebingbingdu
白蚁巢	baiyichao
白蚁科	baiyike
败育	baiyu
败育卵	baiyuluan
白质	baizhi
半保留复制	banbaoliufuzhi
半暴露疗法	banbaoluliaofa
半闭式装置	banbishizhuangzhi
半鼻再造术	banbizaizaoshu
斑驳病	banbobing
半不稔性	banburenxing
半不育	banbuyu
伴刀豆凝集素	bandaodouningjisu
伴刀豆球蛋白	bandaodouqiudanbai
半导体激光疗法	bandaotijiguangliaofa
斑点亚洲婴粟碱	bandianyazhouyingsujian
板电泳	bandianyong
斑点杂交	bandianzajiao
半冬性	bandongxing
半固定桥	bangudingqiao
半固定桥连接体	bangudingqiaolianjieti
半关节成形术	banguanjiechengxingshu
半关节面	banguanjiemian
半灌木	banguanmu
半胱氨酸	banguangansuan
半胱氨酸蛋白酶	banguangansuandanbaimei
半胱氨酸脱巯基酶	banguangansuantuoqiujimei
半胱氨酰基	banguanganxianji
半胱次磺酸	banguangcihuangsuan
半胱亚磺酸	banguangyahuangsuan
半规管	banguiguan
半合成物	banhechengwu
半合子	banhezi
瘢痕	banhen
瘢痕癌	banhenai
瘢痕疙瘩	banhengeda
瘢痕疙瘩性痤疮	banhengedaxingcuochuang
瘢痕疙瘩性芽生菌病	banhengedaxingyashengjunbing
瘢痕挛缩	banhenluansuo
瘢痕切除术	banhenqiechushu
瘢痕上皮	banhenshangpi
瘢痕松解植皮术	banhensongjiezhipishu
瘢痕体质	banhentizhi
瘢痕形成	banhenxingcheng
瘢痕性睑外翻	banhenxingjianwaifan
瘢痕性脱发	banhenxingtuofa
瘢痕组织	banhenzuzhi
瘢痕组织填充法	banhenzuzhitianchongfa
伴花生球蛋白	banhuashengqiudanbai
半棘肌	banjiji
半寄生物	banjishengwu
扳机指	banjizhi
半解剖式牙	banjiepoushiya
半精密支托	banjingmizhituo
斑鸠菊酸	banjiujusuan
半开放装置	bankaifangzhuangzhi
半抗原	bankangyuan
半抗原抗体凝聚物	bankangyuankangtiningjuwu
半抗原抑制试验	bankangyuanyizhishiyan
半抗原载体复合物	bankangyuanzaitifuhewu
坂口反应	bankoufanying
斑枯	banku
斑块状副银屑病	bankuaizhuangfuyinxiebing
板框式压滤机	bankuangshiyalvji
半醌	bankun
斑龙	banlong
斑马状色素沉着	banmazhuangsesuchenzhuo
半埋入横褥式缝合	banmairuhengrushifenghe
斑蝥皮炎	banmaopiyan
斑蝥素	banmaosu
板模	banmo
瓣膜	banmo
瓣膜变形	banmobianxing
瓣膜成形术	banmochengxingshu
半膜肌	banmoji
瓣膜破裂	banmopolie
瓣膜切开术	banmoqiekaishu
瓣膜置换术	banmozhihuanshu
半耐寒植物	bannaihanzhiwu
半脾移植	banpiyizhi
半桥粒	banqiaoli
半切牙术	banqieyashu
伴清蛋白	banqingdanbai
半球形乳房	banqiuxingrufang
半日花酚碱甲醚	banrihuafenjianjiami
半乳	banru
半乳二	banruer
半乳二糖	banruertang
半乳二糖苷	banruertanggan
半乳二糖苷神经酰胺	banruertangganshenjingxianan
半乳二糖神经酰胺	banruertangshenjingxianan
半乳甘露聚糖	banruganlujutang
半乳聚糖	banrujutang
半乳三糖基蔗糖	banrusantangjizhetang
半乳糖	banrutang
半乳糖胺	banrutangan
半乳糖胺醛酸	banrutanganquansuan
半乳糖醇	banrutangchun
半乳糖苷	banrutanggan
半乳糖苷基	banrutangganji
半乳糖苷基二脂酰基甘油	banrutangganjierzhixianjiganyou
半乳糖苷基甘油脂	banrutangganjiganyouzhi
半乳糖苷基鞘氨醇	banrutangganjiqiaoanchun
半乳糖苷基乳糖	banrutangganjirutang
半乳糖苷基神经酰胺	banrutangganjishenjingxianan
半乳糖苷基转移酶	banrutangganjizhuanyimei
半乳糖苷酶	banrutangganmei
半乳糖基果糖	banrutangjiguotang
半乳糖激酶	banrutangjimei
半乳糖基脑苷脂酶	banrutangjinaoganzhimei
半乳糖基转移酶	banrutangjizhuanyimei
半乳糖酶系	banrutangmeixi
半乳糖脑苷脂酶	banrutangnaoganzhimei
半乳糖尿	banrutangniao
半乳糖醛酸	banrutangquansuan
半乳糖醛酸鼠李聚糖	banrutangquansuanshulijutang
半乳糖酸内酯脱氢酶	banrutangsuanneizhituoqingmei
半乳糖瓦尔登转化酶	banrutangwaerdengzhuanhuamei
半乳糖系列	banrutangxilie
半乳糖血	banrutangxue
半乳糖血症	banrutangxuezheng
半乳糖氧化酶	banrutangyanghuamei
斑色胎儿	bansetaier
半舌切除术	bansheqiechushu
半深海区	banshenhaiqu
半身麻木	banshenmamu
斑氏环路	banshihuanlu
半数致死量	banshuzhisiliang
半数致死面积	banshuzhisimianji
半衰期	banshuaiqi
伴随免疫	bansuimianyi
半缩醛	bansuoquan
半缩酮	bansuotong
半同胞	bantongbao
半脱拉	bantuola
半微量分析	banweiliangfenxi
伴细胞	banxibao
半夏蛋白	banxiadanbai
半下颌畸形	banxiahejixing
半纤维素	banxianweisu
半纤维素酶	banxianweisumei
半显性	banxianxing
板星	banxing
伴性基因	banxingjiyin
伴性性状	banxingxingzhuang
伴性遗传	banxingyichuan
瓣修复术	banxiufushu
瓣炎	banyan
半阴茎	banyinjing
斑釉牙	banyouya
半月瓣	banyueban
半月神经节切除术	banyueshenjingjieqiechushu
半月线疝	banyuexianshan
板障	banzhang
斑疹伤寒	banzhenshanghan
斑疹伤寒小结	banzhenshanghanxiaojie
斑痣	banzhi
半肢畸形	banzhijixing
半知菌	banzhijun
半知菌纲	banzhijungang
半致死剂量	banzhisijiliang
半致死基因	banzhisijiyin
半致死突变	banzhisitubian
斑痣性错构瘤病	banzhixingcuogouliubing
瓣中瓣人工瓣植入术	banzhongbanrengongbanzhirushu
瓣周漏	banzhoulou
板状根	banzhuanggen
斑状萎缩	banzhuangweisuo
斑状硬斑病	banzhuangyingbanbing
半椎体	banzhuiti|banchuiti
棒曲霉素	bangqumeisu
棒石松碱	bangshisongjian
邦威尔三角	bangweiersanjiao
蚌线	bangxian
棒状杆菌	bangzhuangganjun
孢壁	baobi
胞壁酸酰肽	baobisuanxiantai
胞壁酰二肽	baobixianertai
胞壁酰基	baobixianji
胞壁质	baobizhi
胞壁质酶	baobizhimei
薄壁组织	baobizuzhi
薄层层析	baocengcengxi
薄层层析法	baocengcengxifa
薄层电泳	baocengdianyong
薄层培养	baocengpeiyang
薄层扫描仪	baocengsaomiaoyi
包虫囊	baochongnang
报春色素苷	baochunsesugan
抱雌沟	baocigou
保存液	baocunye
报道基因	baodaojiyin
胞毒抗体	baodukangti
鲍恩病	baoenbing
鲍恩样丘疹病	baoenyangqiuzhenbing
爆发集落可爆发个子集落	baofajiluokebaofagezijiluo
暴发性生殖器坏疽	baofaxingshengzhiqihuaiju
暴发性紫癜	baofaxingzidian
暴沸进沸	baofeijinfei
孢粉素	baofensu
胞苷	baogan
胞苷二磷酸胆碱	baoganerlinsuandanjian
胞苷二磷酸乙醇胺	baoganerlinsuanyichunan
胞苷三磷酸	baogansanlinsuan
胞苷酸	baogansuan
胞苷一磷酸	baoganyilinsuan
胞肛	baogang
胞果	baoguo
包涵囊肿	baohannangzhong
包含体	baohanti
包涵体	baohanti
胞核	baohe
饱和动力学	baohedonglixue
饱和反散射	baohefansanshe
饱和密度	baohemidu
饱和脂肪酸	baohezhifangsuan
保护性胶体学说	baohuxingjiaotixueshuo
保护性抗原	baohuxingkangyuan
保护性免疫	baohuxingmianyi
保护株	baohuzhu
保加利亚乳酸杆菌因子	baojialiyarusuanganjunyinzi
胞间连丝	baojianliansi
胞间桥	baojianqiao
胞间隙	baojianxi
胞间运输	baojianyunshu
胞浆	baojiang
胞口	baokou
暴力牵引	baoliqianyin
爆裂骨折	baolieguzhe
爆裂性骨折	baoliexingguzhe
保留地	baoliudi|baoliude
暴露疗法	baoluliaofa
包埋	baomai
包埋材模型	baomaicaimoxing
包埋剂	baomaiji
包埋料	baomailiao
胞嘧啶	baomiding
胞泌作用	baomizuoyong
胞膜	baomo
包膜蛋白	baomodanbai
包膜蛋白基因	baomodanbaijiyin
包膜挛缩	baomoluansuo
包膜下肾切除术	baomoxiashenqiechushu
孢母细胞	baomuxibao
胞囊	baonang
孢囊	baonang
胞囊孢子	baonangbaozi
孢囊柄	baonangbing
孢囊梗	baonanggeng
包囊形成	baonangxingcheng
包囊作用	baonangzuoyong
胞内共生	baoneigongsheng
胞内小管	baoneixiaoguan
胞内运输	baoneiyunshu
包皮背侧切开术	baopibeiceqiekaishu
包皮变应性水肿	baopibianyingxingshuizhong
苞片	baopian
胞桥	baoqiao
孢球	baoqiu
保守序列	baoshouxulie
孢蒴	baoshuo
胞体	baoti
胞吐	baotu
胞吐作用	baotuzuoyong
包蜕膜	baotuimo
胞吞	baotun
胞吞作用	baotunzuoyong
豹蛙	baowa
豹蛙肽	baowatai
胞外产物	baowaichanwu
胞外连丝	baowailiansi
胞外酶	baowaimei
保卫细胞	baoweixibao
抱握器	baowoqi
胞咽	baoyan
苞叶	baoye
胞衣	baoyi
胞饮	baoyin
胞饮作用	baoyinzuoyong
保育培养	baoyupeiyang
孢原细胞	baoyuanxibao
包扎疗法	baozaliaofa
胞质	baozhi
胞质分裂	baozhifenlie
胞质环流	baozhihuanliu
胞质局部分裂	baozhijubufenlie
胞质流动	baozhiliudong
胞质鞘	baozhiqiao
胞质桥	baozhiqiao
胞质溶胶	baozhirongjiao
胞质体	baozhiti
胞质运动	baozhiyundong
胞质杂种	baozhizazhong
包装缺陷突变体	baozhuangquexiantubianti
包装细胞株	baozhuangxibaozhu
包装信号	baozhuangxinhao
孢子虫类	baozichonglei
孢子堆	baozidui
孢子发生	baozifasheng
孢子角	baozijiao
孢子母细胞	baozimuxibao
孢子皮层	baozipiceng
孢子球	baoziqiu
孢子生殖	baozishengzhi
孢子丝菌	baozisijun
孢子丝菌病	baozisijunbing
孢子体	baoziti
孢子同型	baozitongxing
孢子团	baozituan
孢子形成	baozixingcheng
孢子叶球	baoziyeqiu
孢子异型	baoziyixing
孢子中壁	baozizhongbi
杯部	beibu
贝卟啉	beibulin
背侧板	beiceban
背地性	beidixing
被动传递	beidongchuandi
被动免疫	beidongmianyi
被动凝集	beidongningji
被动运动	beidongyundong
被动运输	beidongyunshu
被动致敏	beidongzhimin
被动转移	beidongzhuanyi
蓓豆碱	beidoujian
被覆粘膜	beifunianmo
背腹性	beifuxing
贝格矫治器	beigejiaozhiqi
背根	beigen
备解素	beijiesu
贝克肌营养不良	beikejiyingyangbuliang
贝壳甲综合征	beikejiazonghezheng
贝克三体征	beikesantizheng
贝壳杉烯	beikeshanxi
贝壳杉烯酸	beikeshanxisuan
贝克斯手术	beikesishoushu
贝克痣	beikezhi
贝壳状耳	beikezhuanger
背阔肌肌皮瓣	beikuojijipiban
北美草原	beimeicaoyuan
贝母辛碱	beimuxinjian
贝内特骨折	beineiteguzhe
贝内特角	beineitejiao
贝内特运动	beineiteyundong
钡石灰	beishihui
贝氏硫细菌属	beishiliuxijunshu
棓酸	beisuan
北通水苏碱	beitongshuisujian
背驮式肝移植	beituoshiganyizhi
背须	beixu
背叶	beiye
倍增时间	beizengshijian
背中线	beizhongxian
杯状耳	beizhuanger
棓子	beizi
苯胺	benan
苯氨基硫甲酰基	benanjiliujiaxianji
苯胺蓝	benanlan
苯巴比妥	benbabituo
苯丙氨酸	benbingansuan
苯丙氨酰基	benbinganxianji
苯并吡喃酮	benbingbinantong
苯并二氮杂卓	benbingerdanzazhuo
苯丙氯酸	benbinglvsuan
苯并色酮	benbingsetong
苯丙酸睾酮	benbingsuangaotong
苯丙酸睾甾酮	benbingsuangaozaitong
苯丙酮尿症	benbingtongniaozheng
