爱之蔓	aizhiman
滴灌	diguan
低海拔	dihaiba
地籍簿	dijibu
地老虎	dilaohu
地面灌溉	dimianguangai
地面逆温	dimianniwen
地面蒸发	dimianzhengfa
地名学	dimingxue
地膜覆盖	dimofugai
迪庆	diqing
地热能	direneng
敌鼠	dishu
低水箱	dishuixiang
地温	diwen
低温干燥	diwenganzao
低温冷害	diwenlenghai
地下排水	dixiapaishui
地形气候	dixingqihou
地形图	dixingtu
地形雨	dixingyu
地衣	diyi
淀粉	dianfen
电工胶带	diangongjiaodai
颠换	dianhuan
电离辐射	dianlifushe
电离径迹	dianlijingji
电离室	dianlishi
电围栏	dianweilan
滇西南	dianxinan
电育雏伞	dianyuchusan
吊兰	diaolan
吊竹梅	diaozhumei
定根	dinggen
顶交	dingjiao
冻拔	dongba
冬瓜	donggua
冻害	donghai
冬化	donghua
冻结深度	dongjieshendu
冻结资产	dongjiezichan
冬青	dongqing
冻死	dongsi
冻土	dongtu
冬小麦	dongxiaomai
东亚飞蝗	dongyafeihuang
冬油菜	dongyoucai
冻雨	dongyu
冬至	dongzhi
豆瓣菜	doubancai
兜兰	doulan
豆类蔬菜	douleishucai
斗渠	douqu
豆芽菜	douyacai
窦炎	douyan
渡槽	ducao
蠹虫	duchong
毒力	duli
毒性	duxing
椴木	duanmu
短期信贷	duanqixindai
煅烧	duanshao
椴树	duanshu
对比法	duibifa
堆草机	duicaoji
堆肥	duifei
对流性雨	duiliuxingyu
兑水	duishui
遁迹	dunji
趸售	dunshou
夺丰收	duofengshou
多花菜豆	duohuacaidou
多食性	duoshixing
多系杂交	duoxizajiao
多元回归	duoyuanhuigui
鳄梨	eli
萼片	epian
二重接	erchongjie
二七年	erqinian
二熟	ershu
二五减租	erwujianzu
发病指数	fabingzhishu
发菜	facai
法国冬青	faguodongqing
发酵工程	fajiaogongcheng
发情探测	faqingtance
发芽势	fayashi
发芽试验	fayashiyan
饭豆	fandou
番红花	fanhonghua
番荔枝	fanlizhi
番木瓜	fanmugua
番茄	fanqie
反射率	fanshelv
反渗透	fanshentou
番石榴	fanshiliu
翻译程序	fanyichengxu
方差分析	fangchafenxi
防倒	fangdao
防腐剂	fangfuji
防护林	fanghulin
防滑路面	fanghualumian
防火梯	fanghuoti
房间钥匙	fangjianyaoshi
防松螺母	fangsongluomu
放线菌	fangxianjun
防治	fangzhi
防治规划	fangzhiguihua
非点源	feidianyuan
肥料品位	feiliaopinwei
肥料效率	feiliaoxiaolv
肥水	feishui
废水处理	feishuichuli
肥土	feitu
飞燕草	feiyancao
非整倍体	feizhengbeiti
榧子	feizi
分辨率	fenbianlv
分辨时间	fenbianshijian
分层	fenceng
分次施肥	fencishifei
粉葛	fenge
分类机	fenleiji
分馏	fenliu
分蘖	fennie
分蘖力	fennieli
粪水	fenshui
粉碎机	fensuiji
风倒	fengdao
风干	fenggan
蜂糕	fenggao
凤梨	fengli
风力机	fengliji
枫树	fengshu
凤尾蝶	fengweidie
凤尾蕨	fengweijue
风味饮食	fengweiyinshi
凤仙花	fengxianhua
风选	fengxuan
风选机	fengxuanji
佛手瓜	foshougua
父本	fuben
副产品	fuchanpin
浮动汇率	fudonghuilv
扶芳藤	fufangteng
覆盖度	fugaidu
覆盖物	fugaiwu
腐根	fugen
复耕	fugeng
符号语言	fuhaoyuyan
复合肥料	fuhefeiliao
复合杂交	fuhezajiao
附加系	fujiaxi
福禄考	fulukao
覆膜	fumo
麸皮	fupi
负趋性	fuquxing
辐射保藏	fushebaocang
辐射防护	fushefanghu
辐射分解	fushefenjie
辐射计	fusheji
辐射抗性	fushekangxing
辐射灭菌	fushemiejun
辐射强度	fusheqiangdu
辐射损伤	fushesunshang
复式簿记	fushibuji
福寿螺	fushouluo
覆土	futu
复相关	fuxiangguan
复性	fuxing
浮游生物	fuyoushengwu
辐照度	fuzhaodu
辐照量	fuzhaoliang
辐照率	fuzhaolv
辐照室	fuzhaoshi
复制	fuzhi
腐殖酸钠	fuzhisuanna
腐殖酸铜	fuzhisuantong
腐殖质	fuzhizhi
复制子	fuzhizi
改厨	gaichu
芥蓝	gailan
概率	gailv
钙镁磷肥	gaimeilinfei
盖膜	gaimo
改土归流	gaituguiliu
干巴菌	ganbajun
干草叉	gancaocha
干旱气候	ganhanqihou
秆黑粉病	ganheifenbing
干灰化	ganhuihua
甘蕉	ganjiao
柑桔锈螨	ganjuxiuman
甘蓝	ganlan
甘露儿	ganluer
干渠	ganqu
干热风	ganrefeng
干热期	ganreqi
甘薯	ganshu
感温性	ganwenxing
干物质	ganwuzhi
秆锈病	ganxiubing
甘蔗	ganzhe
干砧	ganzhen
干重	ganzhong
高凳	gaodeng
高毒	gaodu
高秆	gaogan
高抗	gaokang
高粱米	gaoliangmi
高频干燥	gaopinganzao
高钛渣	gaotaizha
割草机	gecaoji
根颈	genjing
根瘤菌剂	genliujunji
根数	genshu
根线虫病	genxianchongbing
耕地	gengdi
耕作	gengzuo
耕作机具	gengzuojiju
工分值	gongfenzhi
公害	gonghai
汞化合物	gonghuahewu
功能叶	gongnengye
供体	gongti
公羊	gongyang
工业胶带	gongyejiaodai
工蚁	gongyi
工资指数	gongzizhishu
沟长	gouchang
枸骨	gougu
沟宽	goukuan
沟深	goushen
孤雌生殖	gucishengzhi
固氮	gudan
固氮菌	gudanjun
固氮作用	gudanzuoyong
谷地	gudi
固定模型	gudingmoxing
骨粉	gufen
股份基金	gufenjijin
谷壳分离	gukefenli
谷粒	guli
固体废物	gutifeiwu
孤挺花	gutinghua
谷雨	guyu
瓜叶菊	guayeju
灌溉农业	guangainongye
冠接	guanjie
观赏园艺	guanshangyuanyi
观赏植物	guanshangzhiwu
光补偿点	guangbuchangdian
光合强度	guangheqiangdu
光核桃	guanghetao
光合细菌	guanghexijun
光合作用	guanghezuoyong
桄榔	guanglang
光谱信息	guangpuxinxi
光照处理	guangzhaochuli
光照阶段	guangzhaojieduan
桂圆	guiyuan
果冻	guodong
过度生长	guodushengzhang
果酒	guojiu
过磷酸钙	guolinsuangai
过滤	guolv
过密	guomi
过敏性	guominxing
果肉饮料	guorouyinliao
过筛	guoshai
果实直感	guoshizhigan
果树学	guoshuxue
果树栽培	guoshuzaipei
过头粮	guotouliang
果型	guoxing
哈密瓜	hamigua
海拔高度	haibagaodu
海带	haidai
海岛棉	haidaomian
海棠果	haitangguo
海棠花	haitanghua
海桐	haitong
海枣	haizao
海藻素	haizaosu
海震	haizhen
寒潮	hanchao
寒带	handai
旱稻	handao
旱地	handi
旱地农业	handinongye
寒露	hanlu
旱芹	hanqin
含水量	hanshuiliang
寒温带	hanwendai
行间	hangjian
行距	hangju
航空相片	hangkongxiangpian
蒿秆覆盖	haoganfugai
耗水量	haoshuiliang
毫微秒	haoweimiao
荷包牡丹	hebaomudan
核磁共振	hecigongzhen
合法婚姻	hefahunyin
核苷酸	hegansuan
荷花玉兰	hehuayulan
核技术	hejishu
荷兰菊	helanju
核裂变	heliebian
核融合	heronghe
核溶解	herongjie
核乳胶	herujiao
河沙	hesha
和尚庄	heshangzhuang
何氏凤仙	heshifengxian
核素	hesu
核酸	hesuan
核酸酶	hesuanmei
河滩地	hetandi
核糖核酸	hetanghesuan
核桃树	hetaoshu
褐天牛	hetianniu
褐土	hetu
核心家庭	hexinjiating
核心酶	hexinmei
核型	hexing
核移植	heyizhi
核质互作	hezhihuzuo
合作医疗	hezuoyiliao
黑粉菌	heifenjun
黑腐病	heifubing
黑谷	heigu
黑麦	heimai
黑莓	heimei
黑木耳	heimuer
黑山羊	heishanyang
黑彝	heiyi
黑鸢	heiyuan
痕量元素	henliangyuansu
横径	hengjing
红菜薹	hongcaitai
红茶	hongcha
红橙	hongcheng
红醋栗	hongculi
红豆越桔	hongdouyueju
红花	honghua
红花菜豆	honghuacaidou
红花籽油	honghuaziyou
红麻	hongma
红毛丹	hongmaodan
红皮	hongpi
红树	hongshu
红外扫描	hongwaisaomiao
后窗玻璃	houchuangboli
猴面包树	houmianbaoshu
猴头菌	houtoujun
后效	houxiao
胡葱	hucong
蝴蝶花	hudiehua
蝴蝶兰	hudielan
瓠瓜	hugua
槲寄生	hujisheng
胡家村	hujiacun
胡萝卜	huluobo
胡桃	hutao
湖田	hutian
虎尾草	huweicao
呼吸系数	huxixishu
花粉蒙导	huafenmengdao
花粉培养	huafenpeiyang
化感素	huagansu
花红	huahong
花卉装饰	huahuizhuangshi
花椒树	huajiaoshu
花菱草	hualingcao
画眉草	huameicao
花生酱	huashengjiang
花生油	huashengyou
划线支票	huaxianzhipiao
化学肥料	huaxuefeiliao
化学治疗	huaxuezhiliao
花薰茶	huaxuncha
花药	huayao
花药培养	huayaopeiyang
花椰菜	huayecai
坏死	huaisi
环境标准	huanjingbiaozhun
环境参数	huanjingcanshu
环境毒性	huanjingduxing
环境模拟	huanjingmoni
环境评价	huanjingpingjia
环境容量	huanjingrongliang
环境危害	huanjingweihai
环境预测	huanjingyuce
环境准则	huanjingzhunze
缓释肥料	huanshifeiliao
环行路	huanxinglu
还原糖	huanyuantang
黄板	huangban
黄草乌	huangcaowu
黄腐酸	huangfusuan
黄瓜	huanggua
黄麻	huangma
黄苗	huangmiao
荒漠化	huangmohua
黄皮	huangpi
黄芩	huangqin
黄热病	huangrebing
黄杨	huangyang
灰度	huidu
恢复系	huifuxi
回归	huigui
回归线	huiguixian
毁林开荒	huilinkaihuang
灰漠土	huimotu
灰泥	huini
茴香	huixiang
混合法	hunhefa
混合经济	hunhejingji
混合模型	hunhemoxing
混录	hunlu
混系品种	hunxipinzhong
混作	hunzuo
火葱	huocong
活动温度	huodongwendu
活化剂	huohuaji
活络扳手	huoluobanshou
活性污泥	huoxingwuni
疾病诊断	jibingzhenduan
荠菜	jicai
蕺菜	jicai
极差	jicha
激动素	jidongsu
鸡冠花	jiguanhua
几何校正	jihejiaozheng|jihexiaozheng
激活子	jihuozi
季节包工	jijiebaogong
季节工	jijiegong
积累	jilei
剂量计	jiliangji
剂量效应	jiliangxiaoying
鸡舍	jishe
寄生物	jishengwu
极甜	jitian
鸡头	jitou
机械钻	jixiezuan
极性	jixing
急性毒性	jixingduxing
急性症状	jixingzhengzhuang
挤压加工	jiyajiagong
基因工程	jiyingongcheng
基因库	jiyinku
基因文库	jiyinwenku
基因源	jiyinyuan
基因转移	jiyinzhuanyi
鸡油菌	jiyoujun
集约化	jiyuehua
集约农业	jiyuenongye
假彩色	jiacaise
钾肥	jiafei
加氢作用	jiaqingzuoyong
家系选择	jiaxixuanze
加性效应	jiaxingxiaoying
加油泵	jiayoubeng
假植	jiazhi
夹竹桃	jiazhutao
剪草机	jiancaoji
监督分类	jiandufenlei
间断分布	jianduanfenbu
间隔	jiange
坚黑穗病	jianheisuibing
剑兰	jianlan
箭舌豌豆	jianshewandou
渐渗杂交	jianshenzajiao
间歇辐照	jianxiefuzhao
碱性土	jianxingtu
鲣鱼	jianyu
豇豆	jiangdou
降水	jiangshui
交叉检查	jiaochajiancha
交叉犁耕	jiaochaligeng
角果	jiaoguo
交互作用	jiaohuzuoyong
交换量	jiaohuanliang
交换子	jiaohuanzi
胶片	jiaopian
胶乳	jiaoru
浇透	jiaotou
校正	jiaozheng
芥菜	jiecai
揭除	jiechu
解冻	jiedong
阶段发育	jieduanfayu
秸秆	jiegan
接骨木	jiegumu
结果期	jieguoqi
结果习性	jieguoxixing
结果枝	jieguozhi
拮抗效应	jiekangxiaoying
揭膜	jiemo
结球	jieqiu
接芽	jieya
荩草	jincao
金翅雀	jinchique
紧凑型	jincouxing
金光菊	jinguangju
近交	jinjiao
近交系数	jinjiaoxishu
金莲花	jinlianhua
金属托盘	jinshutuopan
金银花	jinyinhua
金鱼草	jinyucao
金盏菊	jinzhanju
禁止掉头	jinzhidiaotou
精氨酸	jingansuan
粳稻	jingdao
净化剂	jinghuaji
经济波动	jingjibodong
经济复原	jingjifuyuan
经济作物	jingjizuowu
茎节	jingjie
敬酒歌	jingjiuge
径流	jingliu
茎蔓	jingman
警示胶带	jingshijiaodai
竞争能力	jingzhengnengli
经作	jingzuo
酒吧间	jiubajian
救荒	jiuhuang
救荒作物	jiuhuangzuowu
旧货店	jiuhuodian
拒虫剂	juchongji
聚合杂交	juhezajiao
菊花	juhua
聚类	julei
聚伞花序	jusanhuaxu
菊芋	juyu
枸橼	juyuan
桔子水	juzishui
卷丹	juandan
蕨菜	juecai
决定系数	juedingxishu
绝对湿度	jueduishidu
菌柄	junbing
均方	junfang
菌根	jungen
菌膜	junmo
菌丝体	junsiti
卡口灯泡	kakoudengpao
卡特兰	katelan
凯门鳄	kaimene
看麦娘	kanmainiang
康拜因	kangbaiyin
抗变剂	kangbianji
抗病力强	kangbingliqiang
抗虫育种	kangchongyuzhong
抗倒伏性	kangdaofuxing
抗风性	kangfengxing
抗高温	kanggaowen
抗寒	kanghan
抗性机制	kangxingjizhi
抗锈	kangxiu
抗血清	kangxueqing
抗药性	kangyaoxing
抗原	kangyuan
可兑换性	keduihuanxing
科技讲座	kejijiangzuo
科技培训	kejipeixun
可可油	kekeyou
颗粒肥料	kelifeiliao
颗粒无收	keliwushou
科普图书	keputushu
可溶性	kerongxing
可湿性	keshixing
苛性钠	kexingna
可用资产	keyongzichan
垦殖指数	kenzhizhishu
坑洼	kengwa
空白试验	kongbaishiyan
空秆	konggan
空间隔离	kongjiangeli
空间数据	kongjianshuju
空气污染	kongqiwuran
空腔	kongqiang
孔雀草	kongquecao
空心菜	kongxincai
空心砖	kongxinzhuan
枯斑	kuban
苦瓜	kugua
苦苣	kuju
苦荞	kuqiao
库塘	kutang
枯心	kuxin
块根作物	kuaigenzuowu
块茎指数	kuaijingzhishu
块茎作物	kuaijingzuowu
块状结构	kuaizhuangjiegou
矿质氮	kuangzhidan
溃疡病	kuiyangbing
昆布	kunbu
扩散系数	kuosanxishu
辣根	lagen
垃圾处置	lajichuzhi
辣椒	lajiao
蜡熟	lashu
赖氨酸	laiansuan
来回票	laihuipiao
来人支票	lairenzhipiao
兰花苕子	lanhuashaozi
劳动工分	laodonggongfen
劳动日值	laodongrizhi
老熟	laoshu
雷暴	leibao
累进税	leijinshui
累进税制	leijinshuizhi
蕾期	leiqi
蕾期授粉	leiqishoufen
冷藏库	lengcangku
冷床	lengchuang
冷冻干燥	lengdongganzao
梨耙	liba
鳢肠	lichang
犁底层	lidiceng
犁沟	ligou
粒数	lishu
利它素	litasu
离体保存	litibaocun
立体镜	litijing
立体农业	litinongye
梨园蚧	liyuanjie
粒重	lizhong
李子树	lizishu
莲花白	lianhuabai
连枷	lianjia
连接酶	lianjiemei
连片	lianpian
联体病毒	liantibingdu
鲢鱼	lianyu
莲座期	lianzuoqi
粮仓	liangcang
两次曝光	liangcibaoguang
粮食产量	liangshichanliang
粮食局	liangshiju
粮食年度	liangshiniandu
粮食三定	liangshisanding
粮食征购	liangshizhenggou
量水槽	liangshuicao
量水堰	liangshuiyan
猎蝽	liechun
列当	liedang
鬣蜥	liexi
林果	linguo
临界湿度	linjieshidu
淋溶	linrong
林麝	linshe
淋失	linshi
磷酸盐	linsuanyan
淋洗	linxi
零假设	lingjiashe
铃兰	linglan
凌霄	lingxiao
铃行法	lingxingfa
铃行试验	lingxingshiyan
六氯苯	liulvben
硫酸铵	liusuanan
硫酸钾	liusuanjia
硫酸铜	liusuantong
硫酸锌	liusuanxin
龙船花	longchuanhua
垄耕	longgeng
龙葵	longkui
龙舌兰	longshelan
龙爪花	longzhaohua
漏播	loubo
楼梯栏杆	loutilangan
路单	ludan
露地	ludi
陆地棉	ludimian
陆地卫星	ludiweixing
露地栽培	ludizaipei
芦粟	lusu
露田	lutian
露营车	luyingche
卵寄生物	luanjishengwu
轮毂罩	lunguzhao
轮回亲本	lunhuiqinben
轮回选择	lunhuixuanze
轮休地	lunxiudi
轮作	lunzuo
罗布麻	luobuma
罗浮	luofu
落花	luohua
落荚	luojia
落葵	luokui
罗勒	luole
落蕾	luolei
罗望子	luowangzi
落下灰	luoxiahui
裸燕麦	luoyanmai
落叶果树	luoyeguoshu
律草	lvcao
绿豆	lvdou
绿丰	lvfeng
滤光片	lvguangpian
氯化铵	lvhuaan
氯化钾	lvhuajia
驴骡	lvluo
绿色证书	lvsezhengshu
绿洲	lvzhou
马耳他热	maertare
马蜂橙	mafengcheng
麻类	malei
麻类作物	maleizuowu
马蔺	malin
马铃薯	malingshu
马铃薯泥	malingshuni
马唐	matang
马蹄	mati
马缨杜鹃	mayingdujuan
马樱花	mayinghua
麦角	maijiao
麦芽	maiya
漫灌	manguan
满江红	manjianghong
慢性辐照	manxingfuzhao
慢性伤害	manxingshanghai
芒种	mangzhong
毛虫	maochong
毛管	maoguan
毛管力	maoguanli
毛管上限	maoguanshangxian
毛管势	maoguanshi
毛管水	maoguanshui
毛渠	maoqu
毛樱桃	maoyingtao
镁肥	meifei
酶工程	meigongcheng
玫瑰	meigui
霉菌	meijun
美人蕉	meirenjiao
每枝	meizhi
密度分割	midufenge
米糠油	mikangyou
秘密会议	mimihuiyi
面包心	mianbaoxin
面粉处理	mianfenchuli
免耕	miangeng
棉绒	mianrong
棉叶蝉	mianyechan
免疫	mianyi
免疫性	mianyixing
面源	mianyuan
棉籽壳	mianzike
棉籽油	mianziyou
苗龄	miaoling
苗数	miaoshu
灭菌	miejun
敏感作物	minganzuowu
民俗学家	minsuxuejia
民族志	minzuzhi
明沟	minggou
明惠帝	minghuidi
抹除	mochu
耱地	modi
磨粉机	mofenji
抹灰工	mohuigong
膜技术	mojishu
茉莉	moli
磨砂灯泡	moshadengpao
母本	muben
木菠萝	muboluo
牧场主	muchangzhu
木耳菜	muercai
木槿	mujin
木莓	mumei
目视判读	mushipandu
木薯	mushu
钼酸铵	musuanan
木条地板	mutiaodiban
木樨	muxi
木香	muxiang
苜蓿	muxu
母羊	muyang
木质部	muzhibu
木质素	muzhisu
耐旱作物	naihanzuowu
耐碱性	naijianxing
耐涝	nailao
奶牛场	nainiuchang
耐热蔬菜	naireshucai
耐热性	nairexing
耐湿	naishi
耐盐作物	naiyanzuowu
耐渍性	naizixing
南美栗鼠	nanmeilishu
南天竹	nantianzhu
内含子	neihanzi
内融合	neironghe
逆温	niwen
逆转录酶	nizhuanlumei
年降水量	nianjiangshuiliang
年景预报	nianjingyubao
粘菌	nianjun
碾米	nianmi
粘土	niantu
酿酒葡萄	niangjiuputao
鸟巢蕨	niaochaojue
牛轭湖	niuehu
牛肝菌	niuganjun
牛筋草	niujincao
牛毛毡	niumaozhan
农产品	nongchanpin
农村雇工	nongcungugong
农村基层	nongcunjiceng
农村经济	nongcunjingji
农村人口	nongcunrenkou
农村消费	nongcunxiaofei
农机工业	nongjigongye
农家肥	nongjiafei
农渠	nongqu
农事	nongshi
农特产品	nongtechanpin
农田林网	nongtianlinwang
浓香	nongxiang
农学	nongxue
农学家	nongxuejia
农药化工	nongyaohuagong
农业拨款	nongyebokuan
农业部	nongyebu
农业产业	nongyechanye
农业工程	nongyegongcheng
农业害虫	nongyehaichong
农业技术	nongyejishu
农业建筑	nongyejianzhu
农业劳动	nongyelaodong
农业企业	nongyeqiye
农业区	nongyequ
农业系统	nongyexitong
农业用地	nongyeyongdi
农用工业	nongyonggongye
农作物	nongzuowu
暖棚栽培	nuanpengzaipei
糯稻	nuodao
糯米	nuomi
糯性	nuoxing
女店员	nvdianyuan
欧查果	ouchaguo
排气阀门	paiqifamen
排趋性	paiquxing
排水沟	paishuigou
排序程序	paixuchengxu
判别函数	panbiehanshu
蟠桃	pantao
胚嫁接	peijiajie
佩兰	peilan
培土	peitu
喷灌	penguan
喷雾干燥	penwuganzao
喷雾机	penwuji
喷雾器	penwuqi
膨化	penghua
硼镁肥	pengmeifei
硼砂	pengsha
啤酒花	pijiuhua
皮棉	pimian
偏回归	pianhuigui
频数分布	pinshuofenbu
品质育种	pinzhiyuzhong
品种纯度	pinzhongchundu
品种登记	pinzhongdengji
品种间	pinzhongjian
品种鉴定	pinzhongjianding
平地	pingdi
评工记分	pinggongjifen
苹果树	pingguoshu
苹果园	pingguoyuan
平交路口	pingjiaolukou
平均数	pingjunshu
平流霜冻	pingliushuangdong
婆罗门参	poluomencan
坡田	potian
蒲包花	pubaohua
匍匐茎	pufujing
普钙	pugai
葡萄柚	putaoyou
葡萄园	putaoyuan
铺筑	puzhu
气传病害	qichuanbinghai
启动子	qidongzi
器官培养	qiguanpeiyang
气候变化	qihoubianhua
气候带	qihoudai
气候因素	qihouyinsu
气候灾害	qihouzaihai
气候资源	qihouziyuan
气化	qihua
歧化选择	qihuaxuanze
气溶胶	qirongjiao
期望均方	qiwangjunfang
气温高	qiwengao
气象学	qixiangxue
旗叶	qiye
七叶树	qiyeshu
潜伏期	qianfuqi
前辐照	qianfuzhao
前轮驱动	qianlunqudong
千亩	qianmu
牵牛	qianniu
牵牛花	qianniuhua
千日红	qianrihong
强化	qianghua
羟化物	qianghuawu
枪乌贼	qiangwuzei
荞麦	qiaomai
切花	qiehua
芹菜	qincai
亲代	qindai
禽肥	qinfei
亲和	qinhe
亲和性	qinhexing
勤施	qinshi
侵蚀土壤	qinshiturang
清粉	qingfen
青果	qingguo
氢化	qinghua
青稞	qingke
清理	qingli
苘麻	qingma
氢酸	qingsuan
青头菌	qingtoujun
青鱼	qingyu
清淤	qingyu
秋播作物	qiubozuowu
秋海棠	qiuhaitang
楸木	qiumu
秋收作物	qiushouzuowu
犰狳	qiuyu
楸子	qiuzi
驱避	qubi
曲辰	quchen
趋化性	quhuaxing
曲颈甑	qujingzeng
苣荬菜	qumaicai
取土	qutu
驱蚊醇	quwenchun
取样误差	quyangwucha
区域试验	quyushiyan
全国青联	quanguoqinglian
全酶	quanmei
全能性	quannengxing
缺塘	quetang
缺氧保藏	queyangbaocang
群体	qunti
群体密度	quntimidu
热带作物	redaizuowu
热辐射	refushe
热害	rehai
热释光	reshiguang
人工饲料	rengongsiliao
人口过剩	renkouguosheng
人口增长	renkouzengzhang
人心果	renxinguo
人造奶油	renzaonaiyou
轫致辐射	renzhifushe
日变化	ribianhua
日照率	rizhaolv
日照时间	rizhaoshijian
日照时数	rizhaoshishu
溶剂回收	rongjihuishou
溶解氧	rongjieyang
蝾螈	rongyuan
肉豆蔻	roudoukou
肉鸽	rouge
乳白灯泡	rubaidengpao
乳化剂	ruhuaji
乳剂	ruji
乳品业	rupinye
入渗	rushen
乳熟	rushu
乳熟期	rushuqi
乳油	ruyou
乳制品	ruzhipin
软磁盘	ruancipan
软化	ruanhua
软设备	ruanshebei
瑞香	ruixiang
撒播	sabo
撒粪机	safenji
三包一奖	sanbaoyijiang
三角刮刀	sanjiaoguadao
三角花	sanjiaohua
三农	sannong
三色堇	sansejin
三色苋	sansexian
散射光	sansheguang
三熟	sanshu
三叶草	sanyecao
伞状	sanzhuang
桑园	sangyuan
扫描线	saomiaoxian
森林保护	senlinbaohu
刹车踏板	shachetaban
杀虫剂	shachongji
沙果	shaguo
沙梨	shali
杀灭菊酯	shamiejuzhi
沙漠化	shamohua
杀青	shaqing
沙壤	sharang
砂壤土	sharangtu
砂土	shatu
杀线虫剂	shaxianchongji
筛理	shaili
山茶	shancha
山地气候	shandiqihou
栅格数据	shangeshuju
珊瑚树	shanhushu
山苦荬	shankumai
山梨	shanli
山毛榉	shanmaoju
山葡萄	shanputao
山区农业	shanqunongye
山桃	shantao
山田	shantian
山茱萸	shanzhuyu
商品化	shangpinhua
墒情	shangqing
上限	shangxian
少耕	shaogeng
少耕法	shaogengfa
梢瓜	shaogua
少施	shaoshi
韶子	shaozi
射干	shegan|yegan
猞猁	sheli
蛇麻	shema
蛇目菊	shemuju
设施蔬菜	sheshishucai
舌鳎	sheta
渗出	shenchu
渗漏	shenlou
渗漏率	shenloulv
渗漏水	shenloushui
深施	shenshi
深水稻	shenshuidao
渗透深度	shentoushendu
渗透压	shentouya
生板栗	shengbanli
生产过剩	shengchanguosheng
省工	shenggong
生核桃	shenghetao
生活力	shenghuoli
生活污水	shenghuowushui
生胶	shengjiao
生理病害	shenglibinghai
生态旅游	shengtailvyou
生态农业	shengtainongye
生态平衡	shengtaipingheng
生态圈	shengtaiquan
生态危机	shengtaiweiji
生物防治	shengwufangzhi
生物肥料	shengwufeiliao
生物化学	shengwuhuaxue
生物技术	shengwujishu
生物碱	shengwujian
生物降解	shengwujiangjie
生物群落	shengwuqunluo
生物制剂	shengwuzhiji
生物质能	shengwuzhineng
生物转化	shengwuzhuanhua
生长发育	shengzhangfayu
生长率	shengzhanglv
生长期	shengzhangqi
生长习性	shengzhangxixing
生殖隔离	shengzhigeli
矢车菊	shicheju
湿沉降	shichenjiang
