abuzhabi 阿布扎比
cenglinjinran 层林尽染
cengluandiezhang 层峦叠嶂
ceshibaogao 测试报告
ceshichengxu 测试程序
ceshifangfa 测试方法
ceshigongju 测试工具
ceshihuanjing 测试环境
ceshijieduan 测试阶段
ceshijihua 测试计划
ceshirenyuan 测试人员
ceshishuju 测试数据
ceshitongguo 测试通过
ceshiyunxing 测试运行
ceyinzhixin 恻隐之心
chaduiluohu 插队落户
chaersidun 查尔斯顿
chaexuanju 差额选举
chakayanhu 茶卡盐湖
chakedahun 插科打诨
chalidadi 查理大帝
chalidinglv 查理定律
chaliyishi 查理一世
chanchanliushui 潺潺流水
chanchanweiwei 颤颤巍巍
chanchanyouyou 颤颤悠悠
changbaishanmai 长白山脉
changchangduanduan 长长短短
changdimianji 场地面积
changduanbuyi 长短不一
changebenyue 嫦娥奔月
changfengpolang 长风破浪
changgedangku 长歌当哭
changgetiaowu 唱歌跳舞
changguiwuqi 常规武器
changhuanzhaiwu 偿还债务
changjiangdaqiao 长江大桥
changjianghuanghe 长江黄河
changjiangliuyu 长江流域
changjiangsanxia 长江三峡
changjiangshangyou 长江上游
changjiangxiayou 长江下游
changjiuyilai 长久以来
changlvguanmu 常绿灌木
changlvkuoye 常绿阔叶
changmingfugui 长命富贵
changnianleiyue 长年累月
changpiandalun 长篇大论
changpianxiaoshuo 长篇小说
changqibaochi 长期保持
changqibuxie 长期不懈
changqicunzai 长期存在
changqidaikuan 长期贷款
changqidouzheng 长期斗争
changqigongcun 长期共存
changqishijian 长期实践
changqitouzi 长期投资
changqiyilai 长期以来
changquzhiru 长驱直入
changranruoshi 怅然若失
changshejigou 常设机构
changshengbulao 长生不老
changshengbushuai 长盛不衰
changshengbusi 长生不死
changshengjiangjun 常胜将军
changsuoyuyan 畅所欲言
changtanyisheng 长叹一声
changtongwuzu 畅通无阻
changtubashe 长途跋涉
changtudianhua 长途电话
changtufeixing 长途飞行
changtulvxing 长途旅行
changtuqiche 长途汽车
changtuyunshu 长途运输
changwuhuiyi 常务会议
changxiaojizhi 长效机制
changxingwuzu 畅行无阻
changyemanman 长夜漫漫
changyonggongju 常用工具
changyuandasuan 长远打算
changyuanguihua 长远规划
changyuanliyi 长远利益
changyuanmubiao 长远目标
changzhengsanhao 长征三号
changzhijiuan 长治久安
changzhurenkou 常住人口
changzufazhan 长足发展
changzujinbu 长足进步
changzujinzhan 长足进展
chanjiabuqing 缠夹不清
chanmianfeice 缠绵悱恻
chanpinanquan 产品安全
chanpinbaozhuang 产品包装
chanpinchanliang 产品产量
chanpinchengben 产品成本
chanpinjiage 产品价格
chanpinjianyan 产品检验
chanpinkaifa 产品开发
chanpinsheji 产品设计
chanpinshengji 产品升级
chanpinshuliang 产品数量
chanpinxiaoshou 产品销售
chanpinzhiliang 产品质量
chanpinzhonglei 产品种类
chanqianzhenduan 产前诊断
chanquanzhidu 产权制度
chanshenggongming 产生共鸣
chanshengjiufen 产生纠纷
chanshengmaodun 产生矛盾
chanshengwuhui 产生误会
chanshengwujie 产生误解
chanyebuju 产业布局
chanyegeming 产业革命
chanyegongren 产业工人
chanyejidi 产业基地
chanyejiegou 产业结构
chanyezhengce 产业政策
chaochaonaonao 吵吵闹闹
chaochaorangrang 吵吵嚷嚷
chaochufanwei 超出范围
chaodaguimo 超大规模
chaoewancheng 超额完成
chaohuxunchang 超乎寻常
chaojidaguo 超级大国
chaojishichang 超级市场
chaoqianyishi 超前意识
chaoshizhicai 超世之才
chaoshupailuan 超数排卵
chaoxianbandao 朝鲜半岛
chaoxianzhanzheng 朝鲜战争
chaoxifadian 潮汐发电
chaoyeshangxia 朝野上下
chaoyuejieduan 超越阶段
chaoyueziwo 超越自我
chaozhangchaoluo 潮涨潮落
chaqiangrenyi 差强人意
charupaixu 插入排序
chasulixin 差速离心
chaxunchuli 查询处理
chaxunfangfa 查询方法
chaxunyuyan 查询语言
chayanguanse 察言观色
chayidianer 差一点儿
chayigangzi 插一杠子
chayijiyin 差异基因
chazhihaoli 差之毫厘
chazhiqianli 差之千里
chaziyanhong 姹紫嫣红
chedifouding 彻底否定
chedigaibian 彻底改变
chedijiejue 彻底解决
chedixiaochu 彻底消除
cheliangguanli 车辆管理
chengbaideshi 成败得失
chengbaishangqian 成百上千
chengbaohetong 承包合同
chengbaojingying 承包经营
chengbashijie 称霸世界
chengbayifang 称霸一方
chengbeizengjia 成倍增加
chengbeizengzhang 成倍增长
chengbenshangsheng 成本上升
chengdanyiwu 承担义务
chengdanzeren 承担责任
chengdupingyuan 成都平原
chengeyangshan 惩恶扬善
chengfengpolang 乘风破浪
chenggantiaogao 撑竿跳高
chenggongjingyan 成功经验
chenggongshibai 成功失败
chenggongshijian 成功实践
chengguxibao 成骨细胞
chenghuangchengkong 诚惶诚恐
chengjialiye 成家立业
chengjisihan 成吉思汗
chengjituchu 成绩突出
chengjiyouliang 成绩优良
chengjiyouxiu 成绩优秀
chengkongdianhua 程控电话
chengmenshihuo 城门失火
chengpingshengshi 承平盛世
chengqianchengwan 成千成万
chengqianqihou 承前启后
chengqianshangwan 成千上万
chengqunjiedui 成群结队
chengrengaokao 成人高考
chengrenjiaoyu 成人教育
chengrenzhiwei 乘人之危
chengshangqixia 承上启下
chengshengzhuiji 乘胜追击
chengshibuju 城市布局
chengshidaolu 城市道路
chengshidiaosu 城市雕塑
chengshiershang 乘势而上
chengshifangzai 城市防灾
chengshiguidao 城市轨道
chengshiguihua 城市规划
chengshijiaotong 城市交通
chengshijumin 城市居民
chengshikekao 诚实可靠
chengshilvhua 城市绿化
chengshipinmin 城市贫民
chengshiqihou 城市气候
chengshiwushui 城市污水
chengshixinyong 诚实信用
chengshizhineng 城市职能
chengshounengli 承受能力
chengshuangchengdui 成双成对
chenguilouxi 陈规陋习
chengweishishi 成为事实
chengwenxianfa 成文宪法
chengxiangchabie 城乡差别
chengxiangguihua 城乡规划
chengxiangjianshe 城乡建设
chengxiangjumin 城乡居民
chengxiangzhijian 城乡之间
chengxianqihou 承先启后
chengxiaoxianzhu 成效显著
chengxinchengyi 诚心诚意
chengxudaima 程序代码
chengxuerru 乘虚而入
chengxuguanli 程序管理
chengxujiegou 程序结构
chengxujiekou 程序接口
chengxukaifa 程序开发
chengxukongzhi 程序控制
chengxukuangtu 程序框图
chengxuluoji 程序逻辑
chengxumokuai 程序模块
chengxusheji 程序设计
chengxutiaoshi 程序调试
chengxuyanzheng 程序验证
chengxuyunxing 程序运行
chengxuyuyan 程序语言
chengyanyuansu 成盐元素
chengyugushi 成语故事
chengzainengli 承载能力
chengzhenjumin 城镇居民
chengzhenrenkou 城镇人口
chengzhenzhigong 城镇职工
chengzhuzaixiong 成竹在胸
chenhuodajie 趁火打劫
chenjizuoyong 沉积作用
chenmoguayan 沉默寡言
chenshengwuguang 陈胜吴广
chentufeiyang 尘土飞扬
chenxinkuaiyi 称心快意
chenxinmanyi 称心满意
chenyuluoyan 沉鱼落雁
chenzhafanqi 沉渣泛起
chenzhongdaji 沉重打击
chenzhongfudan 沉重负担
cheshuimalong 车水马龙
chezhichufen 撤职处分
chibizhizhan 赤壁之战
chidaguofan 吃大锅饭
chidanzhongxin 赤胆忠心
chidiqianli 赤地千里
chidukongjian 尺度空间
chifanwenti 吃饭问题
chihepiaodu 吃喝嫖赌
chihewanle 吃喝玩乐
chijiuheping 持久和平
chikunailao 吃苦耐劳
chikuzaiqian 吃苦在前
chimingzhongwai 驰名中外
chiriyanyan 赤日炎炎
chishenluti 赤身露体
chishoukongquan 赤手空拳
chixianghela 吃香喝辣
chixushangsheng 持续上升
chixushijian 持续时间
chixuzengzhang 持续增长
chiyibujue 迟疑不决
chiyousuoduan 尺有所短
chizhafengyun 叱咤风云
chizhainianfo 吃斋念佛
chizhiyiheng 持之以恒
chizhiyougu 持之有故
chizizhixin 赤子之心
chongbaiouxiang 崇拜偶像
chongchongbaowei 重重包围
chongchongdiedie 重重叠叠
chongchongkunnan 重重困难
chongdaofuzhe 重蹈覆辙
chongdiandianchi 充电电池
chongerbuwen 充耳不闻
chongfenbaozheng 充分保证
chongfendiaodong 充分调动
chongfenfahui 充分发挥
chongfenfanying 充分反映
chongfenfayang 充分发扬
chongfengxianzhen 冲锋陷阵
chongfengzaiqian 冲锋在前
chongfenjiuye 充分就业
chongfenkaolv 充分考虑
chongfenkending 充分肯定
chongfenliyong 充分利用
chongfenrenshi 充分认识
chongfenshuoming 充分说明
chongfentiaojian 充分条件
chongfentixian 充分体现
chongfenxingshi 充分行使
chongfenyunyong 充分运用
chongfenzhengming 充分证明
chongfenzhunbei 充分准备
chongfulaodong 重复劳动
chongfushiyong 重复使用
chonggaojingshen 崇高精神
chonggaolixiang 崇高理想
chonggaomubiao 崇高目标
chonggesuanjia 重铬酸钾
chongjianjiayuan 重建家园
chongjiantianri 重见天日
chongjipingyuan 冲积平原
chongluandiezhang 重峦叠嶂
chongmanhuoli 充满活力
chongmanreqing 充满热情
chongmanshengji 充满生机
chongmanxinxin 充满信心
chongmanxiwang 充满希望
chongqiluzao 重起炉灶
chongqingdiqu 重庆地区
chongqingtanpan 重庆谈判
chongshanjunling 崇山峻岭
chongshenguandian 重申观点
chongtudiqu 冲突地区
chongxinanpai 重新安排
chongxinfenpei 重新分配
chongxinjiaru 重新加入
chongxinjuji 重新聚集
chongxinkaolv 重新考虑
chongxinpailie 重新排列
chongxinqidong 重新启动
chongxinrenshi 重新认识
chongxinxuexi 重新学习
chongxinzhengli 重新整理
chongxinzhiding 重新制定
chongxinzuhe 重新组合
chongyaotiaojian 充要条件
choubeigongzuo 筹备工作
chouchengzhenkong 抽成真空
chouchumanzhi 踌躇满志
choufeibushou 抽肥补瘦
choujizijin 筹集资金
choumeikulian 愁眉苦脸
choumingzhaozhu 臭名昭著
choushuimatong 抽水马桶
choutaibaichu 丑态百出
choutaibilu 丑态毕露
chouxianggainian 抽象概念
chouxiangsiwei 抽象思维
chouyangdiaocha 抽样调查
chouyangnongdu 臭氧浓度
chouyouyanji 抽油烟机
chouyuncandan 愁云惨淡
chouyuncanwu 愁云惨雾
chuanbofangshi 传播方式
chuanbomeijie 传播媒介
chuanboshengyin 传播声音
chuanbosudu 传播速度
chuanbuxihu 传不习乎
chuandachulai 传达出来
chuandaizhengqi 穿戴整齐
chuandishuju 传递数据
chuandixinxi 传递信息
chuandongxitong 传动系统
chuandongzhuangzhi 传动装置
chuangjianduixiang 创建对象
chuangjianhuodong 创建活动
chuangshangyongpin 床上用品
chuangxinnengli 创新能力
chuangyejingshen 创业精神
chuangyexiangmu 创业项目
chuangyisheji 创意设计
chuangzaocaifu 创造财富
chuangzaocaineng 创造才能
chuangzaofaming 创造发明
chuangzaojingshen 创造精神
chuangzaotiaojian 创造条件
chuangzaoxingde 创造性地
chuangzuocaineng 创作才能
chuangzuofangfa 创作方法
chuangzuojingyan 创作经验
chuangzuojiqiao 创作技巧
chuangzuoshijian 创作实践
chuanjianpaoli 船坚炮利
chuanjuexizi 传爵袭紫
chuanliandianlu 串联电路
chuanliubuxi 川流不息
chuanqisecai 传奇色彩
chuanshanyueling 穿山越岭
chuanshizhizuo 传世之作
chuanshufangshi 传输方式
chuanshufuwu 传输服务
chuanshujishu 传输技术
chuanshushuju 传输数据
chuanshusudu 传输速度
chuanshusulv 传输速率
chuansongsudu 传送速度
chuantongchanye 传统产业
chuantonggongyi 传统工艺
chuantongguannian 传统观念
chuantongjiemu 传统节目
chuantongjieri 传统节日
chuantongmeide 传统美德
chuantongmeiti 传统媒体
chuantongmoshi 传统模式
chuantongxisu 传统习俗
chuantongyiqi 串通一气
chuantongyixue 传统医学
chuantongyiyi 传统意义
chuanweixiaotan 传为笑谈
chuanxingjiekou 串行接口
chuanyueshikong 穿越时空
chuanzhuodaban 穿着打扮
chubanfaxing 出版发行
chubaoanliang 除暴安良
chubeijijin 储备基金
chubianbujing 处变不惊
chubujiejue 初步解决
chubupanduan 初步判断
chubusheji 初步设计
chuchumaolu 初出茅庐
chucijianmian 初次见面
chuciyiwai 除此以外
chucizhiwai 除此之外
chucunqilai 储存起来
chudengjiaoyu 初等教育
chudengshuxue 初等数学
chufangdianqi 厨房电器
chufangyongju 厨房用具
chufangyongpin 厨房用品
chuguoshenzao 出国深造
chuhuyiliao 出乎意料
chuijiaolianying 吹角连营
chuilaichuiqu 吹来吹去
chuimaoqiuci 吹毛求疵
chuisizhengzha 垂死挣扎
chuitousangqi 垂头丧气
chuizhijuli 垂直距离
chuizouyueqi 吹奏乐器
chujianchengxiao 初见成效
chujichanpin 初级产品
chujijieduan 初级阶段
chujingshengqing 触景生情
chujiubuxin 除旧布新
chujixianquan 初级线圈
chujizhongxue 初级中学
chujuguimo 初具规模
chukouchengzhang 出口成章
chukoumaoyi 出口贸易
chukoushangpin 出口商品
chuleipangtong 触类旁通
chulibudang 处理不当
chulichengxu 处理程序
chulidanyuan 处理单元
chuliguocheng 处理过程
chulijieguo 处理结果
chuliruanjian 处理软件
chulisudu 处理速度
chuliwanbi 处理完毕
chuliyijian 处理意见
chumenzaiwai 出门在外
chumouhuace 出谋划策
chumujingxin 触目惊心
chunfengdeyi 春风得意
chunfenghuayu 春风化雨
chunguangmingmei 春光明媚
chunhanliaoqiao 春寒料峭
chunhejingming 春和景明
chunhuaqiushi 春华秋实
chunhuaqiuyue 春花秋月
chunhuidadi 春回大地
chunjiaokouzao 唇焦口燥
chunlanqiuju 春兰秋菊
chunqiangshejian 唇枪舌剑
chunqiushiqi 春秋时期
chunqiuzhanguo 春秋战国
chunquqiulai 春去秋来
chunwangchihan 唇亡齿寒
chunxiaqiudong 春夏秋冬
chunyunqijian 春运期间
chuqiangfuruo 锄强扶弱
chuqibuyi 出其不意
chuqizhisheng 出奇制胜
churentoudi 出人头地
churenyiliao 出人意料
churenyiwai 出人意外
chusewancheng 出色完成
chushengrenshu 出生人数
chushengriqi 出生日期
chushengrusi 出生入死
chushizhengjian 出示证件
chushuifurong 出水芙蓉
chutingzuozheng 出庭作证
chuxianfenqi 出现分歧
chuxianyichang 出现异常
chuxihuiyi 出席会议
chuxizhiye 除夕之夜
chuyashengzhi 出芽生殖
chuzhangaojie 初战告捷
chuzhonghuaxue 初中化学
chuzuqiche 出租汽车
cibudayi 词不达意
cifubiqi 此伏彼起
cijixianquan 次级线圈
cilubutong 此路不通
cilvsuangai 次氯酸钙
cilvsuanna 次氯酸钠
cipankongjian 磁盘空间
cipanzhenlie 磁盘阵列
ciqibifu 此起彼伏
ciqingcijing 此情此景
ciqingkedai 此情可待
ciquzuozhe 词曲作者
cishanjigou 慈善机构
cishicidi 此时此地
cishicike 此时此刻
cixiaobizhang 此消彼长
cixingbianhua 词形变化
cixingcailiao 磁性材料
cixiongyizhu 雌雄异株
cixitaihou 慈禧太后
ciyaofangmian 次要方面
ciyaomaodun 次要矛盾
ciyaoqingjie 次要情节
cizhijingli 此致敬礼
congciyihou 从此以后
congcongmangmang 匆匆忙忙
congcongrongrong 从从容容
conggenbenshang 从根本上
conggudaojin 从古到今
congjintianqi 从今天起
congjinyihou 从今以后
congjiriqi 从即日起
conglingkaishi 从零开始
congmingcaizhi 聪明才智
congmingjueding 聪明绝顶
congmingnenggan 聪明能干
congnandaobei 从南到北
congnashiqi 从那时起
congnayihou 从那以后
congrongbupo 从容不迫
congrongjiuyi 从容就义
congshangdaoxia 从上到下
congshimaoyi 从事贸易
congtianerjiang 从天而降
congtoudaojiao 从头到脚
congtoudaowei 从头到尾
congtouzailai 从头再来
congtouzhiwei 从头至尾
congtouzuoqi 从头做起
congweijianguo 从未见过
congweiyouguo 从未有过
congwozuoqi 从我做起
congwudaoyou 从无到有
congxianzaiqi 从现在起
congxiaodaoda 从小到大
congxinsuoyu 从心所欲
congyanzhidang 从严治党
congyerenyuan 从业人员
congzaodaowan 从早到晚
congzongtishang 从总体上
congzuodaoyou 从左到右
couzaiyiqi 凑在一起
cuandangduoquan 篡党夺权
cuicanduomu 璀璨夺目
cuihuafanying 催化反应
cuihualiehua 催化裂化
cuihuazuoyong 催化作用
cuikulaxiu 摧枯拉朽
cuimeizheyao 摧眉折腰
cuirenfenjin 催人奋进
cuirenleixia 催人泪下
cujinzuoyong 促进作用
culuwuli 粗鲁无礼
cuncaobusheng 寸草不生
cunchudanyuan 存储单元
cunchuguanli 存储管理
cunchujiezhi 存储介质
cunchujishu 存储技术
cunchukongjian 存储空间
cunchumidu 存储密度
cunchurongliang 存储容量
cunchushebei 存储设备
cunchuxitong 存储系统
cunguiminyue 村规民约
cunmindaibiao 村民代表
cunrongcunmao 村容村貌
cuntucunjin 寸土寸金
cunwugongkai 村务公开
cunyousuochang 寸有所长
cuoluoyouzhi 错落有致
cuoshiliangji 错失良机
cuoshoubuji 措手不及
cuowucaozuo 错误操作
cuowuguandian 错误观点
cuowuguannian 错误观念
cuowupanduan 错误判断
cuowusixiang 错误思想
cuowuxinxi 错误信息
cuowuzuofa 错误做法
cuozongfuza 错综复杂
cusuanxianwei 醋酸纤维
cuxindayi 粗心大意
cuzhidaye 粗枝大叶
cuzhilanzao 粗制滥造
cuzhongyouxi 粗中有细
dabanbeizi 大半辈子
dabaobuping 打抱不平
dabaodalan 大包大揽
dabuliedian 大不列颠
dabuxiangtong 大不相同
dabuyiyang 大不一样
dachangganjun 大肠杆菌
dachangjunqun 大肠菌群
dachedawu 大彻大悟
dachengxieyi 达成协议
dachengyipian 打成一片
dachiyijing 大吃一惊
dadachushou 大打出手
dadalielie 大大咧咧
dadaogaochao 达到高潮
dadaokuofu 大刀阔斧
dadaomubiao 达到目标
dadatigao 大大提高
dadaxiaoxiao 大大小小
dadazhekou 大打折扣
dadazhuyi 达达主义
dadiceliang 大地测量
dadidangqian 大敌当前
dadingzhuyi 打定主意
dadongganhuo 大动肝火
dadoudanbai 大豆蛋白
dadouzhipin 大豆制品
dadushiquan 大都市圈
daerfuer 达尔富尔
daerwudang 大而无当
daeryanzhi 大而言之
dafacibei 大发慈悲
dafaleiting 大发雷霆
dafangyicai 大放异彩
dafangzhijia 大方之家
dafeisuowen 答非所问
dafengdalang 大风大浪
dagangyoutian 大港油田
dagebifang 打个比方
dagonggaocheng 大功告成
dagongwusi 大公无私
daguanxiangui 达官显贵
daguanxianhuan 达官显宦
daguozhuyi 大国主义
dahandajiao 大喊大叫
dahanghaijia 大航海家
dahanlinli 大汗淋漓
dahanminguo 大韩民国
dahaoheshan 大好河山
daheshangxia 大河上下
dahongdalv 大红大绿
dahuobujie 大惑不解
dahurenjia 大户人家
daibiaodahui 代表大会
daibiaozuopin 代表作品
daidaixiangchuan 代代相传
daidianlizi 带电粒子
daigaomaoer 戴高帽儿
daijishijian 待机时间
dailifuwu 代理服务
dairenjiewu 待人接物
dairenshouguo 代人受过
daishufangcheng 代数方程
daitoudainao 呆头呆脑
daizaijiali 待在家里
dajiangdongqu 大江东去
dajiangnanbei 大江南北
dajibaofu 打击报复
dajiexiaoxiang 大街小巷
dajingshise 大惊失色
dajingxiaoguai 大惊小怪
dajiyueqi 打击乐器
dajizhewen 答记者问
dajujingong 大举进攻
dajuyishi 大局意识
dakaiyanjie 大开眼界
dakuairenxin 大快人心
dalailama 达赖喇嘛
dalifazhan 大力发展
dalijiaqiang 大力加强
dalikaizhan 大力开展
dalitichang 大力提倡
dalitigao 大力提高
dalituiguang 大力推广
dalizhichi 大力支持
dalongyoupiao 大龙邮票
dalufaxi 大陆法系
damahayu 大马哈鱼
damashige 大马士革
damingdingding 大名鼎鼎
damudayang 大模大样
danaopiceng 大脑皮层
