aaa 啊啊啊
chenniyu 沉溺于
chenqingbiao 陈情表
chenshidao 陈师道
chenshizeng 陈师曾
chenshubao 陈叔宝
chenshuju 陈述句
chentianhua 陈天华
chentingjing 陈廷敬
chentuochu 衬托出
chenwangdao 陈望道
chenxiangmu 沉香木
chenxiangrong 陈祥榕
chenxiaqu 沉下去
chenyuanyuan 陈圆圆
chenyucheng 陈玉成
chenzhelian 沉着脸
chenzhuqi 沉住气
chenziang 陈子昂
chenzilong 陈子龙
chenzuizai 沉醉在
chepaihao 车牌号
cheqiancao 车前草
chetonggui 车同轨
chexialai 扯下来
chibaizhang 吃败仗
chibifu 赤壁赋
chibishi 赤壁市
chibushang 吃不上
chibuwan 吃不完
chibuxia 吃不下
chidahu 吃大户
chidaoban 赤道板
chidebao 吃得饱
chideliao 吃得了
chidexia 吃得下
chifengshi 赤峰市
chiguansi 吃官司
chiguofan 吃过饭
chihese 赤褐色
chijiaozi 吃饺子
chijiuxing 持久性
chijiuzhan 持久战
chikuaican 吃快餐
chikutou 吃苦头
chilechuan 敕勒川
chilefan 吃了饭
chilege 敕勒歌
chilianshe 赤练蛇
chilunxiang 齿轮箱
chiluoluo 赤裸裸
chipangxie 吃螃蟹
chishuiguo 吃水果
chishuihe 赤水河
chishuixian 吃水线
chitiaotiao 赤条条
chitiekuang 赤铁矿
chiwanfan 吃完饭
chiweidui 赤卫队
chixiancheng 吃现成
chixuxing 持续性
chiyanfeng 赤眼蜂
chiyouzhe 持有者
chizaohui 迟早会
chongchuqu 冲出去
chongdianqi 充电器
chongfangdian 充放电
chongfenghao 冲锋号
chongfuxing 重复性
chongguolai 冲过来
chongguoqu 冲过去
chongjibo 冲击波
chongjiejing 重结晶
chongjili 冲击力
chongjinqu 冲进去
chongjishan 冲积扇
chongjixing 冲击性
chongmeihua 虫媒花
chongmingdao 崇明岛
chongqiliang 充其量
chongqingshi 重庆市
chongshangqu 冲上去
chongtianpao 冲天炮
chongwenmen 崇文门
chongwugou 宠物狗
chongxialai 冲下来
chongxishou 重吸收
chongyangjie 重阳节
chongzuoshi 崇左市
choubeichu 筹备处
choubeihui 筹备会
chouchuqu 抽出去
choudoufu 臭豆腐
choukongqu 抽空去
choushuiji 抽水机
choushuizhan 抽水站
chousuiqi 抽穗期
chouxiangde 抽象地
chouxianghua 抽象化
chouxiangxing 抽象性
chouxiaoya 丑小鸭
chouyangceng 臭氧层
chouyangdong 臭氧洞
chouziwei 愁滋味
chuanbinglian 串并联
chuanbozhe 传播者
chuanchengzhe 传承者
chuanchuqu 传出去
chuandashi 传达室
chuandixing 传递性
chuandongbi 传动比
chuandongdai 传动带
chuandongjian 传动件
chuandonglian 传动链
chuandongzhou 传动轴
chuanerdong 穿耳洞
chuanfuqu 船夫曲
chuanganqi 传感器
chuangbanzhe 创办者
chuangboli 窗玻璃
chuanggezi 窗格子
chuangguandong 闯关东
chuanghongdeng 闯红灯
chuangjianren 创建人
chuangjianzhe 创建者
chuangjilu 创纪录
chuangjinlai 闯进来
chuangkanhao 创刊号
chuangketie 创可贴
chuangkouqi 窗口期
chuanglizhe 创立者
chuangshijie 闯世界
chuangshiren 创始人
chuangshizhe 创始者
chuangtaishang 窗台上
chuangtoudeng 床头灯
chuanguolai 传过来
chuangxinjiang 创新奖
chuangxinxing 创新性
chuangxinzhe 创新者
chuangyeshi 创业史
chuangyeyuan 创业园
chuangyezhe 创业者
chuangzaoli 创造力
chuangzaoxing 创造性
chuangzaozhe 创造者
chuangzuoshi 创作室
chuangzuozhe 创作者
chuangzuozu 创作组
chuanjiabao 传家宝
chuanjiaoshi 传教士
chuanjieqiu 传接球
chuanqixing 传奇性
chuanranbing 传染病
chuanrangei 传染给
chuanranxing 传染性
chuanranyuan 传染源
chuanshanjia 穿山甲
chuanshougei 传授给
chuanshuceng 传输层
chuanshulv 传输率
chuanshuqi 传输器
chuanshuxian 传输线
chuansongdai 传送带
chuantangfeng 穿堂风
chuantongxi 传统戏
chuantongxing 传统性
chuantouli 穿透力
chuantouxing 穿透性
chuanxialai 传下来
chuanxiaoxie 穿小鞋
chuanyifu 穿衣服
chuanyijing 穿衣镜
chuanzangxian 川藏线
chubanjie 出版界
chubanshe 出版社
chubanwu 出版物
chubanye 出版业
chubeiliang 储备粮
chubulai 出不来
chucangliang 储藏量
chucangshi 储藏室
chucaoji 除草剂
chuchongju 除虫菊
chuchuqi 出出气
chucunguan 储存罐
chucunku 储存库
chucunqi 储存期
chufadi 出发地
chufadian 出发点
chufafa 处罚法
chufajin 处罚金
chufangyao 处方药
chufaqi 触发器
chufengtou 出风头
chugebie 除个别
chuhaikou 出海口
chuhuaiwang 楚怀王
chuidiaozhe 垂钓者
chuifengji 吹风机
chuiguolai 吹过来
chuikoushao 吹口哨
chuilaba 吹喇叭
chuilengfeng 吹冷风
chuiqilai 吹起来
chuishiyuan 炊事员
chuixialai 垂下来
chuixiaqu 垂下去
chuizhimian 垂直面
chuizhixian 垂直线
chuizhiyu 垂直于
chuizouzhe 吹奏者
chukongban 触控板
chukoue 出口额
chukouguo 出口国
chukouliang 出口量
chulemen 出了门
chuleming 出了名
chulenghan 出冷汗
chulichang 处理厂
chuliliang 处理量
chuluanzi 出乱子
chumaobing 出毛病
chumoping 触摸屏
chumoshi 触摸式
chunanti 出难题
chunayuan 出纳员
chunfendian 春分点
chunfenglai 春风来
chunhezi 纯合子
chunjiexing 纯洁性
chunjingshui 纯净水
chunshenjun 春申君
chunshougong 纯手工
chunshouru 纯收入
chuntianran 纯天然
chunvzuo 处女作
chunwenzi 纯文字
chunxiaji 春夏季
chunxiaomai 春小麦
chunyinyue 纯音乐
chuquwan 出去玩
churenming 出人命
churujing 出入境
churukou 出入口
chushaoshu 除少数
chushengdi 出生地
chushenglv 出生率
chushibiao 出师表
chushihua 初始化
chushizhi 初始值
chushuiguan 出水管
chushuikou 出水口
chushuiliang 出水量
chusudu 初速度
chusuiliang 褚遂良
chutiyan 初体验
chuweiji 除味剂
chuwenhua 楚文化
chuxuezhe 初学者
chuxuka 储蓄卡
chuxusuo 储蓄所
chuyangji 除氧剂
chuyangxiang 出洋相
chuyuanmen 出远门
chuzhongsheng 初中生
chuzhuangwang 楚庄王
chuzhuyi 出主意
chuzie 出资额
chuziren 出资人
chuziyu 出自于
chuzuche 出租车
chuzufang 出租房
cidalu 次大陆
ciensi 慈恩寺
ciganxian 磁感线
ciganying 磁感应
cigongzhen 磁共振
cihuibiao 词汇表
cijiji 刺激剂
cijisu 雌激素
cijixing 刺激性
ciliuti 磁流体
cilvsuan 次氯酸
cipaiming 词牌名
cipeizi 雌配子
cishanjia 慈善家
cishengbo 次声波
citiekuang 磁铁矿
citongliang 磁通量
ciweige 茨威格
cixiaoying 磁效应
cixibao 刺细胞
cixiupin 刺绣品
cixuanfu 磁悬浮
cizhouyao 磁州窑
cizuojia 词作家
cizuozhe 词作者
congjunxing 从军行
conglaibu 从来不
congmingren 聪明人
congyeyuan 从业员
couhezhe 凑合着
couquer 凑趣儿
courenao 凑热闹
coushanglai 凑上来
coushangqu 凑上去
cucaodu 粗糙度
cufangxing 粗放型
cuihuaji 催化剂
cuilvse 翠绿色
cuimianqu 催眠曲
cuimianshu 催眠术
cuiquye 萃取液
cuiruoxing 脆弱性
cuishengsheng 翠生生
cuitouxing 淬透性
cuiyingying 崔莺莺
cuizhiyuan 崔致远
cujinfa 促进法
culvede 粗略地
cunchuka 存储卡
cunchuliang 存储量
cunchuqi 存储器
cunchuzhan 存储栈
cuncuntong 村村通
cundaikuan 存贷款
cunganbu 村干部
cunhuolv 存活率
cunkuanren 存款人
cunliren 村里人
cunnongmin 村农民
cunqukuan 存取款
cunweihui 村委会
cunzhibu 村支部
cuobiezi 错别字
cuowulv 错误率
cuxiantiao 粗线条
cuyongzhe 簇拥着
dabaicai 大白菜
dabaisha 大白鲨
dabancheng 达坂城
dabange 大半个
dabanshi 大阪市
dabanye 大半夜
dabaogan 大包干
dabaojiao 大堡礁
dabaopiao 打包票
dabaoyu 大暴雨
dabashan 大巴山
dabazha 大巴扎
dabenying 大本营
dabenzhong 大本钟
dabianche 搭便车
dabianhui 答辩会
dabianshen 大变身
dabieshan 大别山
dabifang 打比方
dabizi 大鼻子
daboluo 大菠萝
dabuda 大不大
dabudao 打不倒
dabufen 大部分
dabusi 打不死
dabutou 大部头
dacaogao 打草稿
dachengshi 大城市
dacuoche 搭错车
dadeduo 大得多
dadenglong 打灯笼
dadianhua 打电话
dadongmai 大动脉
dadouhui 大都会
dadouyou 大豆油
daduhe 大渡河
daduizhang 大队长
daduner 打盹儿
daduoshu 大多数
daduosuo 打哆嗦
dadushi 大都市
daerwen 达尔文
daerzi 大儿子
dafangxian 大方县
dafangxiang 大方向
dafazou 打发走
dafengxue 大风雪
dafenqi 达芬奇
dafenzi 大分子
dafudu 大幅度
dageming 大革命
dagezi 大个子
dagongbao 大公报
dagonglv 大功率
dagongzhe 打工者
daguanjia 大管家
daguanlou 大观楼
daguansi 打官司
daguanxian 大关县
daguanyuan 大观园
daguchang 打谷场
daguimo 大规模
daguniang 大姑娘
daguofan 大锅饭
dahaizhan 大海战
dahechang 大合唱
dahecun 大河村
daheqian 打呵欠
dahongpao 大红袍
dahoufang 大后方
dahualian 大花脸
dahuangyu 大黄鱼
dahuidang 大会党
dahuihuan 大回环
dahuitang 大会堂
dahuizhan 大会战
dahuizhuan 大回转
dahuoer 大伙儿
dahuoji 打火机
dahuzi 大胡子
daianlan 戴安澜
daibandian 代办点
daibiaochu 代表处
daibiaodui 代表队
daibiaoquan 代表权
daibiaotuan 代表团
daibiaoxing 代表性
daibiaozuo 代表作
daibingdu 带病毒
daichuli 待处理
daidaichuan 代代传
daidaide 呆呆地
daidianti 带电体
daidongli 带动力
daifuhao 带符号
daigaole 戴高乐
daigaomao 戴高帽
daihuier 待会儿
daihuijia 带回家
daihuiqu 带回去
dailichu 代理处
dailiren 代理人
daimaozi 戴帽子
daimingci 代名词
daimule 戴姆勒
dainiqu 带你去
daishoudian 代售点
daishuhe 代数和
daishushi 代数式
daishuxue 代数学
daitouren 带头人
daiwangshu 戴望舒
daiweisi 戴维斯
daiwoqu 带我去
daiyanjing 戴眼镜
daiyanren 代言人
daiyizhi 代议制
daiyongpin 代用品
daizhiyi 代之以
dajiangjun 大将军
dajiangsai 大奖赛
dajiangtang 大讲堂
dajiaoban 大脚板
dajiaodao 打交道
dajiating 大家庭
dajiazu 大家族
dajimu 搭积木
dajiyue 打击乐
dajuezhan 大决战
dajungu 大军鼓
dakaimen 打开门
dakaji 打卡机
dakeche 大客车
dakeshui 打瞌睡
dakongqi 打孔器
dakuohao 大括号
dalanqiu 打篮球
dalaoyuan 大老远
dalege 打了个
dalianshi 大连市
dalianwan 大连湾
dalishen 大力神
dalishi 大理石
dalisi 大理寺
dalitang 大礼堂
daliumang 大流氓
daliushu 大柳树
daliyan 大理岩
dalujia 大陆架
daluqiao 大陆桥
daluxing 大陆性
damaozi 大帽子
damenkou 大门口
damianji 大面积
damifan 大米饭
damingfu 大名府
daminghu 大明湖
damuzhi 大拇指
danbaimei 蛋白酶
danbaizhi 蛋白质
danbaofa 担保法
danbaxian 丹巴县
danbeiti 单倍体
danbili 单比例
dandande 淡淡的
dandanshi 单单是
dandinghe 丹顶鹤
danfangmian 单方面
danfengxian 担风险
danfuqi 担负起
dangandai 档案袋
danganguan 档案馆
danganhu 单干户
danganju 档案局
danganshi 档案室
dangaodian 蛋糕店
dangbagu 党八股
dangdaibiao 党代表
dangdairen 当代人
dangdiren 当地人
dangfengqiang 挡风墙
danghuishi 当回事
dangjiade 当家的
dangkongwu 当空舞
dangneiwai 党内外
dangniandu 当年度
dangniban 挡泥板
dangqianye 当前页
dangqiuqian 荡秋千
dangquanzhe 当权者
dangshiren 当事人
danguchun 胆固醇
dangzhengjun 党政军
dangzhibu 党支部
dangzhongyang 党中央
dangziqiang 当自强
dangzongzhi 党总支
dangzuzhi 党组织
danhongse 淡红色
danhuagui 氮化硅
danhuangguan 单簧管
danhuangse 淡黄色
danhuawu 氮化物
danhuise 淡灰色
danjiangkou 丹江口
danjiaotiao 单脚跳
danjier 丹吉尔
danjingdu 单精度
danjinggui 单晶硅
danjingti 单晶体
dankelong 单克隆
danlanse 淡蓝色
danlvse 淡绿色
danmaiyu 丹麦语
dannier 丹尼尔
dannisi 丹尼斯
danongchang 大农场
danpianji 单片机
danqilai 担起来
danqingse 淡青色
danrenhua 单人滑
danrensai 单人赛
danrenwu 单任务
danseguang 单色光
danshengdi 诞生地
danshengji 诞生记
danshuihu 淡水湖
danshuiyu 淡水鱼
danshuxing 单数形
danweizhi 单位制
danxiangsai 单项赛
danxiangshi 单项式
danxiangxing 单向性
danxiaogui 胆小鬼
danxiashan 丹霞山
danxibao 单细胞
danxingdao 单行道
danxinghua 单性花
danxuanti 单选题
danxunhuan 单循环
danyangshi 丹阳市
danyanpi 单眼皮
danyanshui 淡盐水
danyihua 单一化
danyinci 单音词
danyinhao 单引号
danyinjie 单音节
danyizhi 单一制
danyuanfang 单元房
danyuange 单元格
danyuanti 单元体
danzeren 担责任
danzhaixian 丹寨县
danzhiling 单指令
danzhoushi 儋州市
danzhuodian 弹着点
danzijie 单字节
danzise 淡紫色
danzongxian 单总线
danzutiao 单足跳
daoburu 倒不如
daocaoren 稻草人
daochengxian 稻城县
daochupao 到处跑
daodazhan 到达站
daodegan 道德感
daodeguan 道德观
daodejing 道德经
daodianxing 导电性
daoerdun 道尔顿
daoguangdi 道光帝
daohuosuo 导火索
daojidian 到极点
daojishi 倒计时
daolinzhi 道林纸
daoluwang 道路网
daomadan 刀马旦
daomangquan 导盲犬
daomeishi 倒霉事
daoqiezui 盗窃罪
daorexing 导热性
daosanjiao 倒三角
daoshihou 到时候
daotanghe 倒淌河
daotoulai 到头来
daowenbing 稻瘟病
daoxiaomian 刀削面
daoyingzai 倒映在
daoyishang 道义上
daoyuanjiao 倒圆角
daozhuangju 倒装句
dapaizi 打拍子
dapeizhe 搭配着
dapengche 大篷车
dapengniao 大鹏鸟
dapenti 打喷嚏
dapiliang 大批量
dapingmu 大屏幕
daqianfeng 打前锋
daqianti 大前提
daqiceng 大气层
daqingguo 大清国
daqingshan 大青山
daqingshi 大庆市
daqingzao 大清早
daqiquan 大气圈
daqitong 打气筒
daqiya 大气压
daqunjia 打群架
darenwu 大人物
daretian 大热天
darongliang 大容量
dasaochu 大扫除
dasaodang 大扫荡
dashaoye 大少爷
dashengzhang 打胜仗
dashetou 大舌头
dashibei 大石碑
dashifu 大师傅
dashiguan 大使馆
dashiji 大事记
dashitou 大石头
dashoubi 大手笔
dashoushi 打手势
dashuiku 大水库
dashuipiao 打水漂
dashuju 大数据
dashuxia 大树下
dasima 大司马
dasuanpan 打算盘
databu 大踏步
datianxia 打天下
datiqin 大提琴
datishang 大体上
datisu 大提速
datongdao 大通道
datongshi 大同市
datouding 大头钉
datouzhen 大头针
datuanjie 大团结
datusha 大屠杀
dawancha 大碗茶
dawaner 大腕儿
dawangqi 大王旗
dawenkou 大汶口
dawoer 达斡尔
dawosi 达沃斯
dawuwei 大无畏
daxiagu 大峡谷
daxiaobian 大小便
daxiaoxie 大小写
daxibei 大西北
daxinghua 大型化
daxingji 大型机
daxingqu 大兴区
daxingxing 大猩猩
daxiongmao 大熊猫
daxiongzuo 大熊座
daxishi 大喜事
daxiyang 大西洋
daxiyuan 大戏院
daxuebu 大学部
daxuecheng 大学城
daxueshan 大雪山
daxuesheng 大学生
daxueshi 大学士
daxuetang 大学堂
daxuezhang 打雪仗
dayangzhou 大洋洲
dayanhe 大堰河
dayanhu 打掩护
dayanta 大雁塔
dayawan 大亚湾
dayingxian 大英县
dayinji 打印机
dayintou 打印头
dayisui 大一岁
dayitong 大一统
dayouji 打游击
dayoushi 打油诗
dayouxi 打游戏
dayuanshuai 大元帅
dayuejin 大跃进
dayuezhi 大月氏
dayuhao 大于号
dayuling 大庾岭
dayunhe 大运河
dazainan 大灾难
dazaochu 打造出
dazaqiang 打砸抢
dazayuan 大杂院
dazexiang 大泽乡
dazhaimen 大宅门
dazhalan 大栅栏
dazhangfu 大丈夫
dazhaohu 打招呼
dazhaosi 大昭寺
dazhekou 打折扣
dazhonghua 大众化
dazhongxiao 大中小
dazhongxing 大中型
dazhuangyuan 大庄园
dazhuanpan 大转盘
dazhujiao 大主教
dazhuyi 打主意
daziran 大自然
dazongtong 大总统
deangzu 德昂族
debiaoxi 德彪西
debudao 得不到
defenshou 得分手
degexian 德格县
deguoren 德国人
deheilan 德黑兰
dehuaxian 德化县
deleike 德雷克
delingha 德令哈
deminxin 得民心
dengbuliang 灯不亮
dengfengshi 登封市
denggaoxian 等高线
denggere 登革热
dengguangshi 灯光师
denghuier 等会儿
dengjiaxian 邓稼先
dengjibiao 登记表
dengjifen 等级分
denglizi 等离子
dengludian 登陆点
dengshandui 登山队
dengshenxian 等深线
dengshichang 邓世昌
dengtongyu 等同于
dengwenxian 等温线
dengxiaoping 邓小平
dengxiaoyu 等效于
dengyideng 等一等
dengyingchao 邓颖超
dengyuling 等于零
dengzheqiao 等着瞧
dengzhixian 等值线
dengzhoushi 邓州市
depiaoshu 得票数
derenxin 得人心
deshengmen 德胜门
dewenxi 德文系
deyiyu 得益于
deyizhi 德意志
dezhiti 德智体
dezhoushi 德州市
dianbaoju 电报局
dianbaoma 电报码
dianbingxiang 电冰箱
dianchiban 电池板
dianchizu 电池组
dianchuifeng 电吹风
diancibo 电磁波
diancichang 电磁场
diancilu 电磁炉
diancishi 电磁式
diancitie 电磁铁
diancixue 电磁学
diandaodian 点到点
diandaolv 电导率
diandaoti 电导体
diandengpao 电灯泡
diandianhe 点电荷
diandiantou 点点头
diandongche 电动车
diandongfa 电动阀
diandongji 电动机
diandongshi 电动势
diandubiao 电度表
dianduidian 点对点
dianfanbao 电饭煲
dianfanguo 电饭锅
dianfengshan 电风扇
dianfenmei 淀粉酶
dianfentang 淀粉糖
dianfuxing 颠覆性
dianganqi 电感器
diangonglv 电功率
dianguangyuan 电光源
dianhanji 电焊机
dianhuabu 电话簿
dianhuafei 电话费
dianhuaji 电话机
dianhuajia 碘化钾
dianhuaju 电话局
dianhualing 电话铃
dianhuaqing 碘化氢
dianhuawang 电话网
dianhuaxian 电话线
dianhuaxue 电化学
dianhuohua 电火花
dianhuoqi 点火器
dianjiaoshi 垫脚石
dianjiare 电加热
dianjiceng 淀积层
dianjiecao 电解槽
dianjiechi 电解池
dianjiefa 电解法
dianjieshui 电解水
dianjietong 电解铜
dianjieye 电解液
dianjiezhi 电解质
dianjili 奠基礼
dianjilv 点击率
dianjiren 奠基人
dianjita 电吉他
dianjixing 奠基性
dianjizhe 惦记着
diankaolu 电烤炉
dianlaotie 电烙铁
dianliceng 电离层
dianlifa 电力法
dianlishi 电离室
dianliubiao 电流表
dianliwang 电力网
dianlixian 电力线
dianluban 电路板
dianlutu 电路图
dianmaichong 电脉冲
dianmen 地安门
diannaozhuo 电脑桌
diannengbiao 电能表
diannianzhe 惦念着
dianqihua 电气化
dianreqi 电热器
dianresi 电热丝
dianretan 电热毯
dianronghe 电融合
dianrongqi 电容器
dianrongshi 电容式
dianshengyue 电声乐
dianshenxi 电渗析
dianshicha 电势差
dianshiji 电视机
dianshiju 电视剧
dianshiqi 电石气
dianshiqiang 电视墙
dianshita 电视塔
dianshitai 电视台
dianshiting 点视厅
dianshiwang 电视网
diansuanjia 碘酸钾
dianweiqi 电位器
dianxiangan 电线杆
dianxiaoer 店小二
dianxingneng 电性能
dianxingxing 典型性
dianxinhao 电信号
dianxinye 电信业
dianyabiao 电压表
dianyingjie 电影节
dianyingpiao 电影票
dianyingshi 电影史
dianyingye 电影业
dianyingyuan 电影院
dianyongcao 电泳槽
dianyongyi 电泳仪
dianyuanxian 电源线
dianyundou 电熨斗
dianyuzhang 典狱长
dianzhentu 点阵图
dianzhetou 点着头
dianzhuizhe 点缀着
dianziban 电子版
dianzibiao 电子表
dianziceng 电子层
dianzicheng 电子秤
dianziguan 电子管
dianzihua 电子化
dianziliu 电子流
dianziping 电子屏
dianziqiang 电子枪
dianziqin 电子琴
dianzishi 电子式
dianzishu 电子书
dianzisuo 电子锁
dianzixue 电子学
dianziyun 电子云
dianzizhong 电子钟
dianzulv 电阻率
dianzuqi 电阻器
dianzusi 电阻丝
dianzuzhi 电阻值
diaochabiao 调查表
diaochadui 调查队
diaochatuan 调查团
diaochayuan 调查员
diaochazhe 调查者
diaochazu 调查组
diaodeyi 刁德一
diaoduyuan 调度员
diaoguolai 调过来
diaojiaolou 吊脚楼
diaojinqu 掉进去
diaokedao 雕刻刀
diaokeji 雕刻机
diaokejia 雕刻家
diaokepin 雕刻品
diaokeshi 雕刻师
diaoluozai 掉落在
diaoshipin 雕饰品
diaosugan 雕塑感
diaosujia 雕塑家
diaoxialai 掉下来
diaoxiaqu 掉下去
diaoyongzhe 调用者
diaoyudao 钓鱼岛
diaoyutai 钓鱼台
diaozhuantou 掉转头
dibaci 第八次
dibahui 第八回
