aba 阿巴
bosong 播送
botao 波涛
bote 波特
botian 薄田
botong 拨通
botuo 剥脱
bowei 泊位
bowen 波纹
bowu 博物
boxia 播下
boxian 拨弦
boxing 波形
boxue 剥削
boya 伯牙
boyan 薄言
boyi 博弈
boyin 播音
boyuan 波源
boyun 薄云
boza 驳杂
bozhan 搏战
bozhe 波折
bozheng 拨正
bozhong 播种
bozhou 亳州
bozhu 博主
bozhuang 波状
bozi 脖子
buai 不爱
buan 不安
bubai 补白
bubao 不报
bubei 不备
bubi 不必
bubian 不变
bubiao 不标
bubing 步兵
bubo 布帛
bubu 步步
buce 不测
buceng 不曾
bucha 不察
buchang 补偿
bucheng 不成
buchi 不吃
buchong 补充
buchu 不出
buchuan 不传
buchun 不纯
buchuo 不辍
buci 卜辞
bucun 不存
bucuo 不错
buda 不大
budai 不带
budan 不但
budang 不当
budao 不到
bude 不得
budi 不低
budiao 不掉
buding 补丁
budong 不动
budou 布兜
budu 不读
buduan 不断
budui 不对
buduo 不多
buer 布尔
bufa 不发
bufan 不凡
bufang 不妨
bufei 不菲
bufen 部分
bufu 不服
bugai 不该
bugan 不敢
bugao 不高
bugong 不公
bugou 不够
bugu 不顾
buguan 不管
buguang 不光
bugui 不归
buguo 不过
buhan 不含
buhao 不好
buhe 不合
buhua 不花
buhuai 不坏
buhuan 不换
buhui 不会
buhuo 捕获
buji 不及
bujia 不假
bujian 不见
bujiang 部将
bujiao 补缴
bujie 不解
bujin 不仅
bujing 不经
bujiu 不久
buju 布局
bujuan 不倦
bujue 不觉
bujun 不均
bukai 不开
bukan 不看
bukang 不亢
bukao 补考
buke 不可
buken 不肯
bukong 补空
buku 不苦
bukuai 不快
bukui 不亏
bukun 不困
bula 不辣
bulai 不来
bulan 不烂
bulang 布朗
bulao 捕捞
bule 不乐
bulei 布雷
buli 不利
buliang 不良
buliao 不了
bulie 捕猎
buling 不灵
buliu 不留
bulou 不漏
bulu 不露
buluan 不乱
bulun 不论
buluo 部落
bulv 步履
bumai 不买
buman 不满
bumang 不忙
bumao 不毛
bumei 不美
bumen 部门
bumian 不免
bumie 不灭
buming 不明
bumou 不谋
bunan 不难
buneng 不能
buning 不宁
bunu 不怒
bupa 不怕
bupai 补拍
bupei 不配
bupi 布匹
bupiao 布票
bupin 补品
buping 不平
bupo 不破
buqi 不起
buqian 不签
buqiang 不强
buqiao 不巧
buqin 不亲
buqing 不清
buqiong 不穷
buqiu 不求
buqu 不去
buquan 不全
buque 不缺
buran 不然
burang 不让
buren 不忍
burong 不容
buru 不如
buruo 不若
busan 不散
buse 补色
busha 不杀
bushan 不善
bushang 不上
bushao 不少
bushe 不设
bushen 不慎
busheng 不胜
bushi 不是
bushou 不受
bushu 部署
bushuai 不衰
bushuang 不爽
bushui 补水
bushun 不顺
bushuo 不说
busi 不死
busuan 不算
busui 不随
butai 不太
butan 不谈
buti 不提
butian 补天
butiao 布条
butie 补贴
buting 不停
butong 不同
butou 不偷
butu 不图
butuo 不妥
buwai 不外
buwang 不忘
buwei 部位
buwen 不问
buwu 不无
buxi 不惜
buxia 不下
buxian 不限
buxiang 不想
buxiao 不小
buxie 不屑
buxin 不信
buxing 不行
buxiu 不朽
buxu 不许
buxuan 不选
buxue 不学
buxun 不逊
buyan 不言
buyang 不养
buyao 不要
buyi 不宜
buyin 不因
buying 不应
buyong 不用
buyou 不由
buyu 哺育
buyuan 不愿
buyue 不悦
buyun 不孕
buzai 不再
buzao 不早
buze 不择
buzhan 布展
buzhang 部长
buzhao 不着
buzhen 不振
buzheng 不正
buzhi 不知
buzhong 不重
buzhou 步骤
buzhu 补助
buzhuan 不转
buzhun 不准
buzhuo 捕捉
buzi 步子
buzu 不足
caca 擦擦
cachu 擦除
cadiao 擦掉
cagan 擦干
cahan 擦汗
cahen 擦痕
caiban 采办
caibao 财宝
caibi 彩笔
caibian 采编
caibing 裁并
caibo 财帛
caicai 猜猜
caice 猜测
caicha 采茶
caichan 财产
caichang 菜场
caichao 彩超
caiche 裁撤
caicheng 裁成
caichu 猜出
caici 彩瓷
caidai 彩带
caidan 菜单
caidao 猜到
caideng 彩灯
caidian 彩电
caidiao 裁掉
caiding 裁定
caidou 菜豆
caiduan 裁断
caie 蔡锷
caifa 财阀
caifan 菜饭
caifang 采访
caifeng 采风
caifu 财富
caigan 才干
caigang 才刚
caigen 菜根
caigou 采购
caiguan 菜馆
caiguang 采光
caihong 彩虹
caihua 才华
caihui 彩绘
caihuo 财货
caiji 采集
caijia 菜价
caijian 裁剪
caijiao 菜窖
caijing 财经
caijue 裁决
caijun 裁军
caikuang 采矿
cailan 菜篮
caile 采了
caili 财力
cailian 采莲
cailiao 材料
cailu 采录
cailun 蔡伦
cailve 才略
caimao 蔡瑁
caimei 采煤
caimi 猜谜
caiming 菜名
caimou 蔡某
caina 采纳
caineng 才能
cainian 财年
cainong 菜农
cainuan 采暖
caipai 彩排
caipan 裁判
caipen 彩喷
caipiao 彩票
caipin 菜品
caipu 菜谱
caiqi 才气
caiqie 裁切
caiqing 才情
caiqiu 彩球
caiqu 采取
caiquan 猜拳
caisang 采桑
caise 彩色
caisha 采砂
caishen 财神
caisheng 彩声
caishi 菜式
caishu 菜蔬
caishui 财税
caisi 才思
caisu 彩塑
caita 踩踏
caitao 彩陶
caitian 菜田
caitiao 彩条
caiwa 采挖
caiwei 采薇
caiwu 财务
caixia 彩霞
caixian 踩线
caixiang 猜想
caixie 采写
caixin 采信
caixing 才行
caixue 才学
caiyang 采样
caiyao 菜肴
caiye 菜叶
caiyi 才艺
caiyong 采用
caiyou 采油
caiyuan 菜园
caiyun 彩云
caizhai 采摘
caizhang 财长
caizhao 彩照
caizheng 财政
caizhi 材质
caizhong 猜中
caizhou 蔡州
caizhu 财主
caizi 才子
cajing 擦净
caliang 擦亮
camo 擦抹
canan 惨案
canbai 惨败
canbao 参保
canben 残本
cancha 餐叉
canchuan 残喘
cancun 残存
candan 惨淡
candao 餐刀
candian 餐垫
candou 蚕豆
cane 蚕蛾
canfei 残废
cangbai 苍白
cangbao 藏宝
cangbi 舱壁
cangcang 苍苍
cangchu 仓储
cangcu 仓促
cangcui 苍翠
cangdao 藏到
canger 苍耳
cangfang 仓房
cangfeng 藏锋
cangfu 藏富
canghai 沧海
canghuang 仓皇
cangjin 藏金
cangjing 苍劲
cangku 仓库
canglao 苍老
cangli 舱里
cangliang 苍凉
canglin 仓廪
canglong 藏龙
cangmang 苍茫
cangmen 舱门
cangming 沧溟
cangnei 舱内
cangni 藏匿
cangpin 藏品
cangqi 藏起
cangqiong 苍穹
cangsang 沧桑
cangshan 苍山
cangshen 藏身
cangsheng 苍生
cangshi 舱室
cangshu 仓鼠
cangsong 苍松
cangtou 藏头
canguan 参观
cangxian 沧县
cangying 苍蝇
cangyou 藏有
cangyu 藏于
cangzhou 沧州
canhai 残害
canhe 残荷
canhou 餐后
canhua 残花
canhui 参会
canji 残疾
canjia 参加
canjian 参见
canjiao 惨叫
canjin 餐巾
canjiu 残酒
canju 餐具
canjuan 残卷
canjun 参军
cankan 参看
cankao 参考
canku 残酷
cankui 惭愧
canlan 灿烂
canliang 参量
canlie 惨烈
canliu 残留
canmeng 残梦
canmou 参谋
cannian 残年
canpo 残破
canqu 残躯
canque 残缺
canran 灿然
canren 残忍
cansai 参赛
cansang 蚕桑
cansha 残杀
canshi 蚕食
canshu 参数
cansi 蚕丝
cansun 残损
cantian 参天
canting 餐厅
cantong 惨痛
cantou 孱头
canwu 参悟
canxiang 惨象
canxiao 惨笑
canyan 参演
canyang 残阳
canye 残夜
canyin 餐饮
canyong 蚕蛹
canyu 参与
canyue 参阅
canzao 惨遭
canzha 残渣
canzhan 参展
canzhao 参照
canzheng 参政
canzhi 残肢
canzhong 惨重
canzhuang 惨状
canzhuo 餐桌
caoan 草案
caoban 操办
caobao 草包
caoben 草本
caobian 草编
caobiao 草标
caocao 曹操
caochang 操场
caochi 操持
caochong 草虫
caocong 草丛
caodao 操刀
caodi 草地
caodian 草垫
caodui 草堆
caoduo 草垛
caoer 草儿
caofang 草房
caogao 草稿
caogen 草根
caohe 漕河
caohua 草花
caohui 草灰
caojie 草芥
caojun 曹军
caokong 操控
caokou 槽口
caolao 操劳
caolei 草类
caoli 草里
caolian 操练
caoliao 草料
caolu 草庐
caomang 草莽
caomao 草帽
caomei 草莓
caomi 糙米
caomin 草民
caomu 草木
caonei 槽内
caoni 草拟
caopeng 草棚
caopi 草皮
caoping 草坪
caopo 草坡
caoqian 草签
caose 草色
caosheng 草绳
caoshi 草食
caoshou 操守
caoshu 草书
caoshuai 草率
caosuan 草酸
caotan 草滩
caotang 草堂
caoti 草体
caotou 草头
caotu 草图
caowei 曹魏
caowu 草屋
caoxi 草席
caoxie 草鞋
caoxin 操心
caoyao 草药
caoye 草野
caoying 曹营
caoyu 草鱼
caoyuan 草原
caoyue 草约
caoyun 漕运
caoza 嘈杂
caozei 曹贼
caozhe 操着
caozhi 曹植
caozhou 曹州
caozi 草籽
caozong 操纵
caozuo 操作
cashang 擦伤
cashi 擦拭
cawang 擦网
caxi 擦洗
caxie 擦写
cebai 侧柏
ceban 侧板
cebao 测报
cebi 侧壁
cebian 侧边
cece 测测
cechu 测出
cede 测得
ceding 测定
cedong 策动
ceduo 测度
ceer 侧耳
cefan 策反
cefang 侧方
cefeng 册封
cegao 测高
cehua 策划
cehuang 测谎
cehui 测绘
ceji 侧击
ceju 测距
cekong 测控
celi 侧立
celian 侧链
celiang 测量
celou 侧漏
celun 策论
celve 策略
cema 策马
cemen 侧门
cemian 侧面
cemu 侧目
cencan 岑参
cencen 涔涔
cenci 参差
cengceng 层层
cengcheng 曾称
cengci 层次
cengdie 层叠
cenggao 层高
cengji 层级
cengjian 层间
cengjing 曾经
cenglei 层累
cengliu 层流
cenglou 层楼
cengmian 层面
cengren 曾任
cengshou 曾受
cengshu 层数
cengxi 层析
cengyan 曾言
cengyi 曾以
cengyong 曾用
cengyu 曾于
cengyun 层云
ceping 测评
ceshen 侧身
ceshi 测试
ceshu 册书
cesuan 测算
cesuo 厕所
cewen 测温
cewo 侧卧
cexian 侧线
cexiang 侧向
cexu 测序
ceya 侧芽
ceyan 测验
ceye 册页
ceyin 恻隐
ceying 侧影
cezhi 侧枝
cezhong 侧重
cezhu 侧柱
cezi 册子
chaba 插拔
chaban 查办
chabao 茶包
chabei 茶杯
chabiao 查表
chabie 差别
chacha 查查
chachi 差池
chachu 查处
chachui 茶炊
chacuo 差错
chadao 查到
chadian 差点
chadong 差动
chadui 查对
chae 差额
chafang 查房
chafen 差分
chafeng 查封
chagang 茶缸
chaguan 茶馆
chahu 茶壶
chahua 插画
chahui 茶会
chahuo 查获
chaibo 差拨
chaicao 柴草
chaicheng 拆成
chaichu 拆除
chaidao 柴刀
chaidiao 拆掉
chaifen 拆分
chaifeng 拆封
chaigai 拆改
chaihu 柴胡
chaihui 拆毁
chaihuo 柴火
chaijie 拆解
chaijin 柴进
chaikai 拆开
chaimen 柴门
chaimi 柴米
chaiqian 拆迁
chaiqu 拆去
chairen 差人
chairong 柴荣
chaisan 拆散
chaishi 差事
chaixian 拆线
chaixie 拆卸
chaixin 拆信
chaixiu 拆修
chaiyi 差役
chaiyou 柴油
chaizhuang 拆装
chaji 茶几
chajian 插件
chajin 插进
chajing 茶经
chaju 差距
chajue 察觉
chakai 叉开
chakan 查看
chakao 查考
chake 茶客
chakong 插孔
chakou 插口
chalei 茶类
chali 查理
chalou 茶楼
chalu 岔路
chaming 查明
chana 刹那
chancha 产茶
chanchan 潺潺
chanchu 产出
chandao 铲倒
chandi 产地
chandong 颤动
chandou 颤抖
chaner 产儿
chanfa 阐发
chanfang 禅房
chanfu 搀扶
changan 长安
changbai 长白
changban 常伴
changbei 常备
changben 唱本
changbi 肠壁
changbian 长鞭
changbing 长柄
changbo 长波
changce 长策
changchang 常常
changcheng 长城
changchi 常吃
changchong 长虫
changchu 长处
changchuan 长传
changchun 长春
changci 场次
changcun 长存
changda 长达
changdai 常带
changdao 倡导
changde 常德
changdeng 长凳
changdi 场地
changdiao 长调
changdie 唱碟
changdu 长度
changduan 长短
change 嫦娥
changfa 长发
changfang 厂房
changfeng 长风
changfu 娼妇
changgan 长杆
changge 唱歌
changgei 常给
changgong 长工
changgou 长沟
changgu 长鼓
changguan 场馆
changgui 常规
changguo 尝过
changhao 长号
changhe 场合
changhen 怅恨
changhong 长虹
changhu 长湖
changhuan 偿还
changhui 常会
changji 娼妓
changjia 厂家
changjian 常见
changjiang 长江
changjie 长街
changjing 场景
changjiu 长久
changju 长句
changjuan 长卷
changjue 猖獗
changkai 敞开
changke 常客
changkong 长空
changkou 敞口
changku 长裤
changkuai 畅快
changkuan 长宽
changkuang 猖狂
changlai 常来
changlang 长廊
changle 常乐
changli 常理
changlian 长脸
changliang 常量
changliu 长流
changlong 长龙
changlu 长路
changlun 场论
changlv 常绿
changmao 长毛
changmian 场面
changming 昌明
changnei 场内
changnian 常年
changning 长宁
changpai 厂牌
changpan 唱盘
changpao 长袍
changpeng 敞篷
changpian 唱片
changping 昌平
changqi 长期
changqiang 唱腔
changqiao 长桥
changqing 常青
changqu 常去
changquan 长拳
changqun 长裙
changran 怅然
changren 常人
changsha 长沙
changshan 长衫
changshang 厂商
changshe 常设
changsheng 长生
changshi 尝试
changshou 长寿
changshu 常数
changshuai 唱衰
changshuo 常说
changsi 长丝
changsui 长随
changsuo 场所
changtai 常态
changtan 畅谈
changtian 长天
changtiao 长条
changting 常听
changtong 畅通
changtu 长途
changtui 长腿
changui 馋鬼
changwai 场外
changwang 怅惘
changwei 肠胃
changwen 常温
changwu 常务
changxi 唱戏
changxian 长线
changxiang 唱响
changxiao 畅销
changxie 长些
changxin 长信
changxiu 长袖
changxu 长须
changya 常压
changyan 肠炎
changyang 徜徉
changye 长夜
changyi 倡议
changyin 畅饮
changyong 常用
changyou 常有
changyu 长于
changyuan 长远
changyue 长约
changzai 常在
changzhang 厂长
changzhe 敞着
changzhen 唱针
changzheng 长征
changzhi 常指
changzhong 场中
changzhou 长轴
changzhu 常住
changzhuo 长桌
changzi 肠子
changzu 长足
changzui 长嘴
chanhui 忏悔
chanhuo 掺和
chanjia 掺假
chanjuan 婵娟
chanlian 蝉联
chanliang 产量
chanluan 产卵
chanmei 谄媚
chanmian 缠绵
chanming 阐明
channeng 产能
chanpin 产品
chanqi 铲起
chanqiu 铲球
chanqu 产区
chanquan 产权
chanrao 缠绕
chanren 谗人
chanru 掺入
chansheng 产生
chanshi 阐释
chanshu 阐述
chansi 禅寺
chansu 蟾酥
chantu 铲土
chantui 蝉蜕
chanwu 产物
chanxia 产下
chanxiao 产销
chanxing 铲形
chanxu 产需
chanyan 谗言
chanye 产业
chanyi 禅意
chanyin 颤音
chanyou 产油
chanyu 产于
chanyuan 禅院
chanza 掺杂
chanzai 产仔
chanzhang 禅杖
chanzhi 产值
chanzhu 缠住
chanzi 铲子
chanzong 禅宗
chanzu 缠足
chaoan 潮安
chaobai 朝拜
chaobei 朝北
chaoben 抄本
chaobiao 超标
chaocai 炒菜
chaochang 超常
chaochao 吵吵
chaoche 超车
chaochen 朝臣
chaochong 潮虫
chaochu 超出
chaocuo 晁错
chaoda 超大
chaodai 朝代
chaodao 超导
chaodi 超低
chaoduan 超短
chaofa 炒法
chaofan 超凡
chaofeng 嘲讽
chaofu 朝服
chaogai 晁盖
chaogang 朝纲
chaogao 超高
chaogong 朝贡
chaogu 炒股
chaoguo 超过
chaohe 朝贺
chaohu 超乎
chaoji 超级
chaojia 吵架
chaojian 朝见
chaojie 潮解
chaojin 朝觐
chaojing 超净
chaoju 潮剧
chaoli 朝里
chaoliang 超量
chaoliu 潮流
chaolu 抄录
chaomi 炒米
chaomian 炒面
chaonan 朝南
chaonao 吵闹
chaonong 嘲弄
chaopiao 钞票
chaoqi 抄起
chaoqian 超前
chaoqiang 超强
chaoqing 超轻
chaoqun 超群
chaoran 超然
chaorang 吵嚷
chaoren 超人
chaoshan 潮汕
chaoshang 朝上
chaoshao 炒勺
chaoshen 抄身
chaosheng 超声
chaoshi 超市
chaoshu 炒熟
chaoshui 潮水
chaosong 抄送
chaosu 超速
chaotang 朝堂
chaotian 朝天
chaoting 朝廷
chaotou 潮头
chaowai 朝外
chaowang 抄网
chaowei 潮位
chaoxi 抄袭
chaoxia 朝下
chaoxian 朝鲜
chaoxiang 朝向
chaoxiao 嘲笑
chaoxie 抄写
chaoxing 吵醒
chaoxue 巢穴
chaoxun 潮汛
chaoyang 朝阳
chaoye 朝野
chaoyi 朝议
chaoying 超硬
chaoyong 潮涌
chaoyue 超越
chaozai 超载
chaozhe 朝着
chaozheng 朝政
chaozhong 超重
chaozhou 潮州
chaozi 超子
chaozou 朝奏
chaozui 吵嘴
chaozuo 炒作
chapan 茶盘
chaping 差评
chaqian 茶钱
chaqing 查清
chaqu 插曲
charu 插入
chase 茶色
chasha 查杀
chashang 插上
chashi 查实
chashou 插手
chashu 茶树
chashui 茶水
chasu 差速
chatang 茶汤
chatou 插头
chatu 插图
chawan 茶碗
chawen 查问
chaxiao 插销
chaxie 差些
chaxing 叉形
chaxu 插叙
chaxun 查询
chayan 查验
chayang 插秧
chayao 叉腰
chaye 茶叶
chayi 差异
chayuan 茶园
chayue 查阅
chazhan 茶盏
chazhao 查找
chazheng 查证
chazhi 差值
chazhuo 茶桌
chazi 叉子
chazui 插嘴
chazuo 插座
cheba 车把
chebing 撤兵
chebu 撤步
chechai 撤差
chechang 车厂
chechen 车臣
checheng 车程
chechu 撤出
chechuan 车船
chechuang 车窗
checi 车次
chedao 车道
chedeng 车灯
chedi 彻底
chediao 撤掉
cheding 车顶
chedui 车队
cheer 车儿
chefei 车费
chefu 车夫
chehang 车行
chehao 车号
chehou 车后
chehuan 撤换
chehui 撤回
chehuo 车祸
cheji 车技
chejia 车架
chejian 车间
chejun 撤军
chekai 扯开
cheku 车库
cheli 撤离
cheliang 车辆
cheling 车铃
cheliu 车流
chelu 车路
chelun 车轮
cheluo 扯落
chema 车马
chemen 车门
chenai 尘埃
chenbao 晨报
chencang 陈仓
chenchen 沉沉
chenchuan 沉船
chenchui 晨炊
chenci 陈词
chencu 陈醋
chendi 衬底
chendian 沉淀
chendu 晨读
chenei 车内
chenfei 尘肺
chenfeng 尘封
chenfu 沉浮
chengang 陈刚
chengba 称霸
chengbai 成败
chengban 承办
chengbang 城邦
chengbao 承包
chengbei 城北
chengben 成本
chengbi 澄碧
chengbing 成冰
chengcai 成才
chengce 成册
chengche 乘车
chengchen 称臣
chengcheng 成成
chengchi 城池
chengchong 成虫
chengchu 惩处
chengchuan 乘船
chengda 成大
chengdan 承担
chengdang 承当
chengdao 称道
chengde 承德
chengdi 称帝
chengdong 城东
chengdu 程度
chengdui 成堆
chenge 惩恶
chengfa 惩罚
chengfan 盛饭
chengfang 乘方
chengfen 成分
chengfeng 乘风
chengfo 成佛
chengfu 城府
chenggan 秤杆
chenggang 成钢
chengge 成个
chenggong 成功
chenggou 秤钩
chengguan 城关
chengguo 成果
chenghan 成汉
chenghao 称号
chenghong 橙红
chenghu 称呼
chenghuang 橙黄
chenghun 成婚
chenghuo 成活
chengji 成绩
chengjia 成家
chengjian 城建
chengjiang 澄江
chengjiao 成交
chengjie 承接
chengjing 乘警
chengjiu 成就
chengju 成句
chengke 乘客
chengken 诚恳
chengkuai 成块
chengkuang 成矿
chenglan 承揽
chengli 成立
chengliang 称量
chenglin 成林
chengliu 柽柳
chenglong 成龙
chenglou 城楼
chenglu 呈露
chengma 乘马
chengman 盛满
chengmen 城门
chengmeng 承蒙
chengmian 成眠
chengming 成名
chengmou 程某
chengnan 城南
chengnei 城内
chengneng 逞能
chengnian 成年
chengnuo 承诺
chengou 尘垢
chengpan 秤盘
chengpian 成片
chengpin 成品
chengpo 撑破
chengqi 撑起
chengqian 成千
chengqiang 城墙
chengqin 成亲
chengqing 澄清
chengqu 城区
chengquan 成全
chengque 城阙
chengqun 成群
chengran 诚然
chengren 承认
chengru 诚如
chengse 橙色
chengshang 城上
chengshen 成神
chengsheng 乘胜
chengshi 城市
chengshou 承受
chengshu 成熟
chengshuang 成双
chengshui 盛水
chengsong 称颂
chengtao 成套
chengti 成体
chengtian 成天
chengtou 城头
chengtuan 成团
chengtuo 承托
chenguai 嗔怪
chenguang 晨光
chengui 陈规
chengwai 城外
chengwang 称王
chengwei 成为
chengwen 成文
chengwu 乘务
chengxi 城西
chengxia 城下
chengxian 呈现
chengxiang 城乡
chengxiao 成效
chengxie 称谢
chengxin 诚信
chengxing 成形
chengxu 程序
chengya 承压
chengyao 成药
chengyi 诚意
chengyin 成因
chengying 程婴
chengyou 称有
chengyu 成语
chengyuan 成员
chengyue 成约
chengzai 承载
chengzan 称赞
chengzao 承造
chengze 成则
chengzhai 诚斋
chengzhang 成长
chengzhe 乘着
chengzhen 城镇
chengzhi 惩治
chengzhong 城中
chengzhu 撑住
chengzi 橙子
chengzu 承租
chengzuo 乘坐
chenhan 沉酣
chenhong 陈红
chenhou 沉厚
chenhui 尘灰
chenhun 晨昏
chenhuo 陈货
chenji 趁机
chenjia 陈家
chenjiang 沉降
chenjie 尘芥
chenjin 沉浸
chenjing 沉静
chenjiu 陈旧
chenke 沉疴
chenli 尘粒
chenlian 晨练
chenliao 臣僚
chenlie 陈列
chenliu 陈留
chenlun 沉沦
chenluo 沉落
chenmen 沉闷
chenmi 沉迷
chenmian 沉湎
chenmin 臣民
chenmo 沉默
chenmou 陈某
chenmu 瞋目
chenni 沉溺
chennian 陈年
chennu 嗔怒
chenpi 陈皮
chenping 陈平
chenpu 臣仆
chenqi 晨起
chenqie 臣妾
chenqun 陈群
chenre 趁热
chenru 沉入
chensha 尘沙
chenshan 衬衫
chenshe 陈设
chensheng 陈胜
chenshi 尘世
chenshou 称手
chenshu 陈述
chenshui 沉睡
chenshuo 陈说
chensi 沉思
chentao 陈涛
chentong 沉痛
chentu 尘土
chentuan 陈抟
chentuo 衬托
chenwang 尘网
chenwen 沉稳
chenwu 尘雾
chenxi 晨曦
chenxia 沉下
chenxian 沉陷
chenxiang 沉香
chenxiao 尘嚣
chenxing 陈姓
chenyao 陈瑶
chenyi 衬衣
chenyin 沉吟
chenyong 沉勇
chenyu 沉郁
chenyuan 嗔怨
chenyun 陈云
chenza 尘杂
chenzao 趁早
chenzhe 趁着
chenzhi 称职
chenzhong 沉重
chenzhou 沉舟
chenzhuo 沉着
chenzi 臣子
chenzui 沉醉
chepai 车牌
chepeng 车篷
chepi 扯皮
chepiao 车票
chepo 扯破
cheqi 车企
cheqian 车前
cheqiao 撤侨
chequ 撤去
cheshang 车上
cheshen 车身
chesheng 车声
chesu 车速
chesuo 车锁
chetai 车胎
cheti 车体
chetou 车头
chetui 撤退
chewai 车外
chewang 车王
chewei 车位
chewu 彻悟
chexia 车下
chexiang 车厢
chexiao 撤销
chexing 车型
cheye 彻夜
cheyong 车用
cheyuan 车辕
chezai 车载
chezha 车闸
chezhan 车站
chezhe 车辙
chezhi 撤职
chezhou 掣肘
chezhu 车主
chezi 车子
chezou 撤走
chiba 尺八
chibang 翅膀
chibao 吃饱
chibi 赤壁
chibian 池边
chibo 赤膊
chichao 赤潮
chicheng 驰骋
chichi 迟迟
chichong 吃虫
chicun 尺寸
chidai 痴呆
