abuzhabi 阿布扎比
zhenbianshibi 针砭时弊
zhenburongyi 真不容易
zhenbuzhidao 真不知道
zhencaishixue 真才实学
zhenduibuqi 真对不起
zheneryulong 震耳欲聋
zhenfengxiangdui 针锋相对
zhengbenqingyuan 正本清源
zhengdayanjing 睁大眼睛
zhengduobianxing 正多边形
zhengfangdouyan 争芳斗艳
zhengfenduomiao 争分夺秒
zhengfengsuji 正风肃纪
zhengfengyundong 整风运动
zhengjinweizuo 正襟危坐
zhengmingduoli 争名夺利
zhengqidouyan 争奇斗艳
zhengqilunji 蒸汽轮机
zhengquanduoli 争权夺利
zhengrenjunzi 正人君子
zhengsanjiaoxing 正三角形
zhengsimianti 正四面体
zhengtongrenhe 政通人和
zhenguanzhizhi 贞观之治
zhengwubianxing 正五边形
zhengxiankonghou 争先恐后
zhengxinchengyi 正心诚意
zhengzhengjingjing 正正经经
zhengzhengrishang 蒸蒸日上
zhengzhongqishi 郑重其事
zhengzhuangdaifa 整装待发
zhenlongfakui 振聋发聩
zhenlongtianzi 真龙天子
zhenmingshixing 真名实姓
zhenmingtianzi 真命天子
zhenshoubuliao 真受不了
zhentianjiexiang 震天价响
zhenyujizhi 臻于极致
zhenzhenjiajia 真真假假
zhenzhenyouci 振振有词
zhenzhenzhizhi 臻臻至至
zhenzhuashigan 真抓实干
zhetianbiri 遮天蔽日
zhexienianlai 这些年来
zheyangyilai 这样一来
zhezheyanyan 遮遮掩掩
zhibuluotuo 直布罗陀
zhicungaoyuan 志存高远
zhicuojiugai 知错就改
zhideyiman 志得意满
zhideyiti 值得一提
zhidianmijin 指点迷津
zhidiyousheng 掷地有声
zhifabiyan 执法必严
zhifanyemao 枝繁叶茂
zhifengmuyu 栉风沐雨
zhigaoqiyang 趾高气扬
zhigaowushang 至高无上
zhiguanzhongyao 至关重要
zhiguoanbang 治国安邦
zhihuqiming 直呼其名
zhihuzheye 之乎者也
zhijieliaodang 直截了当
zhijizhibi 知己知彼
zhikaimuci 致开幕词
zhilimingyan 至理名言
zhilizuoyue 制礼作乐
zhimindihua 殖民地化
zhinanerjin 知难而进
zhinanertui 知难而退
zhiqiguanyan 支气管炎
zhiqingzhixing 至情至性
zhiquxiangtou 志趣相投
zhirenlunshi 知人论世
zhirenshanren 知人善任
zhiruowangwen 置若罔闻
zhishangtanbing 纸上谈兵
zhishengzhidao 制胜之道
zhishouhuajiao 指手画脚
zhishoukere 炙手可热
zhisibuyu 至死不渝
zhitongdaohe 志同道合
zhiwaifaquan 治外法权
zhixinpengyou 知心朋友
zhixujingran 秩序井然
zhiyanbuhui 直言不讳
zhiyanpianyu 只言片语
zhiyiwennan 质疑问难
zhiyoujialian 质优价廉
zhiyuzhishan 止于至善
zhizhejianzhi 智者见智
zhizhengzhaoxi 只争朝夕
zhizhibudai 知止不殆
zhizhibuli 置之不理
zhizhiduwai 置之度外
zhizhiyeye 枝枝叶叶
zhiziyilin 智子疑邻
zhizizhishou 执子之手
zhongchengjuanshu 终成眷属
zhongganyidan 忠肝义胆
zhongguaxuanshu 众寡悬殊
zhonghefanying 中和反应
zhonghutongxin 众虎同心
zhongjianliliang 中坚力量
zhongjinshoumai 重金收买
zhongliudizhu 中流砥柱
zhongnanqingnv 重男轻女
zhongpanqinli 众叛亲离
zhongpianxiaoshuo 中篇小说
zhongqitiannian 终其天年
zhongrutaishan 重如泰山
zhongsangyangcan 种桑养蚕
zhongshaqundao 中沙群岛
zhongshizhidi 众矢之的
zhongsuozhouzhi 众所周知
zhongtongwaizhi 中通外直
zhongwenqingwu 重文轻武
zhongxingpengyue 众星捧月
zhongyangdangxiao 中央党校
zhongzhenbuyu 忠贞不渝
zhongzhichengcheng 众志成城
zhongzhongzhizhong 重中之重
zhouchangyeduan 昼长夜短
zhouchelaodun 舟车劳顿
zhouduanyechang 昼短夜长
zhouerbubi 周而不比
zhouerfushi 周而复始
zhoujigonglu 州际公路
zhoulidaxue 州立大学
zhouzhemeitou 皱着眉头
zhuagangdaimu 抓纲带目
zhuanbaiweisheng 转败为胜
zhuangmuzuoyang 装模作样
zhuangxinbuyi 壮心不已
zhuangzhiweichou 壮志未酬
zhuangzhoumengdie 庄周梦蝶
zhuankoumaoyi 转口贸易
zhuanliquanren 专利权人
zhuanmenliren 专门利人
zhuanmujiegou 砖木结构
zhuanshunjishi 转瞬即逝
zhuanshunzhijian 转瞬之间
zhuanweiweian 转危为安
zhuanxinzhizhi 专心致志
zhubuqiujing 逐步求精
zhuguangbaoqi 珠光宝气
zhuigensuyuan 追根溯源
zhuimingzhuli 追名逐利
zhulinqixian 竹林七贤
zhunbeijinlv 准备金率
zhunichenggong 祝你成功
zhunzhungaojie 谆谆告诫
zhunzhunjiaohui 谆谆教诲
zhuomobuding 捉摸不定
zhuoyouchengjiu 卓有成就
zhuoyouchengxiao 卓有成效
zhuoyoujianshu 卓有建树
zhushulishuo 著书立说
zhusimaji 蛛丝马迹
zhuyiwushi 主一无适
zhuzaiyiqi 住在一起
zhuzizhuju 逐字逐句
zhuzuoquanfa 著作权法
zhuzuoquanren 著作权人
zibaoziqi 自暴自弃
zicanxinghui 自惭形秽
zichouyinmao 子丑寅卯
zichouzijin 自筹资金
zichuizilei 自吹自擂
zigaofenyong 自告奋勇
zihuachuanfen 自花传粉
ziligengsheng 自力更生
zilihangjian 字里行间
zimingdeyi 自鸣得意
zimingqinggao 自命清高
ziqidonglai 紫气东来
ziqingzijian 自轻自贱
ziranerran 自然而然
zirendaomei 自认倒霉
zishangerxia 自上而下
zishengzimie 自生自灭
zishiqiguo 自食其果
zishiqili 自食其力
zishizhizhong 自始至终
zishuozihua 自说自话
zitanzichang 自弹自唱
ziwangyanma 子网掩码
ziwenzida 自问自答
zixiaershang 自下而上
zixiangmaodun 自相矛盾
zixuwuyou 子虚乌有
ziyanziyu 自言自语
ziyiweishi 自以为是
ziyuanqishuo 自圆其说
zizhengqiangyuan 字正腔圆
zizhenjuzhuo 字斟句酌
zizhitongjian 资治通鉴
zizibujuan 孜孜不倦
zizibuxie 孜孜不懈
zizisunsun 子子孙孙
zizixixi 仔仔细细
ziziyiqiu 孜孜以求
zizuozhuzhang 自作主张
zizuozishou 自作自受
zongcanmouzhang 总参谋长
zongdelaishuo 总的来说
zongeryanzhi 总而言之
zonggongchengshi 总工程师
zongsilingbu 总司令部
zongzhengzhibu 总政治部
zongzhihuibu 总指挥部
zoubuguoqu 走不过去
zouhuitoulu 走回头路
zoulaizouqu 走来走去
zoumaguanhua 走马观花
zoushangzhenggui 走上正轨
zoutouwulu 走投无路
zuanmuquhuo 钻木取火
zubuchuhu 足不出户
zuijiayideng 罪加一等
zuikuihuoshou 罪魁祸首
zuiwengtingji 醉翁亭记
zuiyufeizui 罪与非罪
zunjishoufa 遵纪守法
zunlaoaiyou 尊老爱幼
zuoguyoupan 左顾右盼
zuojianfanke 作奸犯科
zuojingguantian 坐井观天
zuorushiguan 作如是观
zuoshichunqiu 左氏春秋
zuoshouyuli 坐收渔利
zuoweizuofu 作威作福
zuowuxuxi 座无虚席
zuoxiangqicheng 坐享其成
zuoyoufengyuan 左右逢源
zuoyoukaigong 左右开弓
zuzhiduomou 足智多谋
zuzubeibei 祖祖辈辈
