藏匿	cangni
营业执照	yingyezhizhao
营业税	yingyeshui
敬业乐群	jingyelequn
项庄舞剑	xiangzhuangwujian
营业部	yingyebu
蓝精灵	lanjingling
工业化	gongyehua
藕断丝连	ouduansilian
劳苦	laoku
荤菜	huncai
蒙蔽	mengbi
荧幕	yingmu
荧惑	yinghuo
蒙蒙	mengmeng
营区	yingqu
蒙阴	mengyin
荥阳	xingyang
营垒	yinglei
蒙特	mengte
黄家驹	huangjiaju
荣辱	rongru
蒙古	menggu
蓝宝石	lanbaoshi
萤石	yingshi
荣威	rongwei
荣丰	rongfeng
蒙面	mengmian
荣成	rongcheng
劳碌	laolu
花容月貌	huarongyuemao
荤腥	hunxing
劳力	laoli
蒙冤受屈	mengyuanshouqu
营地	yingdi
劳动	laodong
蓉城	rongcheng
芝士	zhishi
劳教	laojiao
荣幸	rongxing
劳顿	laodun
茅塞顿开	maosedunkai|maosaidunkai
营救	yingjiu
东窗事发	dongchuangshifa
蒙眬	menglong
蒙尘	mengchen
荣耀	rongyao
荣誉	rongyu
荧光	yingguang
荣光	rongguang
荣宗耀祖	rongzongyaozu
蒙昧	mengmei
荣昌	rongchang
荣归	ronggui
营口	yingkou
蒙恩	mengen
蒙田	mengtian
营帐	yingzhang
攻守同盟	gongshoutongmeng
蒙山	mengshan
蔻丹	koudan
萦怀	yinghuai
营收	yingshou
警察局	jingchaju
劳改	laogai
荧屏	yingping
劳心	laoxin
劳烦	laofan
营业	yingye
营火	yinghuo
萤火	yinghuo
芝麻	zhima
营寨	yingzhai
劳军	laojun
劳神	laoshen
黄褐色	huanghese
营销	yingxiao
莞尔	waner
劳逸	laoyi
工字钢	gongzigang
劳损	laosun
劳拉	laola
工农兵	gongnongbing
劳模	laomo
蒙顶	mengding
黄鹤楼	huanghelou
切实可行	qieshikexing
荣格	rongge
切割机	qiegeji
营长	yingzhang
营私	yingsi
劳务	laowu
营造	yingzao
营生	yingsheng
蒙牛	mengniu
蒙版	mengban
蒙自	mengzi
营利	yingli
七窍生烟	qiqiaoshengyan
营盘	yingpan
劳役	laoyi
萦系	yingxi
芝兰	zhilan
营养	yingyang
黄宗羲	huangzongxi
营部	yingbu
劳资	laozi
荣立	rongli
营建	yingjian
劳保	laobao
劳作	laozuo
劳倦	laojuan
蒙人	mengren
荣华	ronghua
萦绕	yingrao
劳绩	laoji
薛定谔	xuedinge
营房	yingfang
营商	yingshang
警戒	jingjie
藓苔	xiantai
葱茏	conglong
或多或少	huoduohuoshao
警世	jingshi
荷尔蒙	heermeng
葡萄	putao
茫然若失	mangranruoshi
菊花	juhua
葱花	conghua
芍药	shaoyao
荀子	xunzi
获取	huoqu
警卫	jingwei
警队	jingdui
戈尔巴乔夫	geerbaqiaofu
匹马	pima
警犬	jingquan
慕名而来	mumingerlai
黄钟大吕	huangzhongdalv
茶饭不思	chafanbusi
匹克	pike
莫名其妙	momingqimiao
蔚然成风	weiranchengfeng
警服	jingfu
苟且	gouqie
蓟县	jixian
警力	jingli
敬爱	jingai
获胜	huosheng
荡然无存	dangranwucun
警示	jingshi
擎天	qingtian
匹夫	pifu
萨尔瓦多	saerwaduo
莞尔一笑	waneryixiao
蒸馏水	zhengliushui
警觉	jingjue
苟活	gouhuo
黄金时代	huangjinshidai
警号	jinghao
警员	jingyuan
警署	jingshu
警车	jingche
敬畏	jingwei
蓦然回首	moranhuishou
黄金周	huangjinzhou
苟同	goutong
获赠	huozeng
敬赠	jingzeng
荷包蛋	hebaodan
警惕	jingti
葱翠	congcui
敬业	jingye
警灯	jingdeng
巨蟹座	juxiezuo
苞米	baomi
警官	jingguan
芡实	qianshi
苟安	gouan
警察	jingcha
敬礼	jingli
警钟	jingzhong
警句	jingju
黄金岛	huangjindao
警报	jingbao
敬拜	jingbai
警探	jingtan
葱白	congbai
获批	huopi
匹配	pipei
警醒	jingxing
切尔西	qieerxi
世外桃源	shiwaitaoyuan
警棍	jinggun
警校	jingxiao
警长	jingzhang
匹敌	pidi
警告	jinggao
敬重	jingzhong
获得	huode
获利	huoli
警备	jingbei
功名利禄	gongminglilu
警衔	jingxian
节外生枝	jiewaishengzhi
葱头	congtou
擎着	qingzhe
营销部	yingxiaobu
获准	huozhun
蓟门	jimen
苟合	gouhe
黄金分割	huangjinfenge
苞谷	baogu
匿名信	nimingxin
葱绿	conglv
劳逸结合	laoyijiehe
世贸组织	shimaozuzhi
敬请	jingqing
敬语	jingyu
警方	jingfang
欧式	oushi
芹菜	qincai
区划	quhua
区区	ququ
七擒七纵	qiqinqizong
欧陆	oulu
欧阳	ouyang
莫扎特	mozhate
落拓不羁	luotuobuji
薄技在身	bojizaishen
菲拉斯	feilasi
区县	quxian
区域	quyu
苍白无力	cangbaiwuli
区块	qukuai
欧元	ouyuan
艾瑞	airui
欧亚	ouya
瓯江	oujiang
散兵游勇	sanbingyouyong
暮气沉沉	muqichenchen
欧尚	oushang
欧派	oupai
欧洲	ouzhou
欧盟	oumeng
区号	quhao
警报器	jingbaoqi
散热器	sanreqi
荡气回肠	dangqihuichang
欧典	oudian
区内	qunei
匠心	jiangxin
欧宝	oubao
区外	quwai
艾尔	aier
殴打	ouda
匠气	jiangqi
欧拉	oula
颐指气使	yizhiqishi
东拉西扯	donglaxiche
艾格	aige
东拼西凑	dongpinxicou
东挪西借	dongnuoxijie
区段	quduan
散热片	sanrepian
蓄势待发	xushidaifa
欧科	ouke
区委	quwei
欧美	oumei
黄热病	huangrebing
区间	qujian
欧普	oupu
苛捐杂税	kejuanzashui
欧姆	oumu
七扭八歪	qiniubawai
七手八脚	qishoubajiao
七折八扣	qizhebakou
欧体	outi
区位	quwei
七拼八凑	qipinbacou
匠人	jiangren
艾伦	ailun
艾绒	airong
苏打绿	sudalv
艾诺	ainuo
欧文	ouwen
茜草	qiancao
茜茜	qianqian
莺歌燕舞	yinggeyanwu
苦丁茶	kudingcha
黄梅戏	huangmeixi
花样百出	huayangbaichu
草木灰	caomuhui
芒刺在背	mangcizaibei
苯基	benji
苯胺	benan
黄梅雨	huangmeiyu
东西南北	dongxinanbei
苛政	kezheng
蒲松龄	pusongling
东林党	donglindang
艺术照	yishuzhao
艺术品	yishupin
花样男子	huayangnanzi
莆田	putian
苍松翠柏	cangsongcuibai
艺术性	yishuxing
艺术类	yishulei
艺术家	yishujia
卧榻之旁岂容他人鼾睡	wotazhipangqirongtarenhanshui
荷枪实弹	heqiangshidan
莫可名状	mokemingzhuang
花枝招展	huazhizhaozhan
苏格拉底	sugeladi
苯酚	benfen
花样翻新	huayangfanxin
花样年华	huayangnianhua
英格兰	yinggelan
苏格兰	sugelan
花木兰	huamulan
艺术美	yishumei
茂林修竹	maolinxiuzhu
若要人不知	ruoyaorenbuzhi
荆棘谷	jingjigu
若要人不知除非己莫为	ruoyaorenbuzhichufeijimowei
工本费	gongbenfei
草木皆兵	caomujiebing
苛刻	keke
鞭长莫及	bianchangmoji
范德萨	fandesa
蕃茄	fanqie
茱萸	zhuyu
蓬莱	penglai
蕃薯	fanshu
萎黄	weihuang
草长莺飞	caozhangyingfei|caochangyingfei
苏黎世	sulishi
蓬蓬	pengpeng
医药	yiyao
蓬蒿	penghao
菜篮子	cailanzi
药罐子	yaoguanzi
医院	yiyuan
孽障	niezhang
攻防	gongfang
医圣	yisheng
攻破	gongpo
苦乐不均	kulebujun
雅各布森	yagebusen
尧舜	yaoshun
蓝筹股	lanchougu
攻城	gongcheng
工程款	gongchengkuan
医士	yishi
功德无量	gongdewuliang
蓬勃	pengbo
攻击	gongji
攻下	gongxia
医理	yili
董事	dongshi
苟延残喘	gouyancanchuan
荞麦	qiaomai
董卓	dongzhuo
攻占	gongzhan
鸦片战争	yapianzhanzheng
医治	yizhi
花生油	huashengyou
医学	yixue
工程学	gongchengxue
攻坚	gongjian
医师	yishi
工程师	gongchengshi
工程量	gongchengliang
英年早逝	yingnianzaoshi
医患	yihuan
勤务员	qinwuyuan
医嘱	yizhu
颐和园	yiheyuan
共和国	gongheguo
功德圆满	gongdeyuanman
攻略	gonglue
医书	yishu
鞠躬尽瘁死而后已	jugongjincuisierhouyi
工程局	gongchengju
医改	yigai
鞠躬尽瘁	jugongjincui
攻心	gongxin
萎靡	weimi
蓖麻	bima
花生米	huashengmi
七年之病求三年之艾	qinianzhibingqiusannianzhiai
医务室	yiwushi
医家	yijia
菲律宾	feilvbin
葬身鱼腹	zangshenyufu
薄利多销	boliduoxiao
花香鸟语	huaxiangniaoyu
攻势	gongshi
医护	yihu
东躲西藏	dongduoxicang
花街柳巷	huajieliuxiang
戒备森严	jiebeisenyan
攻速	gongsu
翘楚	qiaochu
蓬松	pengsong
医术	yishu
医务	yiwu
医德	yide
医生	yisheng
共和制	gonghezhi
营私舞弊	yingsiwubi
艾利和	ailihe
医科	yike
切身利益	qieshenliyi
医疗	yiliao
攻关	gongguan
花生酱	huashengjiang
翘首	qiaoshou
莉娜	lina
巧舌如簧	qiaosheruhuang
革委会	geweihui
孽债	niezhai
医保	yibao
草船借箭	caochuanjiejian
苦行僧	kuxingseng
黄种人	huangzhongren
芯片组	xinpianzu
劳务费	laowufei
攻强	gongqiang
萎缩	weisuo
孽缘	nieyuan
攻丝	gongsi
孽畜	niechu
医方	yifang
工程设计	gongchengsheji
功利主义	gonglizhuyi
菩萨	pusa
获益匪浅	huoyifeiqian
蒹葭	jianjia
蒺藜	jili
蓬门荜户	pengmenbihu
鞍前马后	anqianmahou
蔫头耷脑	niantoudanao
臧否	zangpi
茁壮成长	zhuozhuangchengzhang
邪门歪道	xiemenwaidao
蕲春	qichun
花颜月貌	huayanyuemao
花前月下	huaqianyuexia
蓬头垢面	pengtougoumian
英姿勃勃	yingzibobo
黄道吉日	huangdaojiri
藏头露尾	cangtouluwei
获奖者	huojiangzhe
燕瘦环肥	yanshouhuanfei
草间求活	caojianqiuhuo
苦差事	kuchaishi
莫逆于心	moniyuxin
颐养天年	yiyangtiannian
东北虎	dongbeihu
薪水	xinshui
共产党员	gongchandangyuan
共产党	gongchandang
东北师范大学	dongbeishifandaxue
荒郊野外	huangjiaoyewai
营养品	yingyangpin
东道国	dongdaoguo
蒙头转向	mengtouzhuanxiang
翘首以待	qiaoshouyidai
英姿焕发	yingzihuanfa
薏米	yimi
莫逆之交	monizhijiao
巧立名目	qiaolimingmu
薪金	xinjin
菩提	puti
苍颜白发	cangyanbaifa
茭白	jiaobai
薪酬	xinchou
菜单栏	caidanlan
项背相望	xiangbeixiangwang
苏门答腊	sumendala
英姿飒爽	yingzisashuang
范冰冰	fanbingbing
工资单	gongzidan
薪俸	xinfeng
匹兹堡	pizibao
世道人心	shidaorenxin
东北风	dongbeifeng
东北人	dongbeiren
花拳绣腿	huaquanxiutui
医疗费	yiliaofei
东道主	dongdaozhu
共产主义	gongchanzhuyi
勤杂工	qinzagong
切切	qieqie
萧萧	xiaoxiao
切花	qiehua
若即若离	ruojiruoli
切除	qiechu
巧妇难为无米之炊	qiaofunanweiwumizhichui
切磋	qiecuo
欧姆龙	oumulong
切肤	qiefu
萧县	xiaoxian
花好月圆	huahaoyueyuan
切腹	qiefu
切脉	qiemai
切去	qiequ
萧墙	xiaoqiang
萧索	xiaosuo
切开	qiekai
蒙娜丽莎	mengnalisha
萧瑟	xiaose
切下	qiexia
切点	qiedian
切齿	qiechi
萧洒	xiaosa
切中	qiezhong
切口	qiekou
萧山	xiaoshan
萧峰	xiaofeng
萧疏	xiaoshu
切忌	qieji
切断	qieduan
荨麻	qianma
切糕	qiegao
切割	qiege
切实	qieshi
萧然	xiaoran
切换	qiehuan
切片	qiepian
切身	qieshen
萧条	xiaotiao
切音	qieyin
萧飒	xiaosa
鹊巢鸠占	quechaojiuzhan
切刀	qiedao
花姑娘	huaguniang
切分	qiefen
切线	qiexian
切变	qiebian
切诊	qiezhen
花菜	huacai
芥菜	jiecai
花蕾	hualei
蓓蕾	beilei
苍茫	cangmang
雅俗共赏	yasugongshang
花草	huacao
花萼	huae
蒲公英	pugongying
荏苒	renran
茶艺	chayi
花蕊	huarui
荼蘼	tumi
苁蓉	congrong
恭敬	gongjing
花匠	huajiang
巫医	wuyi
荷花	hehua
茶花	chahua
葵花	kuihua
花茶	huacha
花花	huahua
勤俭节约	qinjianjieyue
芬芳	fenfang
芥蒂	jiedi
荟萃	huicui
巷子	xiangzi
共聚	gongju
巷陌	xiangmo
茶陵	chaling
戍卫	shuwei
苍耳	canger
花了	huale
共通	gongtong
蔡骏	caijun
工作台	gongzuotai
茶碱	chajian
共有	gongyou
花砖	huazhuan
蒋介石	jiangjieshi
共存	gongcun
欧佩克	oupeike
花期	huaqi
东风压倒西风	dongfengyadaoxifeng
恐龙	konglong
苍龙	canglong
巩膜	gongmo
工作服	gongzuofu
花肥	huafei
苍月	cangyue
花月	huayue
恭贺	gonghe
花边	huabian
花腔	huaqiang
戍边	shubian
共用	gongyong
花脸	hualian
花卉	huahui
荷载	hezai
花城	huacheng
花坛	huatan
苏伊士	suyishi
共进	gongjin
恭喜	gongxi
荷塘	hetang
茶壶	chahu
花都	huadu
茶坊	chafang
花开	huakai
苍天	cangtian
花环	huahuan
共事	gongshi
芥末	jiemo
茌平	chiping
荼毒	tudu
巷战	xiangzhan
花眼	huayan
茶具	chaju
巫婆	wupo
花池	huachi
荷泽	heze
范仲淹	fanzhongyan
巫溪	wuxi
花溪	huaxi
茶渍	chazi
茶油	chayou
茶汤	chatang
花洒	huasa
花酒	huajiu
花海	huahai
花蝶	huadie
蔡明	caiming
花时	huashi
巫师	wushi
花旦	huadan
世风日下	shifengrixia
工作量	gongzuoliang
工作日	gongzuori
苍蝇	cangying
巫蛊	wugu
花果	huaguo
花影	huaying
东风吹马耳	dongfengchuimaer
茶叶	chaye
荷叶	heye
恐吓	konghe
巷口	xiangkou
共鸣	gongming
巩固	gonggu
共轭	gonge
花园	huayuan
茶园	chayuan
花车	huache
花甲	huajia
茶轴	chazhou
花圃	huapu
花圈	huaquan
花雕	huadiao
共同	gongtong
巫山	wushan
苍山	cangshan
茶山	chashan
恐慌	konghuang
恐怖	kongbu
恐惧	kongju
恐怕	kongpa
花屏	huaping
苟全性命	gouquanxingming
花心	huaxin
苍翠	cangcui
共度	gongdu
共庆	gongqing
花店	huadian
花烛	huazhu
花火	huahuo
花炮	huapao
花灯	huadeng
花粉	huafen
苍鹰	cangying
花冠	huaguan
工作室	gongzuoshi
茶室	chashi
革命家	gemingjia
荣华富贵	ronghuafugui
世俗之见	shisuzhijian
花蜜	huami
七分裤	qifenku
苍穹	cangqiong
花色	huase
茶色	chase
花针	huazhen
花钱	huaqian
花鸟	huaniao
茶馆	chaguan
荷包	hebao
茶余饭后	chayufanhou
花儿	huaer
苍狼	canglang
花镜	huajing
共价键	gongjiajian
共振	gongzhen
花掉	huadiao
勤俭持家	qinjianchijia
花魁	huakui
苍白	cangbai
花白	huabai
花招	huazhao
茶树	chashu
著作权	zhuzuoquan
茶杯	chabei
东倒西歪	dongdaoxiwai
花枝	huazhi
花椒	huajiao
共相	gongxiang
花束	huashu
茶楼	chalou
东食西宿	dongshixisu
花柳	hualiu
花木	huamu
蔡依林	caiyilin
花桥	huaqiao
花样	huayang
苍松	cangsong
巫术	wushu
花季	huaji
茶缸	chagang
花生	huasheng
苍生	cangsheng
共生	gongsheng
共舞	gongwu
花香	huaxiang
花篮	hualan
共和	gonghe
花筒	huatong
著作等身	zhuzuodengshen
茶盘	chapan
花瓶	huaping
荷兰	helan
芬兰	fenlan
花卷	huajuan
工欲善其事	gongyushanqishi
工作站	gongzuozhan
工作间	gongzuojian
工欲善其事必先利其器	gongyushanqishibixianliqiqi
花瓣	huaban
共产	gongchan
花痴	huachi
茶道	chadao
巷道	hangdao
苍凉	cangliang
花姐	huajie
共建	gongjian
蔡妍	caiyan
花絮	huaxu
花嫁	huajia
巫妖	wuyao
巫女	wunv
共创	gongchuang
茶会	chahui
花剑	huajian
工作人员	gongzuorenyuan
花朵	huaduo
茶几	chaji
巩俐	gongli
花盆	huapen
花丛	huacong
花翎	hualing
花红	huahong
工作组	gongzuozu
花线	huaxian
花费	huafei
萧伯纳	xiaobona
花乡	huaxiang
荏弱	renruo
花纹	huawen
恭谨	gongjin
共享	gongxiang
共赢	gongying
花衣	huayi
共计	gongji
共谋	gongmou
工作证	gongzuozheng
共识	gongshi
花市	huashi
花房	huafang
茶亭	chating
蕴藏	yuncang
蕴藉	yunjie
药草	yaocao
菟丝子	tusizi
药物	yaowu
药叉	yaocha
药石	yaoshi
药力	yaoli
药用	yaoyong
药膳	yaoshan
苏维埃	suweiai
薄弱环节	boruohuanjie
药王	yaowang
药理	yaoli
药囊	yaonang
药具	yaoju
蕴涵	yunhan
药水	yaoshui
药学	yaoxue
药酒	yaojiu
药浴	yaoyu
药量	yaoliang
药师	yaoshi
药监	yaojian
药味	yaowei
药品	yaopin
蒋经国	jiangjingguo
药典	yaodian
药性	yaoxing
药店	yaodian
药粉	yaofen
药农	yaonong
药补	yaobu
莱比锡	laibixi
药饵	yaoer
药铺	yaopu
药皂	yaozao
药械	yaoxie
药材	yaocai
药枕	yaozhen
药棉	yaomian
艾弗森	aifusen
药检	yaojian
花红柳绿	huahongliulv
东张西望	dongzhangxiwang
药罐	yaoguan
药片	yaopian
药箱	yaoxiang
药瓶	yaoping
药疗	yaoliao
藏经阁	cangjingge
药妆	yaozhuang
药疹	yaozhen
药丸	yaowan
药盒	yaohe
蕴含	yunhan
药引	yaoyin
药剂	yaoji
药房	yaofang
药膏	yaogao
药方	yaofang
荠菜	jicai
荒芜	huangwu
芦苇	luwei
芳菲	fangfei
芳草	fangcao
薰衣草	xunyicao
燕语莺啼	yanyuyingti
莫文蔚	mowenwei
芦荟	luhui
芦花	luhua
花言巧语	huayanqiaoyu
蔼蔼	aiai
萃取	cuiqu
蔚为大观	weiweidaguan
芒硝	mangxiao
荒原	huangyuan
敬谢不敏	jingxiebumin
荒诞不经	huangdanbujing
东方不亮西方亮	dongfangbuliangxifangliang
蓄力	xuli
荒地	huangdi
荒坡	huangpo
芳魂	fanghun
藁城	gaocheng
菜市场	caishichang
荒诞无稽	huangdanwuji
功高震主	gonggaozhenzhu
荒政	huangzheng
莫衷一是	mozhongyishi
匡谬正俗	kuangmiuzhengsu
芳龄	fangling
荒漠	huangmo
芳泽	fangze
荒淫	huangyin
蓄水	xushui
荒野	huangye
药剂师	yaojishi
芒果	mangguo
节哀顺变	jieaishunbian
共商国是	gongshangguoshi
工商界	gongshangjie
共享软件	gongxiangruanjian
荒山	huangshan
工商局	gongshangju
芳烃	fangting
荒废	huangfei
荒唐	huangtang
东方神起	dongfangshenqi
匾额	biane
工商银行	gongshangyinhang
花旗银行	huaqiyinhang
蓄势	xushi
英文歌	yingwenge
芒刺	mangci
荒乱	huangluan
荒年	huangnian
芳香	fangxiang
蓄积	xuji
芦笙	lusheng
芦笋	lusun
功高盖世	gonggaogaishi
蔚为壮观	weiweizhuangguan
恐高症	konggaozheng
东施效颦	dongshixiaopin
蓄意	xuyi
荒凉	huangliang
世说新语	shishuoxinyu
蒂娜	dina
巧言如簧	qiaoyanruhuang
艺高人胆大	yigaorendanda
茶话会	chahuahui
草率从事	caoshuaicongshi
巧言令色	qiaoyanlingse
蓬户瓮牖	penghuwengyou
荒谷	huanggu
芳华	fanghua
芳邻	fanglin
东方红	dongfanghong
七言绝句	qiyanjueju
节衣缩食	jieyisuoshi
荒谬绝伦	huangmiujuelun
蓑衣	suoyi
蓄谋	xumou
散文诗	sanwenshi
工商户	gongshanghu
孤臣孽子	guchenniezi
卫戍区	weishuqu
陈莉	chenli
陈皮	chenpi
陈辰	chenchen
陈威	chenwei
陈艳	chenyan
阿勒泰	aletai
陈力	chenli
陈胜	chensheng
陈云	chenyun
陈坤	chenkun
陈志	chenzhi
聂荣臻	nierongzhen
陈静	chenjing
陈瑞	chenrui
陈列	chenlie
陈玉	chenyu
陈旧	chenjiu
陈涛	chentao
陈晓	chenxiao
陈坚	chenjian
陈明	chenming
陈忠	chenzhong
陈情	chenqing
聚苯乙烯	jubenyixi
陈腐	chenfu
隔世之感	geshizhigan
陈家	chenjia
陈氏	chenshi
陈欣	chenxin
隔靴搔痒	gexuesaoyang
陈兵	chenbing
陈醋	chencu
阿莫西林	amoxilin
陈述	chenshu
陈年	chennian
孤芳自赏	gufangzishang
陈香	chenxiang
皮划艇	pihuating
陈毅	chenyi
陈翔	chenxiang
孙燕姿	sunyanzi
陈好	chenhao
陈建	chenjian
陈妍	chenyan
陈仓	chencang
陈俊	chenjun
陈伟	chenwei
降落伞	jiangluosan
孤苦伶仃	gukulingding
陈红	chenhong
除草剂	chucaoji
陈迹	chenji
陈设	chenshe
陈言	chenyan
子项	zixiang
子子孙孙	zizisunsun
子孙	zisun
孕期	yunqi
孜孜不倦	zizibujuan
子爵	zijue
子城	zicheng
孤孤零零	gugulingling
阿隆索	alongsuo
孩子王	haiziwang
子规	zigui
耿耿于怀	genggengyuhuai
子目	zimu
耳聪目明	ercongmuming
子虚	zixu
子时	zishi
阴阳师	yinyangshi
子曰	ziyue
孕吐	yuntu
子路	zilu
子嗣	zisi
子车	ziche
皮耶罗	piyeluo
孕婴	yunying
子网	ziwang
子民	zimin
孜孜以求	ziziyiqiu
子书	zishu
阴阳怪气	yinyangguaiqi
子类	zilei
子粒	zili
子宫	zigong
孤陋寡闻	gulouguawen
耶稣	yesu
耶鲁	yelu
子句	ziju
子金	zijin
子猪	zizhu
子键	zijian
孙子兵法	sunzibingfa
孩子气	haiziqi
子孙后代	zisunhoudai
孺子可教	ruzikejiao
陈陈相因	chenchenxiangyin
子棉	zimian
子机	ziji
子午	ziwu
孺子牛	ruziniu
子息	zixi
耶律	yelv
子部	zibu
阿联酋	alianqiu
子道	zidao
孤孤单单	gugudandan
子弟	zidi
子婿	zixu
子女	zinv
孕妇	yunfu
子代	zidai
子侄	zizhi
子承父业	zichengfuye
孩子们	haizimen
随随便便	suisuibianbian
子集	ziji
子母	zimu
子弹	zidan
隐隐约约	yinyinyueyue
孕育	yunyu
子房	zifang
子夜	ziye
子畜	zichu
取巧	quqiao
聚落	juluo
聚聚	juju
盈盈	yingying
聂耳	nieer
取出	quchu
盈通	yingtong
聚能	juneng
承欢膝下	chenghuanxixia
取用	quyong
聚脂	juzhi
取款	qukuan
盈亏	yingkui
及物动词	jiwudongci
取下	quxia
取现	quxian
聚歼	jujian
盈满	yingman
取法	qufa
聚光	juguang
取消	quxiao
取水	qushui
取暖	qunuan
聚星	juxing
取景	qujing
取回	quhui
颞骨	niegu
聚怪	juguai
取悦	quyue
聚类	julei
聚糖	jutang
聚宝	jubao
取之	quzhi
取反	qufan
聚拢	julong
聚气	juqi
取材	qucai
聚酯	juzhi
取整	quzheng
取样	quyang
聚生	jusheng
取自	quzi
取得	qude
盈利	yingli
取笑	quxiao
盈科	yingke
取决	qujue
取代	qudai
聚会	juhui
取舍	qushe
取值	quzhi
聚合	juhe
盈余	yingyu
聚敛	julian
取保	qubao
聚众	juzhong
聚集	juji
聚焦	jujiao
取信	quxin
取经	qujing
聚结	jujie
取证	quzheng
取义	quyi
阿克苏	akesu
堕落	duoluo
阳奉阴违	yangfengyinwei
阴盛阳衰	yinshengyangshuai
承台	chengtai
承欢	chenghuan
障碍物	zhangaiwu
阳春面	yangchunmian
耳鬓厮磨	erbinsimo
出其不意攻其不备	chuqibuyigongqibubei
出其不意	chuqibuyi
承袭	chengxi
防不胜防	fangbushengfang
堕胎	duotai
承受	chengshou
承载	chengzai
承运	chengyun
了不起	liaobuqi
隋朝	suichao
随喜	suixi
承教	chengjiao
阿斯顿	asidun
陈慧琳	chenhuilin
承平	chengping
承上	chengshang
陇海	longhai
承当	chengdang
随大流	suidaliu
随时	suishi
随顺	suishun
陌路	molu
阿奎那	akuina
随性	suixing
随心	suixin
承应	chengying
阿基米德	ajimide
隋唐	suitang
随军	suijun
承销	chengxiao
承包	chengbao
阳春白雪	yangchunbaixue
随后	suihou
承担	chengdan
承揽	chenglan
随手	suishou
承接	chengjie
阿布扎比	abuzabi|abuzhabi
陇西	longxi
随想	suixiang
随机	suiji
随笔	suibi
承租	chengzu
出奇制胜	chuqizhisheng
承德	chengde
陌生	mosheng
随行	suixing
承重	chengzhong
承制	chengzhi
了不得	liaobude
随和	suihe
随身	suishen
承前	chengqian
隔三差五	gesanchawu
随着	suizhe
随意	suiyi
承兑	chengdui
随便	suibian
隔三岔五	gesanchawu
降龙伏虎	xianglongfuhu|jianglongfuhu
承保	chengbao
取而代之	querdaizhi
随风	suifeng
随从	suicong
承继	chengji
随缘	suiyuan
承诺	chengnuo
随州	suizhou
承认	chengren
阴茎	yinjing
阴功	yingong
阴翳	yinyi
阴蒂	yindi
阴阴	yinyin
阻隔	zuge
阴阳	yinyang
阴险	yinxian
阴柔	yinrou
阴历	yinli
阴郁	yinyu
阻碍	zuai
阴面	yinmian
阻力	zuli
阴毛	yinmao
阻截	zujie
阴地	yindi
阴云	yinyun
阴魂	yinhun
阴霾	yinmai
阴雨	yinyu
阴干	yingan
阻击	zuji
阴天	yintian
聊胜于无	liaoshengyuwu
阴囊	yinnang
阴曹	yincao
阴平	yinping
阴毒	yindu
阻止	zuzhi
阴虚	yinxu
阻滞	zuzhi
阴沉	yinchen
阴沟	yingou
阻遏	zue
阴晦	yinhui
阴暗	yinan
阴影	yinying
阴跌	yindie
阴界	yinjie
阴山	yinshan
阴司	yinsi
阴性	yinxing
阻尼	zuni
